X,Y,ID,W_GID
75.75077264,20.75198332,402,W_402
75.75077264,20.25198332,403,W_403
75.75077264,19.75198332,404,W_404
75.75077264,19.25198332,405,W_405
75.75077264,18.75198332,406,W_406
75.75077264,18.25198332,407,W_407
75.75077264,17.75198332,408,W_408
75.75077264,17.25198332,409,W_409
75.75077264,16.75198332,410,W_410
75.75077264,16.25198332,411,W_411
75.75077264,15.75198332,412,W_412
75.75077264,15.25198332,413,W_413
75.75077264,14.75198332,414,W_414
75.75077264,14.25198332,415,W_415
75.75077264,13.75198332,416,W_416
75.75077264,13.25198332,417,W_417
75.75077264,12.75198332,418,W_418
75.75077264,12.25198332,419,W_419
75.75077264,11.75198332,420,W_420
75.80962596,11.28193214,421,W_421
75.90418688,10.78821265,422,W_422
75.9709453,10.442889,423,W_423
76.20195099,36.13639997,424,W_424
76.25077264,35.75198332,425,W_425
76.25077264,35.25198332,426,W_426
76.25077264,34.75198332,427,W_427
76.25077264,34.25198332,428,W_428
76.25077264,33.75198332,429,W_429
76.25077264,33.25198332,430,W_430
76.25077264,32.75198332,431,W_431
76.25077264,32.25198332,432,W_432
76.25077264,31.75198332,433,W_433
76.25077264,31.25198332,434,W_434
76.25077264,30.75198332,435,W_435
76.25077264,30.25198332,436,W_436
76.25077264,29.75198332,437,W_437
76.25077264,29.25198332,438,W_438
76.25077264,28.75198332,439,W_439
76.25077264,28.25198332,440,W_440
76.25077264,27.75198332,441,W_441
76.25077264,27.25198332,442,W_442
76.25077264,26.75198332,443,W_443
76.25077264,26.25198332,444,W_444
76.25077264,25.75198332,445,W_445
76.25077264,25.25198332,446,W_446
76.25077264,24.75198332,447,W_447
76.25077264,24.25198332,448,W_448
76.25077264,23.75198332,449,W_449
76.25077264,23.25198332,450,W_450
76.25077264,22.75198332,451,W_451
76.25077264,22.25198332,452,W_452
76.25077264,21.75198332,453,W_453
76.25077264,21.25198332,454,W_454
76.25077264,20.75198332,455,W_455
76.25077264,20.25198332,456,W_456
76.25077264,19.75198332,457,W_457
76.25077264,19.25198332,458,W_458
76.25077264,18.75198332,459,W_459
76.25077264,18.25198332,460,W_460
76.25077264,17.75198332,461,W_461
76.25077264,17.25198332,462,W_462
76.25077264,16.75198332,463,W_463
76.25077264,16.25198332,464,W_464
76.25077264,15.75198332,465,W_465
76.25077264,15.25198332,466,W_466
76.25077264,14.75198332,467,W_467
76.25077264,14.25198332,468,W_468
76.25077264,13.75198332,469,W_469
76.25077264,13.25198332,470,W_470
76.25077264,12.75198332,471,W_471
76.25077264,12.25198332,472,W_472
76.25077264,11.75198332,473,W_473
76.25077264,11.25198332,474,W_474
76.25077264,10.75198332,475,W_475
76.26626379,10.26224836,476,W_476
76.33404925,9.764939599,477,W_477
76.38731978,9.291098393,478,W_478
76.46446009,8.918832669,479,W_479
76.55344198,36.04471311,480,W_480
76.69844575,35.68958267,481,W_481
76.75077264,35.25198332,482,W_482
76.75077264,34.75198332,483,W_483
76.75077264,34.25198332,484,W_484
76.75077264,33.75198332,485,W_485
76.75077264,33.25198332,486,W_486
76.75077264,32.75198332,487,W_487
76.75077264,32.25198332,488,W_488
76.75077264,31.75198332,489,W_489
76.75077264,31.25198332,490,W_490
76.75077264,30.75198332,491,W_491
76.75077264,30.25198332,492,W_492
76.75077264,29.75198332,493,W_493
76.75077264,29.25198332,494,W_494
76.75077264,28.75198332,495,W_495
76.75077264,28.25198332,496,W_496
76.75077264,27.75198332,497,W_497
76.75077264,27.25198332,498,W_498
76.75077264,26.75198332,499,W_499
76.75077264,26.25198332,500,W_500
76.75077264,25.75198332,501,W_501
76.75077264,25.25198332,502,W_502
76.75077264,24.75198332,503,W_503
76.75077264,24.25198332,504,W_504
76.75077264,23.75198332,505,W_505
76.75077264,23.25198332,506,W_506
76.75077264,22.75198332,507,W_507
76.75077264,22.25198332,508,W_508
76.75077264,21.75198332,509,W_509
76.75077264,21.25198332,510,W_510
76.75077264,20.75198332,511,W_511
76.75077264,20.25198332,512,W_512
76.75077264,19.75198332,513,W_513
76.75077264,19.25198332,514,W_514
76.75077264,18.75198332,515,W_515
76.75077264,18.25198332,516,W_516
76.75077264,17.75198332,517,W_517
76.75077264,17.25198332,518,W_518
76.75077264,16.75198332,519,W_519
76.75077264,16.25198332,520,W_520
76.75077264,15.75198332,521,W_521
76.75077264,15.25198332,522,W_522
76.75077264,14.75198332,523,W_523
76.75077264,14.25198332,524,W_524
76.75077264,13.75198332,525,W_525
76.75077264,13.25198332,526,W_526
76.75077264,12.75198332,527,W_527
76.75077264,12.25198332,528,W_528
76.75077264,11.75198332,529,W_529
76.75077264,11.25198332,530,W_530
76.75077264,10.75198332,531,W_531
76.75077264,10.25198332,532,W_532
76.75077264,9.751983323,533,W_533
76.75077264,9.251983323,534,W_534
76.77947414,8.776929198,535,W_535
76.910799,8.401658362,536,W_536
77.14974653,35.5781238,537,W_537
77.2390002,35.23526069,538,W_538
77.25077264,34.75198332,539,W_539
77.25077264,34.25198332,540,W_540
77.25077264,33.75198332,541,W_541
77.25077264,33.25198332,542,W_542
77.25077264,32.75198332,543,W_543
77.25077264,32.25198332,544,W_544
77.25077264,31.75198332,545,W_545
77.25077264,31.25198332,546,W_546
77.25077264,30.75198332,547,W_547
77.25077264,30.25198332,548,W_548
77.25077264,29.75198332,549,W_549
77.25077264,29.25198332,550,W_550
77.25077264,28.75198332,551,W_551
77.25077264,28.25198332,552,W_552
77.25077264,27.75198332,553,W_553
77.25077264,27.25198332,554,W_554
77.25077264,26.75198332,555,W_555
77.25077264,26.25198332,556,W_556
77.25077264,25.75198332,557,W_557
77.25077264,25.25198332,558,W_558
77.25077264,24.75198332,559,W_559
77.25077264,24.25198332,560,W_560
77.25077264,23.75198332,561,W_561
77.25077264,23.25198332,562,W_562
77.25077264,22.75198332,563,W_563
77.25077264,22.25198332,564,W_564
77.25077264,21.75198332,565,W_565
77.25077264,21.25198332,566,W_566
77.25077264,20.75198332,567,W_567
77.25077264,20.25198332,568,W_568
77.25077264,19.75198332,569,W_569
77.25077264,19.25198332,570,W_570
77.25077264,18.75198332,571,W_571
77.25077264,18.25198332,572,W_572
77.25077264,17.75198332,573,W_573
77.25077264,17.25198332,574,W_574
77.25077264,16.75198332,575,W_575
77.25077264,16.25198332,576,W_576
77.25077264,15.75198332,577,W_577
77.25077264,15.25198332,578,W_578
77.25077264,14.75198332,579,W_579
77.25077264,14.25198332,580,W_580
77.25077264,13.75198332,581,W_581
77.25077264,13.25198332,582,W_582
77.25077264,12.75198332,583,W_583
77.25077264,12.25198332,584,W_584
77.25077264,11.75198332,585,W_585
77.25077264,11.25198332,586,W_586
77.25077264,10.75198332,587,W_587
77.25077264,10.25198332,588,W_588
77.25077264,9.751983323,589,W_589
77.25077264,9.251983323,590,W_590
77.25077264,8.751983323,591,W_591
77.27034841,8.283553831,592,W_592
77.45046638,8.001406752,593,W_593
77.90304214,35.51008343,594,W_594
77.76075334,35.22078296,595,W_595
77.75077264,34.75198332,596,W_596
77.75077264,34.25198332,597,W_597
77.75077264,33.75198332,598,W_598
77.75077264,33.25198332,599,W_599
77.75077264,32.75198332,600,W_600
77.75077264,32.25198332,601,W_601
77.75077264,31.75198332,602,W_602
77.75077264,31.25198332,603,W_603
77.75077264,30.75198332,604,W_604
77.75077264,30.25198332,605,W_605
77.75077264,29.75198332,606,W_606
77.75077264,29.25198332,607,W_607
77.75077264,28.75198332,608,W_608
77.75077264,28.25198332,609,W_609
77.75077264,27.75198332,610,W_610
77.75077264,27.25198332,611,W_611
77.75077264,26.75198332,612,W_612
77.75077264,26.25198332,613,W_613
77.75077264,25.75198332,614,W_614
77.75077264,25.25198332,615,W_615
77.75077264,24.75198332,616,W_616
77.75077264,24.25198332,617,W_617
77.75077264,23.75198332,618,W_618
77.75077264,23.25198332,619,W_619
77.75077264,22.75198332,620,W_620
77.75077264,22.25198332,621,W_621
77.75077264,21.75198332,622,W_622
77.75077264,21.25198332,623,W_623
77.75077264,20.75198332,624,W_624
77.75077264,20.25198332,625,W_625
77.75077264,19.75198332,626,W_626
77.75077264,19.25198332,627,W_627
77.75004076,18.74997066,628,W_628
77.75077264,18.25198332,629,W_629
77.75077264,17.75198332,630,W_630
77.75077264,17.25198332,631,W_631
77.75077264,16.75198332,632,W_632
77.75077264,16.25198332,633,W_633
77.75077264,15.75198332,634,W_634
77.75077264,15.25198332,635,W_635
77.75077264,14.75198332,636,W_636
77.75077264,14.25198332,637,W_637
77.75077264,13.75198332,638,W_638
77.75077264,13.25198332,639,W_639
77.75077264,12.75198332,640,W_640
77.75077264,12.25198332,641,W_641
77.75077264,11.75198332,642,W_642
77.75077264,11.25198332,643,W_643
77.75077264,10.75198332,644,W_644
77.75077264,10.25198332,645,W_645
77.75077264,9.751983323,646,W_646
77.75077264,9.251983323,647,W_647
77.75077264,8.751983323,648,W_648
77.71178584,8.324501136,649,W_649
78.32581656,35.58791208,650,W_650
78.25240839,35.25023669,651,W_651
78.25077264,34.75198332,652,W_652
78.25077264,34.25198332,653,W_653
78.25077264,33.75198332,654,W_654
78.25077264,33.25198332,655,W_655
78.24837164,32.75469335,656,W_656
78.21414618,32.23341309,657,W_657
78.25077264,31.75198332,658,W_658
78.25077264,31.25198332,659,W_659
78.25077264,30.75198332,660,W_660
78.25077264,30.25198332,661,W_661
78.25077264,29.75198332,662,W_662
78.25077264,29.25198332,663,W_663
78.25077264,28.75198332,664,W_664
78.25077264,28.25198332,665,W_665
78.25077264,27.75198332,666,W_666
78.25077264,27.25198332,667,W_667
78.25077264,26.75198332,668,W_668
78.25077264,26.25198332,669,W_669
78.25077264,25.75198332,670,W_670
78.25077264,25.25198332,671,W_671
78.25077264,24.75198332,672,W_672
78.25077264,24.25198332,673,W_673
78.25077264,23.75198332,674,W_674
78.25077264,23.25198332,675,W_675
78.25077264,22.75198332,676,W_676
78.25077264,22.25198332,677,W_677
78.25077264,21.75198332,678,W_678
78.25077264,21.25198332,679,W_679
78.25077264,20.75198332,680,W_680
78.25077264,20.25198332,681,W_681
78.25077264,19.75198332,682,W_682
78.25077264,19.25198332,683,W_683
78.25077264,18.75198332,684,W_684
78.25077264,18.25198332,685,W_685
78.25077264,17.75198332,686,W_686
78.25077264,17.25198332,687,W_687
78.25077264,16.75198332,688,W_688
78.25077264,16.25198332,689,W_689
78.25077264,15.75198332,690,W_690
78.25077264,15.25198332,691,W_691
78.25077264,14.75198332,692,W_692
78.25077264,14.25198332,693,W_693
78.25077264,13.75198332,694,W_694
78.25077264,13.25198332,695,W_695
78.25077264,12.75198332,696,W_696
78.25077264,12.25198332,697,W_697
78.25077264,11.75198332,698,W_698
78.25077264,11.25198332,699,W_699
78.25077264,10.75198332,700,W_700
78.25077264,10.25198332,701,W_701
78.25077264,9.751983323,702,W_702
78.24420979,9.261492444,703,W_703
78.06946732,8.825921484,704,W_704
78.02131736,8.445090649,705,W_705
78.75364664,35.64259719,706,W_706
78.75077264,35.25198332,707,W_707
78.75077264,34.75198332,708,W_708
78.75077264,34.25198332,709,W_709
78.7067863,33.74683385,710,W_710
78.71900269,33.22863441,711,W_711
78.75825059,32.76362834,712,W_712
78.83952406,32.38454392,713,W_713
78.58623458,31.73177841,714,W_714
78.7229951,31.1956505,715,W_715
78.75077264,30.75198332,716,W_716
78.75077264,30.25198332,717,W_717
78.75077264,29.75198332,718,W_718
78.75077264,29.25198332,719,W_719
78.75077264,28.75198332,720,W_720
78.75077264,28.25198332,721,W_721
78.75077264,27.75198332,722,W_722
78.75077264,27.25198332,723,W_723
78.75077264,26.75198332,724,W_724
78.75077264,26.25198332,725,W_725
78.75077264,25.75198332,726,W_726
78.75077264,25.25198332,727,W_727
78.75077264,24.75198332,728,W_728
78.75077264,24.25198332,729,W_729
78.75077264,23.75198332,730,W_730
78.75077264,23.25198332,731,W_731
78.75077264,22.75198332,732,W_732
78.75077264,22.25198332,733,W_733
78.75077264,21.75198332,734,W_734
78.75077264,21.25198332,735,W_735
78.75077264,20.75198332,736,W_736
78.75077264,20.25198332,737,W_737
78.75077264,19.75198332,738,W_738
78.75077264,19.25198332,739,W_739
78.75077264,18.75198332,740,W_740
78.75077264,18.25198332,741,W_741
78.75077264,17.75198332,742,W_742
78.75077264,17.25198332,743,W_743
78.75077264,16.75198332,744,W_744
78.75077264,16.25198332,745,W_745
78.75077264,15.75198332,746,W_746
78.75077264,15.25198332,747,W_747
78.75077264,14.75198332,748,W_748
78.75077264,14.25198332,749,W_749
78.75077264,13.75198332,750,W_750
78.75077264,13.25198332,751,W_751
78.75077264,12.75198332,752,W_752
78.75077264,12.25198332,753,W_753
78.75077264,11.75198332,754,W_754
78.75077264,11.25198332,755,W_755
78.75077264,10.75198332,756,W_756
78.75077264,10.25198332,757,W_757
78.7312921,9.768720468,758,W_758
78.67887222,9.308961786,759,W_759
79.2478445,35.67717744,760,W_760
79.25077264,35.25198332,761,W_761
79.25077264,34.75198332,762,W_762
79.22789435,34.26187658,763,W_763
79.17522102,33.97332572,764,W_764
79.16219863,33.11026458,765,W_765
79.2094182,32.73004375,766,W_766
79.11041632,32.44618676,767,W_767
79.10172205,31.13482274,768,W_768
79.24049359,30.74043297,769,W_769
79.25077264,30.25198332,770,W_770
79.25077264,29.75198332,771,W_771
79.25077264,29.25198332,772,W_772
79.25077264,28.75198332,773,W_773
79.25077264,28.25198332,774,W_774
