"Dates","PRECTOT","RH2M","T2M_MAX","T2M_MIN","T2M_RANGE","WS10M_RANGE","WS50M_RANGE","Latitude","Longitude"
"2017","7.04939393939394","84.0625454545455","29.5292727272727","25.7806060606061","3.74909090909091","2.34963636363636","2.85612121212121","17.80626034","83.18378839"
"2017","7.03763636363636","83.775696969697","29.7392727272727","25.4586666666667","4.28060606060606","2.20569696969697","2.70387878787879","18.77536752","84.22492825"
"2017","8.74751515151515","84.8612727272727","27.948","21.3664242424242","6.58115151515152","3.0469696969697","3.05484848484848","14.25198332","75.25077264"
"2017","11.014","85.7535757575758","27.4060606060606","21.6444848484848","5.76036363636364","2.73278787878788","2.83406060606061","13.75198332","75.25077264"
"2017","4.31963636363636","72.3887878787879","31.0739393939394","21.3738181818182","9.70060606060606","3.33042424242424","3.51860606060606","17.75198332","76.75077264"
"2017","4.38933333333333","72.2368484848485","31.4029090909091","21.7624848484848","9.63975757575758","3.39806060606061","3.61060606060606","17.25198332","76.75077264"
"2017","3.89533333333333","71.1690909090909","31.5112121212121","21.626","9.88551515151515","3.39975757575758","3.57806060606061","18.25198332","77.25077264"
"2017","4.18448484848485","73.1788484848485","30.8166666666667","21.3828484848485","9.43393939393939","3.41393939393939","3.51854545454545","17.75198332","77.25077264"
"2017","3.874","72.5493333333333","31.5252727272727","22.183696969697","9.34133333333333","3.45424242424242","3.60575757575758","16.25198332","77.25077264"
"2017","3.67563636363636","72.4090303030303","31.504","22.1398181818182","9.36406060606061","3.52527272727273","3.65866666666667","15.75198332","77.25077264"
"2017","4.39727272727273","73.9135151515152","30.2486060606061","21.1431515151515","9.10521212121212","3.57787878787879","3.64909090909091","14.25198332","77.25077264"
"2017","5.34284848484848","77.9028484848485","28.3149090909091","19.5592727272727","8.75521212121212","3.63842424242424","3.56587878787879","13.25198332","77.25077264"
"2017","4.82963636363636","77.7969696969697","28.6248484848485","19.8229090909091","8.80206060606061","3.56945454545455","3.57284848484848","12.75198332","77.25077264"
"2017","4.09587878787879","73.9877575757576","30.5845454545455","21.4681212121212","9.11654545454545","3.52212121212121","3.64751515151515","17.75198332","77.75077264"
"2017","4.06624242424242","72.0681212121212","31.4611515151515","22.2633939393939","9.19836363636364","3.70454545454545","3.76860606060606","14.75198332","77.75077264"
"2017","3.87018181818182","72.9618787878788","31.2246060606061","22.1579393939394","9.06727272727273","3.56654545454545","3.89412121212121","18.25198332","78.25077264"
"2017","4.15121212121212","74.9413333333333","30.3771515151515","21.6343636363636","8.74248484848485","3.60472727272727","3.72921212121212","17.75198332","78.25077264"
"2017","4.21290909090909","75.9783636363636","30.0332121212121","21.4513333333333","8.58163636363636","3.65266666666667","3.63012121212121","17.25198332","78.25077264"
"2017","4.16","73.3565454545455","31.5367878787879","22.6317575757576","8.90484848484848","3.86321212121212","3.78987878787879","15.25198332","78.25077264"
"2017","4.84533333333333","73.452303030303","30.7419393939394","21.9127878787879","8.82890909090909","4.0230303030303","3.98484848484848","14.25198332","78.25077264"
"2017","4.19375757575758","73.7147878787879","31.6275757575758","22.7141212121212","8.91339393939394","3.6430303030303","4.05957575757576","18.75198332","78.75077264"
"2017","4.38690909090909","75.9812727272727","30.2964242424242","21.8945454545455","8.40230303030303","3.75739393939394","3.91309090909091","17.75198332","78.75077264"
"2017","4.26527272727273","75.7334545454545","30.7629696969697","22.3916363636364","8.37139393939394","4.03284848484848","3.92339393939394","15.75198332","78.75077264"
"2017","4.43672727272727","74.5704848484849","31.4164242424242","22.8152727272727","8.60066666666667","4.05127272727273","3.96357575757576","15.25198332","78.75077264"
"2017","5.05309090909091","75.5582424242424","31.6519393939394","23.1410909090909","8.51133333333333","3.45333333333333","3.90484848484848","18.75198332","79.25077264"
"2017","4.98684848484849","76.1190909090909","31.2166666666667","22.8949090909091","8.32175757575758","3.53266666666667","3.88006060606061","18.25198332","79.25077264"
"2017","5.63187878787879","73.6923636363636","31.6081212121212","22.9385454545455","8.66957575757576","3.94884848484848","4.22321212121212","13.25198332","79.25077264"
"2017","5.42745454545455","77.8365454545455","31.3118181818182","23.4932727272727","7.81812121212121","3.37866666666667","3.65012121212121","17.25198332","79.75077264"
"2017","5.02133333333333","76.5749090909091","31.7876363636364","23.8926060606061","7.89436363636364","3.53830303030303","3.84551515151515","16.75198332","79.75077264"
"2017","4.52309090909091","74.4957575757576","32.012303030303","24.4797575757576","7.53236363636364","3.92515151515152","4.04193939393939","15.75198332","79.75077264"
"2017","5.54327272727273","73.0563636363636","32.0716363636364","25.1100606060606","6.96175757575758","4.22315151515151","4.54969696969697","14.25198332","79.75077264"
"2017","5.14678787878788","77.2641818181818","31.9515757575758","24.6490909090909","7.30242424242424","3.47575757575758","3.79963636363636","16.25198332","80.25077264"
"2017","6.05066666666667","74.1693333333333","31.4376363636364","27.0727878787879","4.36375757575758","4.07678787878788","4.50236363636364","14.30162528","80.03612825"
"2017","5.42812121212121","79.1644848484848","31.482303030303","25.3018787878788","6.18084848484849","3.26321212121212","3.65836363636364","16.25198332","80.75077264"
"2017","4.9450303030303","77.3378181818182","30.9564242424242","27.0670303030303","3.8890303030303","3.61593939393939","4.01909090909091","15.85885108","80.76244803"
"2017","6.59933333333333","85.1590303030303","29.8041818181818","23.6450909090909","6.15933333333333","2.65163636363636","2.95612121212121","17.25198332","81.75077264"
