Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,42.04,29.55,12.31,17.24,1.49,3.65,18.75198332,78.75077264
20100102,0.0,42.23,29.41,11.71,17.7,1.76,4.21,18.75198332,78.75077264
20100103,0.0,34.49,30.84,12.46,18.38,3.11,4.91,18.75198332,78.75077264
20100104,0.0,40.92,30.92,14.68,16.23,3.69,3.71,18.75198332,78.75077264
20100105,0.0,46.32,30.7,13.76,16.94,1.32,3.67,18.75198332,78.75077264
20100106,0.0,38.91,29.73,12.78,16.95,1.77,2.83,18.75198332,78.75077264
20100107,0.0,34.95,29.16,11.11,18.05,2.0,3.34,18.75198332,78.75077264
20100108,0.0,39.61,30.31,13.83,16.48,1.67,3.92,18.75198332,78.75077264
20100109,0.0,41.84,30.62,14.57,16.04,1.21,3.01,18.75198332,78.75077264
20100110,0.0,55.2,30.31,19.31,11.0,1.98,1.51,18.75198332,78.75077264
20100111,0.21,59.24,32.66,18.78,13.88,2.18,1.67,18.75198332,78.75077264
20100112,5.11,70.77,29.78,21.03,8.75,5.54,6.0,18.75198332,78.75077264
20100113,4.71,78.99,27.52,19.53,7.99,2.35,3.55,18.75198332,78.75077264
20100114,0.37,63.2,30.12,15.63,14.49,2.34,3.17,18.75198332,78.75077264
20100115,0.0,53.01,29.95,15.24,14.71,2.05,3.74,18.75198332,78.75077264
20100116,0.0,44.66,29.76,12.88,16.88,1.57,3.44,18.75198332,78.75077264
20100117,0.0,41.24,29.44,14.06,15.38,1.38,4.41,18.75198332,78.75077264
20100118,0.0,35.28,30.11,13.54,16.57,1.17,3.81,18.75198332,78.75077264
20100119,0.0,27.9,30.65,12.61,18.04,1.58,2.26,18.75198332,78.75077264
20100120,0.0,24.23,30.28,10.62,19.66,1.51,4.47,18.75198332,78.75077264
20100121,0.0,22.78,29.87,10.7,19.16,2.27,3.81,18.75198332,78.75077264
20100122,0.0,24.88,30.38,10.95,19.43,1.6,4.18,18.75198332,78.75077264
20100123,0.0,23.25,30.4,11.13,19.28,1.79,3.21,18.75198332,78.75077264
20100124,0.0,29.28,30.78,11.81,18.97,2.37,4.51,18.75198332,78.75077264
20100125,0.0,42.12,30.88,13.31,17.57,2.74,4.65,18.75198332,78.75077264
20100126,0.0,26.06,30.58,13.18,17.4,1.17,3.66,18.75198332,78.75077264
20100127,0.0,27.07,30.28,12.67,17.61,1.39,2.75,18.75198332,78.75077264
20100128,0.0,28.82,30.86,13.48,17.38,2.33,5.65,18.75198332,78.75077264
20100129,0.0,29.91,30.96,14.98,15.98,2.12,3.99,18.75198332,78.75077264
20100130,0.0,26.85,31.34,14.13,17.21,2.97,2.64,18.75198332,78.75077264
20100131,0.0,24.32,32.13,14.13,18.0,1.47,4.16,18.75198332,78.75077264
20100201,0.0,30.27,32.47,15.49,16.98,3.46,6.79,18.75198332,78.75077264
20100202,0.0,41.38,32.74,16.65,16.1,2.66,4.87,18.75198332,78.75077264
20100203,0.0,40.44,33.38,18.53,14.85,3.83,5.19,18.75198332,78.75077264
20100204,0.0,35.86,33.26,18.3,14.95,2.76,4.05,18.75198332,78.75077264
20100205,0.0,37.5,32.86,17.49,15.37,1.85,5.65,18.75198332,78.75077264
20100206,0.0,36.95,32.43,17.31,15.12,2.23,3.64,18.75198332,78.75077264
20100207,0.0,27.51,32.91,16.0,16.91,2.24,3.14,18.75198332,78.75077264
20100208,0.0,24.5,34.26,17.65,16.61,2.63,4.52,18.75198332,78.75077264
20100209,0.0,32.83,34.92,17.49,17.43,3.04,5.8,18.75198332,78.75077264
20100210,0.0,34.32,34.56,17.35,17.21,2.73,5.82,18.75198332,78.75077264
20100211,0.0,32.32,34.23,18.54,15.7,2.4,5.08,18.75198332,78.75077264
20100212,0.0,33.47,36.22,19.12,17.1,4.15,6.9,18.75198332,78.75077264
20100213,0.0,31.03,36.78,21.35,15.43,3.74,3.88,18.75198332,78.75077264
20100214,0.98,32.76,37.36,22.44,14.92,3.55,4.42,18.75198332,78.75077264
20100215,3.4,35.48,34.99,23.72,11.27,5.78,6.71,18.75198332,78.75077264
20100216,0.58,37.6,35.98,21.25,14.73,4.08,3.92,18.75198332,78.75077264
20100217,0.12,37.67,37.04,20.97,16.07,2.77,5.01,18.75198332,78.75077264
20100218,0.01,31.85,36.36,22.53,13.83,2.48,4.81,18.75198332,78.75077264
20100219,0.0,34.77,33.46,24.26,9.2,2.17,4.23,18.75198332,78.75077264
20100220,2.72,38.12,36.25,22.82,13.42,3.14,6.25,18.75198332,78.75077264
20100221,0.25,39.1,36.17,21.81,14.36,3.61,6.5,18.75198332,78.75077264
20100222,2.19,39.75,36.39,21.73,14.66,3.51,5.78,18.75198332,78.75077264
20100223,4.98,45.7,36.01,22.62,13.39,3.54,2.88,18.75198332,78.75077264
20100224,0.33,35.29,35.02,18.63,16.39,2.89,3.88,18.75198332,78.75077264
20100225,0.0,33.22,35.53,16.55,18.98,1.85,3.63,18.75198332,78.75077264
20100226,0.0,35.31,36.43,18.72,17.71,3.02,5.45,18.75198332,78.75077264
20100227,0.0,23.24,36.51,18.87,17.64,1.96,2.27,18.75198332,78.75077264
