Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,69.08,29.51,18.72,10.79,3.61,5.75,15.75198332,79.75077264
20100102,0.0,77.45,28.33,19.55,8.78,2.04,3.09,15.75198332,79.75077264
20100103,0.0,71.63,29.0,19.38,9.62,1.53,3.17,15.75198332,79.75077264
20100104,0.0,69.33,29.54,17.34,12.2,2.37,4.38,15.75198332,79.75077264
20100105,0.0,71.43,29.9,18.22,11.68,2.35,4.79,15.75198332,79.75077264
20100106,0.0,72.49,29.16,19.25,9.92,2.75,4.39,15.75198332,79.75077264
20100107,0.0,74.64,28.4,19.25,9.15,2.03,2.78,15.75198332,79.75077264
20100108,0.22,75.17,28.86,17.85,11.01,1.58,2.08,15.75198332,79.75077264
20100109,1.29,80.83,29.15,20.95,8.21,2.36,1.29,15.75198332,79.75077264
20100110,0.37,81.43,29.67,22.05,7.63,2.25,1.32,15.75198332,79.75077264
20100111,0.01,79.75,30.68,22.18,8.5,2.91,2.16,15.75198332,79.75077264
20100112,0.0,77.13,31.62,21.79,9.82,2.65,3.17,15.75198332,79.75077264
20100113,4.62,80.48,30.62,21.88,8.74,1.75,2.19,15.75198332,79.75077264
20100114,0.3,79.03,29.74,22.51,7.23,1.91,2.86,15.75198332,79.75077264
20100115,0.23,75.54,29.51,21.9,7.6,3.14,2.21,15.75198332,79.75077264
20100116,0.02,78.84,27.3,21.92,5.38,2.23,1.18,15.75198332,79.75077264
20100117,0.34,75.71,30.02,21.42,8.61,1.98,3.55,15.75198332,79.75077264
20100118,0.01,75.88,28.87,21.15,7.72,2.17,4.09,15.75198332,79.75077264
20100119,0.0,64.37,30.68,19.88,10.8,3.03,3.32,15.75198332,79.75077264
20100120,0.0,62.91,30.09,17.87,12.22,2.8,5.37,15.75198332,79.75077264
20100121,0.0,64.87,29.76,18.9,10.86,2.77,5.74,15.75198332,79.75077264
20100122,0.0,64.88,29.38,18.11,11.28,2.61,4.93,15.75198332,79.75077264
20100123,0.0,66.07,29.48,17.72,11.76,1.71,3.4,15.75198332,79.75077264
20100124,0.0,64.65,29.19,17.85,11.34,3.0,5.24,15.75198332,79.75077264
20100125,0.0,61.26,29.88,17.27,12.61,1.96,3.1,15.75198332,79.75077264
20100126,0.0,65.51,30.13,18.46,11.67,2.7,5.49,15.75198332,79.75077264
20100127,0.0,69.45,29.88,19.3,10.58,2.16,3.86,15.75198332,79.75077264
20100128,0.0,67.66,30.15,19.41,10.75,2.37,4.18,15.75198332,79.75077264
20100129,0.0,64.23,30.59,19.98,10.61,2.65,4.65,15.75198332,79.75077264
20100130,0.0,60.28,31.27,19.79,11.49,3.19,5.76,15.75198332,79.75077264
20100131,0.0,62.31,31.22,19.14,12.09,3.93,6.81,15.75198332,79.75077264
20100201,0.0,65.3,30.48,18.91,11.57,2.97,5.0,15.75198332,79.75077264
20100202,0.0,68.86,29.27,19.38,9.89,2.66,3.16,15.75198332,79.75077264
20100203,0.0,61.49,31.41,17.84,13.57,2.56,4.71,15.75198332,79.75077264
20100204,0.0,62.03,30.94,17.74,13.2,2.55,3.05,15.75198332,79.75077264
20100205,0.0,62.31,31.4,18.43,12.97,3.98,5.52,15.75198332,79.75077264
20100206,0.0,64.94,31.62,19.3,12.32,3.88,6.39,15.75198332,79.75077264
20100207,0.0,66.67,31.33,19.9,11.43,2.79,4.73,15.75198332,79.75077264
20100208,0.0,58.41,32.5,18.77,13.73,4.37,6.76,15.75198332,79.75077264
20100209,0.0,58.54,32.07,16.86,15.21,3.36,5.03,15.75198332,79.75077264
20100210,0.0,63.63,32.25,17.95,14.3,3.2,4.94,15.75198332,79.75077264
20100211,0.0,66.47,31.51,20.0,11.51,4.01,5.03,15.75198332,79.75077264
20100212,0.0,65.09,32.2,20.24,11.96,4.46,6.5,15.75198332,79.75077264
20100213,0.0,65.26,33.31,19.92,13.39,3.96,4.07,15.75198332,79.75077264
20100214,0.0,62.77,33.72,19.97,13.74,3.64,4.84,15.75198332,79.75077264
20100215,0.0,63.87,33.73,19.93,13.8,3.82,3.43,15.75198332,79.75077264
20100216,0.0,64.96,33.84,20.9,12.94,3.32,2.74,15.75198332,79.75077264
20100217,0.01,64.04,34.54,20.35,14.19,2.95,2.4,15.75198332,79.75077264
20100218,0.0,57.57,35.22,20.06,15.15,2.27,4.09,15.75198332,79.75077264
20100219,0.0,60.69,34.84,21.33,13.51,3.42,3.89,15.75198332,79.75077264
20100220,0.0,58.73,35.6,20.79,14.81,3.54,5.13,15.75198332,79.75077264
20100221,0.0,60.14,35.7,21.08,14.62,3.41,4.32,15.75198332,79.75077264
20100222,0.0,58.34,35.96,21.69,14.27,3.76,4.91,15.75198332,79.75077264
20100223,0.08,58.99,36.03,21.95,14.07,3.76,4.05,15.75198332,79.75077264
20100224,0.0,59.01,36.54,24.03,12.51,2.74,4.39,15.75198332,79.75077264
20100225,0.0,59.73,36.79,22.5,14.29,3.61,4.19,15.75198332,79.75077264
20100226,0.0,56.86,36.13,23.46,12.68,2.86,3.28,15.75198332,79.75077264
20100227,0.0,51.15,37.2,21.76,15.44,3.09,5.01,15.75198332,79.75077264
20100228,0.0,50.62,37.11,21.77,15.35,4.15,6.34,15.75198332,79.75077264
20100301,0.0,51.35,36.79,20.9,15.89,2.56,3.99,15.75198332,79.75077264
20100302,0.0,47.03,37.19,21.04,16.15,2.1,4.03,15.75198332,79.75077264
20100303,0.0,40.91,38.14,21.12,17.02,3.28,5.45,15.75198332,79.75077264
20100304,0.0,43.68,38.1,22.14,15.96,2.57,3.74,15.75198332,79.75077264
20100305,0.0,47.69,38.6,22.52,16.07,2.24,4.04,15.75198332,79.75077264
20100306,0.0,52.25,38.87,23.12,15.75,3.25,3.99,15.75198332,79.75077264
20100307,0.0,53.72,38.6,23.38,15.22,3.79,5.37,15.75198332,79.75077264
20100308,0.0,54.95,38.31,24.23,14.08,3.76,4.88,15.75198332,79.75077264
20100309,0.0,55.68,37.57,23.49,14.09,4.1,3.52,15.75198332,79.75077264
20100310,0.0,59.39,36.71,22.94,13.77,4.03,3.51,15.75198332,79.75077264
20100311,0.0,54.68,37.14,23.04,14.1,4.37,4.25,15.75198332,79.75077264
20100312,0.0,54.27,37.48,22.75,14.72,3.2,3.49,15.75198332,79.75077264
20100313,0.0,48.53,36.31,23.01,13.3,2.32,4.67,15.75198332,79.75077264
20100314,0.0,46.0,36.37,24.44,11.93,4.16,6.39,15.75198332,79.75077264
20100315,0.0,44.5,39.2,25.1,14.1,5.78,7.7,15.75198332,79.75077264
20100316,0.0,48.92,39.22,24.55,14.66,4.77,5.7,15.75198332,79.75077264
20100317,0.0,52.12,37.25,23.62,13.63,4.64,5.18,15.75198332,79.75077264
20100318,0.0,53.19,36.78,22.83,13.94,4.99,5.44,15.75198332,79.75077264
20100319,0.0,42.96,38.79,21.98,16.81,3.22,6.0,15.75198332,79.75077264
20100320,0.0,35.73,39.44,23.33,16.11,2.48,5.22,15.75198332,79.75077264
20100321,0.0,36.06,39.58,23.4,16.17,3.0,5.53,15.75198332,79.75077264
20100322,0.0,36.14,40.4,23.02,17.38,3.61,6.02,15.75198332,79.75077264
