Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.03,82.15,26.98,19.7,7.27,3.91,4.87,14.25198332,75.25077264
20100102,0.0,73.29,27.79,17.96,9.83,2.83,2.96,14.25198332,75.25077264
20100103,0.0,73.34,27.42,15.98,11.45,2.16,1.56,14.25198332,75.25077264
20100104,0.0,67.33,27.95,14.99,12.96,2.21,2.38,14.25198332,75.25077264
20100105,0.0,66.64,28.34,14.98,13.36,2.01,3.11,14.25198332,75.25077264
20100106,0.0,70.16,27.95,15.19,12.76,2.07,4.74,14.25198332,75.25077264
20100107,0.0,70.5,26.73,15.28,11.46,4.15,6.13,14.25198332,75.25077264
20100108,0.0,72.61,27.53,15.53,12.0,3.85,4.75,14.25198332,75.25077264
20100109,0.0,78.18,27.9,16.82,11.08,3.3,4.3,14.25198332,75.25077264
20100110,0.0,83.76,28.33,19.65,8.68,3.31,4.52,14.25198332,75.25077264
20100111,0.32,83.72,28.24,20.57,7.67,2.57,2.86,14.25198332,75.25077264
20100112,1.19,85.67,27.83,20.11,7.72,1.73,2.36,14.25198332,75.25077264
20100113,0.6,83.6,28.42,19.46,8.96,0.82,2.07,14.25198332,75.25077264
20100114,0.74,83.61,27.56,20.42,7.13,2.92,2.72,14.25198332,75.25077264
20100115,0.17,81.89,26.68,19.63,7.04,2.36,1.82,14.25198332,75.25077264
20100116,0.0,73.71,28.43,18.54,9.89,3.51,3.02,14.25198332,75.25077264
20100117,0.0,69.2,28.62,16.58,12.04,4.56,5.76,14.25198332,75.25077264
20100118,0.0,72.11,28.55,16.07,12.48,2.26,3.25,14.25198332,75.25077264
20100119,0.0,70.43,28.77,16.47,12.3,2.81,4.05,14.25198332,75.25077264
20100120,0.0,69.29,28.53,17.08,11.45,3.89,5.76,14.25198332,75.25077264
20100121,0.0,59.41,27.93,14.23,13.69,1.92,3.07,14.25198332,75.25077264
20100122,0.0,56.37,27.74,12.7,15.04,3.43,5.22,14.25198332,75.25077264
20100123,0.0,58.31,27.76,12.93,14.83,3.7,4.83,14.25198332,75.25077264
20100124,0.0,63.63,27.55,12.99,14.55,3.15,6.0,14.25198332,75.25077264
20100125,0.0,64.65,27.67,13.35,14.31,3.28,4.65,14.25198332,75.25077264
20100126,0.0,63.95,27.58,14.0,13.59,3.17,5.05,14.25198332,75.25077264
20100127,0.0,68.05,27.97,14.75,13.22,4.24,5.91,14.25198332,75.25077264
20100128,0.0,70.4,29.1,16.28,12.82,4.16,5.25,14.25198332,75.25077264
20100129,0.0,66.11,29.0,16.55,12.45,3.25,4.99,14.25198332,75.25077264
20100130,0.0,61.23,29.63,16.33,13.3,3.81,5.22,14.25198332,75.25077264
20100131,0.0,64.44,29.58,15.83,13.74,2.66,3.92,14.25198332,75.25077264
20100201,0.0,67.38,29.46,16.15,13.32,2.19,3.29,14.25198332,75.25077264
20100202,0.0,64.14,29.36,15.42,13.93,2.97,3.66,14.25198332,75.25077264
20100203,0.0,62.56,29.41,15.13,14.27,2.77,4.18,14.25198332,75.25077264
20100204,0.0,62.42,29.3,14.65,14.64,3.33,4.05,14.25198332,75.25077264
20100205,0.0,53.48,29.69,13.89,15.8,3.83,5.61,14.25198332,75.25077264
20100206,0.0,50.9,29.88,14.02,15.85,2.67,3.71,14.25198332,75.25077264
20100207,0.0,56.16,29.89,15.03,14.87,3.39,3.82,14.25198332,75.25077264
20100208,0.0,64.1,30.27,15.57,14.7,2.58,4.2,14.25198332,75.25077264
20100209,0.0,69.68,30.48,17.35,13.13,2.44,4.86,14.25198332,75.25077264
20100210,0.0,74.84,29.81,18.16,11.65,2.96,4.15,14.25198332,75.25077264
20100211,0.0,73.77,30.48,18.93,11.55,2.19,4.0,14.25198332,75.25077264
20100212,0.0,71.83,31.35,19.76,11.59,2.29,4.23,14.25198332,75.25077264
20100213,0.0,68.02,32.14,19.59,12.55,2.31,3.57,14.25198332,75.25077264
20100214,0.0,67.33,32.69,20.29,12.4,2.2,4.08,14.25198332,75.25077264
