Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,42.2,29.59,12.44,17.15,1.83,3.92,18.25198332,78.25077264
20100102,0.0,44.18,29.28,11.92,17.36,1.88,3.6,18.25198332,78.25077264
20100103,0.0,36.67,30.61,12.79,17.82,3.05,4.55,18.25198332,78.25077264
20100104,0.0,41.35,30.78,15.58,15.2,4.04,4.83,18.25198332,78.25077264
20100105,0.0,46.46,30.47,14.36,16.11,1.32,4.23,18.25198332,78.25077264
20100106,0.0,42.58,29.5,13.32,16.18,1.95,3.49,18.25198332,78.25077264
20100107,0.0,37.44,28.93,11.55,17.39,1.96,3.98,18.25198332,78.25077264
20100108,0.0,49.64,29.81,14.31,15.5,2.09,5.24,18.25198332,78.25077264
20100109,0.0,51.8,30.14,15.5,14.64,1.32,4.33,18.25198332,78.25077264
20100110,0.0,62.61,29.62,19.25,10.37,1.94,2.55,18.25198332,78.25077264
20100111,0.06,63.12,31.82,19.19,12.62,2.11,1.6,18.25198332,78.25077264
20100112,3.53,69.94,29.96,20.71,9.25,6.15,7.26,18.25198332,78.25077264
20100113,4.3,79.5,27.44,19.76,7.68,1.94,4.07,18.25198332,78.25077264
20100114,0.61,63.64,29.93,16.38,13.55,2.38,3.27,18.25198332,78.25077264
20100115,0.16,58.79,29.68,16.45,13.23,2.58,2.81,18.25198332,78.25077264
20100116,0.0,47.89,29.77,14.27,15.51,1.99,3.64,18.25198332,78.25077264
20100117,0.0,42.27,29.44,14.76,14.68,1.78,5.15,18.25198332,78.25077264
20100118,0.0,37.37,29.94,14.63,15.31,1.44,5.16,18.25198332,78.25077264
20100119,0.0,28.97,30.55,13.65,16.9,1.55,3.99,18.25198332,78.25077264
20100120,0.0,22.78,30.06,11.87,18.19,1.85,3.51,18.25198332,78.25077264
20100121,0.0,21.41,29.72,10.83,18.89,2.16,3.59,18.25198332,78.25077264
20100122,0.0,23.45,30.42,10.63,19.79,1.39,3.89,18.25198332,78.25077264
20100123,0.0,23.44,30.38,11.54,18.84,1.76,2.84,18.25198332,78.25077264
20100124,0.0,33.69,30.45,12.15,18.31,2.55,6.03,18.25198332,78.25077264
20100125,0.0,43.62,30.61,13.81,16.8,2.68,4.54,18.25198332,78.25077264
20100126,0.0,30.24,30.12,13.74,16.38,1.53,3.81,18.25198332,78.25077264
20100127,0.0,32.21,29.62,13.08,16.54,1.65,3.22,18.25198332,78.25077264
20100128,0.0,37.63,30.2,14.67,15.53,2.85,5.85,18.25198332,78.25077264
20100129,0.0,34.92,30.77,16.87,13.9,2.42,4.84,18.25198332,78.25077264
20100130,0.0,27.94,30.99,14.73,16.27,3.02,3.1,18.25198332,78.25077264
20100131,0.0,24.87,32.01,14.52,17.49,1.97,5.25,18.25198332,78.25077264
20100201,0.0,30.59,32.48,15.52,16.96,4.34,7.8,18.25198332,78.25077264
20100202,0.0,42.04,32.62,16.35,16.27,2.38,4.96,18.25198332,78.25077264
20100203,0.0,41.34,33.12,17.52,15.59,3.87,4.87,18.25198332,78.25077264
20100204,0.0,36.41,33.05,17.53,15.52,2.66,5.43,18.25198332,78.25077264
20100205,0.0,37.29,32.67,16.97,15.71,2.16,5.24,18.25198332,78.25077264
20100206,0.0,38.61,32.07,17.01,15.07,2.04,3.5,18.25198332,78.25077264
20100207,0.0,31.51,32.52,16.41,16.11,1.33,2.49,18.25198332,78.25077264
20100208,0.0,29.53,33.97,17.64,16.33,2.01,5.96,18.25198332,78.25077264
20100209,0.0,33.53,34.46,17.54,16.92,3.53,6.69,18.25198332,78.25077264
20100210,0.0,35.18,34.3,16.96,17.34,4.23,7.23,18.25198332,78.25077264
20100211,0.0,34.27,33.96,19.4,14.56,2.99,5.47,18.25198332,78.25077264
20100212,0.0,35.81,35.83,19.62,16.21,4.77,7.04,18.25198332,78.25077264
20100213,0.0,32.63,36.37,21.05,15.32,3.39,4.02,18.25198332,78.25077264
20100214,0.86,32.72,36.71,22.46,14.24,3.55,3.91,18.25198332,78.25077264
20100215,2.74,34.09,35.69,23.33,12.37,4.44,5.05,18.25198332,78.25077264
20100216,0.68,35.15,36.44,21.5,14.94,3.75,3.64,18.25198332,78.25077264
20100217,0.18,36.61,36.72,20.55,16.16,3.06,5.34,18.25198332,78.25077264
20100218,0.03,34.07,36.38,22.61,13.76,2.96,5.73,18.25198332,78.25077264
20100219,0.02,34.49,33.68,24.58,9.1,3.42,5.17,18.25198332,78.25077264
20100220,2.22,35.12,37.01,22.45,14.56,4.06,6.92,18.25198332,78.25077264
20100221,0.42,37.54,36.42,22.2,14.22,4.31,6.76,18.25198332,78.25077264
20100222,2.09,40.86,36.07,22.68,13.39,3.32,5.99,18.25198332,78.25077264
20100223,4.22,44.64,35.99,23.11,12.88,3.56,2.25,18.25198332,78.25077264
20100224,0.44,34.39,34.87,17.89,16.98,3.57,5.07,18.25198332,78.25077264
