Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,63.57,30.84,18.87,11.97,3.4,6.22,16.25198332,80.75077264
20100102,0.0,71.06,29.5,20.28,9.22,2.17,2.54,16.25198332,80.75077264
20100103,0.0,64.37,29.83,18.78,11.05,1.33,3.52,16.25198332,80.75077264
20100104,0.0,64.54,29.89,19.17,10.72,2.9,5.68,16.25198332,80.75077264
20100105,0.0,63.68,31.19,19.53,11.66,2.35,4.7,16.25198332,80.75077264
20100106,0.0,67.04,30.29,19.61,10.68,1.54,3.15,16.25198332,80.75077264
20100107,0.0,67.35,29.66,18.92,10.74,1.65,2.74,16.25198332,80.75077264
20100108,0.31,68.4,30.07,19.31,10.76,1.56,1.78,16.25198332,80.75077264
20100109,0.67,73.89,30.39,21.99,8.4,2.03,1.4,16.25198332,80.75077264
20100110,0.14,75.31,31.08,22.24,8.84,2.18,1.34,16.25198332,80.75077264
20100111,0.17,75.35,31.6,23.23,8.37,2.45,1.82,16.25198332,80.75077264
20100112,0.01,75.96,31.93,22.98,8.95,2.71,2.88,16.25198332,80.75077264
20100113,0.46,75.38,31.67,23.05,8.62,2.31,2.03,16.25198332,80.75077264
20100114,0.2,73.64,30.94,23.52,7.42,1.75,2.47,16.25198332,80.75077264
20100115,0.17,71.27,30.48,22.84,7.64,2.66,1.71,16.25198332,80.75077264
20100116,0.12,74.07,28.86,22.82,6.04,1.8,1.57,16.25198332,80.75077264
20100117,0.06,70.46,31.13,22.22,8.9,1.81,3.15,16.25198332,80.75077264
20100118,0.0,70.35,29.92,22.31,7.61,2.22,4.23,16.25198332,80.75077264
20100119,0.0,55.81,32.01,20.29,11.72,2.9,3.39,16.25198332,80.75077264
20100120,0.0,63.34,31.0,19.88,11.12,2.57,4.59,16.25198332,80.75077264
20100121,0.0,59.62,30.68,19.12,11.56,2.15,4.37,16.25198332,80.75077264
20100122,0.0,60.08,30.43,18.5,11.92,1.44,3.67,16.25198332,80.75077264
20100123,0.0,59.85,30.66,18.47,12.19,1.46,3.49,16.25198332,80.75077264
20100124,0.0,56.52,30.31,19.11,11.19,2.31,4.16,16.25198332,80.75077264
20100125,0.0,56.35,31.06,18.74,12.33,1.31,3.03,16.25198332,80.75077264
20100126,0.0,61.2,31.31,19.35,11.96,2.39,3.93,16.25198332,80.75077264
20100127,0.0,63.29,30.95,20.5,10.45,1.82,2.77,16.25198332,80.75077264
20100128,0.0,60.94,31.08,20.48,10.6,1.7,3.17,16.25198332,80.75077264
20100129,0.0,56.39,31.7,20.73,10.97,1.72,3.12,16.25198332,80.75077264
20100130,0.0,54.23,32.42,21.66,10.76,3.22,5.41,16.25198332,80.75077264
20100131,0.0,57.79,32.06,21.01,11.05,3.78,5.83,16.25198332,80.75077264
20100201,0.0,60.32,31.05,19.95,11.1,2.29,3.21,16.25198332,80.75077264
20100202,0.0,62.7,30.41,20.84,9.58,2.25,2.31,16.25198332,80.75077264
20100203,0.0,56.25,32.2,19.76,12.44,2.74,4.09,16.25198332,80.75077264
20100204,0.0,55.43,32.02,20.22,11.8,2.43,3.04,16.25198332,80.75077264
20100205,0.0,57.39,32.57,20.83,11.75,3.18,4.84,16.25198332,80.75077264
20100206,0.0,61.69,32.62,21.46,11.16,4.89,6.7,16.25198332,80.75077264
20100207,0.0,60.12,32.65,21.3,11.34,2.74,3.99,16.25198332,80.75077264
20100208,0.0,52.51,33.26,20.76,12.5,4.73,6.32,16.25198332,80.75077264
20100209,0.0,55.52,32.51,19.73,12.79,3.36,4.7,16.25198332,80.75077264
20100210,0.0,59.54,32.22,18.92,13.3,2.45,3.79,16.25198332,80.75077264
20100211,0.0,63.3,31.77,19.55,12.23,2.89,2.18,16.25198332,80.75077264
20100212,0.0,62.1,32.64,20.25,12.38,3.11,4.01,16.25198332,80.75077264
20100213,0.0,64.16,33.89,20.45,13.44,3.61,2.45,16.25198332,80.75077264
20100214,0.0,60.03,34.11,21.05,13.06,3.4,4.1,16.25198332,80.75077264
20100215,0.0,62.46,34.01,21.53,12.47,3.75,3.45,16.25198332,80.75077264
20100216,0.0,64.13,34.18,21.72,12.46,3.46,2.48,16.25198332,80.75077264
20100217,0.01,63.32,34.67,21.57,13.1,2.99,2.34,16.25198332,80.75077264
20100218,0.0,55.96,35.83,22.17,13.67,3.46,5.22,16.25198332,80.75077264
20100219,0.0,59.28,35.18,23.44,11.74,2.99,3.43,16.25198332,80.75077264
20100220,0.0,58.69,35.92,22.76,13.16,4.07,5.38,16.25198332,80.75077264
20100221,0.0,61.38,35.42,22.99,12.43,3.24,3.87,16.25198332,80.75077264
20100222,0.0,59.42,35.95,23.78,12.17,4.78,5.92,16.25198332,80.75077264
20100223,0.04,61.23,35.39,23.67,11.72,3.31,3.29,16.25198332,80.75077264
20100224,0.0,61.8,34.45,25.42,9.03,1.8,1.77,16.25198332,80.75077264
20100225,0.0,61.01,35.83,23.95,11.88,2.8,2.48,16.25198332,80.75077264
20100226,0.0,57.29,35.76,24.95,10.81,2.83,3.04,16.25198332,80.75077264
20100227,0.0,52.09,37.44,23.44,14.01,4.49,6.15,16.25198332,80.75077264
20100228,0.0,54.27,36.92,23.39,13.53,4.35,6.14,16.25198332,80.75077264
20100301,0.0,56.01,36.11,23.12,12.99,3.02,3.57,16.25198332,80.75077264
20100302,0.0,51.32,36.76,22.89,13.87,2.47,3.58,16.25198332,80.75077264
20100303,0.0,49.06,37.41,23.02,14.39,3.43,4.6,16.25198332,80.75077264
20100304,0.0,52.79,36.81,23.6,13.2,2.54,2.56,16.25198332,80.75077264
20100305,0.0,54.84,36.91,23.95,12.96,2.26,1.99,16.25198332,80.75077264
20100306,0.0,59.43,36.82,24.18,12.64,2.88,1.95,16.25198332,80.75077264
20100307,0.0,58.13,37.51,24.63,12.88,2.58,4.06,16.25198332,80.75077264
20100308,0.0,58.68,37.85,25.32,12.53,3.9,4.63,16.25198332,80.75077264
20100309,0.0,59.15,37.21,25.0,12.21,3.76,3.86,16.25198332,80.75077264
20100310,0.0,60.11,36.45,24.48,11.97,3.4,3.25,16.25198332,80.75077264
20100311,0.0,55.16,37.25,24.73,12.52,4.25,4.75,16.25198332,80.75077264
20100312,0.0,55.83,37.42,24.43,12.98,3.06,4.1,16.25198332,80.75077264
20100313,0.0,52.96,36.11,24.48,11.63,3.11,5.22,16.25198332,80.75077264
20100314,0.0,53.21,36.36,25.68,10.68,3.07,4.82,16.25198332,80.75077264
20100315,0.0,52.26,39.3,25.95,13.35,4.82,6.41,16.25198332,80.75077264
20100316,0.0,54.81,38.45,25.47,12.98,3.52,3.58,16.25198332,80.75077264
20100317,0.0,54.7,37.68,25.12,12.56,5.01,5.73,16.25198332,80.75077264
20100318,0.0,53.51,37.28,24.63,12.65,4.98,5.65,16.25198332,80.75077264
20100319,0.0,45.28,38.98,24.24,14.74,3.29,5.56,16.25198332,80.75077264
20100320,0.0,44.05,39.17,24.15,15.01,2.9,5.29,16.25198332,80.75077264
20100321,0.0,47.19,39.36,24.18,15.18,3.27,5.27,16.25198332,80.75077264
20100322,0.0,50.52,39.35,24.08,15.26,3.33,5.07,16.25198332,80.75077264
20100323,0.0,54.94,37.97,23.93,14.04,3.53,2.95,16.25198332,80.75077264
20100324,0.0,58.35,37.86,24.31,13.55,3.07,2.75,16.25198332,80.75077264
20100325,0.0,58.88,37.74,24.98,12.76,3.33,3.24,16.25198332,80.75077264
20100326,0.0,58.0,37.62,24.86,12.76,3.44,3.15,16.25198332,80.75077264
20100327,0.0,62.79,37.09,24.78,12.32,2.85,1.54,16.25198332,80.75077264
20100328,0.01,61.56,38.22,26.06,12.16,2.77,2.59,16.25198332,80.75077264
20100329,0.01,60.66,38.45,26.02,12.42,3.48,1.85,16.25198332,80.75077264
20100330,0.02,61.01,39.11,26.54,12.56,2.69,2.48,16.25198332,80.75077264
20100331,0.58,57.22,37.92,27.32,10.59,3.19,3.01,16.25198332,80.75077264
20100401,0.19,58.87,39.78,27.64,12.15,2.91,4.07,16.25198332,80.75077264
20100402,0.02,59.3,40.12,27.91,12.21,2.61,3.08,16.25198332,80.75077264
20100403,0.0,61.15,38.9,27.43,11.46,3.4,3.78,16.25198332,80.75077264
20100404,0.0,58.18,39.1,26.71,12.38,3.49,3.52,16.25198332,80.75077264
20100405,0.0,54.39,39.29,26.84,12.46,3.07,3.99,16.25198332,80.75077264
20100406,0.0,54.22,39.27,27.59,11.68,3.61,5.05,16.25198332,80.75077264
20100407,0.0,57.85,38.87,27.12,11.75,3.88,3.54,16.25198332,80.75077264
20100408,0.0,58.41,38.1,26.58,11.52,4.02,3.87,16.25198332,80.75077264
20100409,0.0,53.66,40.65,26.11,14.54,4.24,5.77,16.25198332,80.75077264
20100410,0.0,54.31,40.04,27.25,12.79,3.54,3.35,16.25198332,80.75077264
20100411,0.0,58.29,39.57,28.3,11.26,2.11,2.49,16.25198332,80.75077264
20100412,0.01,58.05,39.58,28.15,11.43,2.28,1.79,16.25198332,80.75077264
20100413,0.0,60.43,38.77,28.62,10.16,3.36,4.41,16.25198332,80.75077264
20100414,0.1,62.1,37.84,28.87,8.96,2.0,1.87,16.25198332,80.75077264
20100415,0.01,59.0,38.8,28.46,10.35,3.83,5.11,16.25198332,80.75077264
20100416,0.0,59.33,37.59,27.66,9.94,3.3,2.08,16.25198332,80.75077264
20100417,0.0,60.52,37.73,27.12,10.61,3.98,2.85,16.25198332,80.75077264
20100418,0.0,64.73,36.95,27.54,9.41,2.39,1.45,16.25198332,80.75077264
20100419,0.0,63.75,39.55,27.93,11.62,3.38,4.81,16.25198332,80.75077264
20100420,0.0,56.08,41.81,28.9,12.91,3.71,4.8,16.25198332,80.75077264
20100421,18.37,68.47,37.96,27.91,10.05,3.58,2.87,16.25198332,80.75077264
20100422,4.14,66.78,37.91,27.19,10.72,2.28,3.38,16.25198332,80.75077264
20100423,0.14,62.61,38.15,27.18,10.97,2.67,2.27,16.25198332,80.75077264
20100424,0.07,60.68,38.43,27.24,11.19,2.65,3.58,16.25198332,80.75077264
20100425,0.14,60.16,38.34,27.86,10.48,2.66,2.75,16.25198332,80.75077264
20100426,1.08,56.04,38.5,27.5,11.01,3.34,1.79,16.25198332,80.75077264
20100427,0.64,60.8,38.48,27.74,10.74,2.54,2.45,16.25198332,80.75077264
20100428,0.06,58.27,38.86,27.96,10.91,2.78,2.8,16.25198332,80.75077264
20100429,0.04,60.47,38.01,27.8,10.21,3.64,2.09,16.25198332,80.75077264
20100430,0.08,66.28,35.99,27.99,8.01,2.75,2.28,16.25198332,80.75077264
20100501,0.01,53.65,38.03,27.23,10.8,4.18,5.65,16.25198332,80.75077264
20100502,0.0,49.52,38.5,27.46,11.04,4.04,4.72,16.25198332,80.75077264
20100503,0.01,56.2,37.41,28.71,8.7,3.14,4.25,16.25198332,80.75077264
20100504,0.19,56.61,37.56,27.39,10.17,4.42,4.93,16.25198332,80.75077264
20100505,0.05,53.67,39.63,27.19,12.44,4.25,4.8,16.25198332,80.75077264
20100506,0.35,56.03,39.56,28.27,11.29,4.47,4.89,16.25198332,80.75077264
20100507,0.16,55.44,39.81,28.0,11.82,2.66,2.94,16.25198332,80.75077264
20100508,0.01,56.27,39.6,28.22,11.38,3.09,3.17,16.25198332,80.75077264
20100509,0.0,53.27,41.55,29.03,12.51,4.16,5.74,16.25198332,80.75077264
20100510,0.0,51.67,42.5,29.52,12.99,4.79,6.26,16.25198332,80.75077264
20100511,0.0,51.82,41.77,30.01,11.75,2.01,2.98,16.25198332,80.75077264
20100512,0.0,58.18,40.71,30.02,10.7,2.49,2.53,16.25198332,80.75077264
20100513,0.0,59.96,40.83,29.5,11.32,2.41,2.75,16.25198332,80.75077264
20100514,0.05,61.77,39.0,29.56,9.44,2.7,2.58,16.25198332,80.75077264
20100515,0.01,68.38,36.65,29.49,7.16,2.26,2.58,16.25198332,80.75077264
20100516,0.27,58.4,39.35,29.15,10.2,1.93,2.31,16.25198332,80.75077264
20100517,0.25,56.88,38.92,29.35,9.57,3.64,3.29,16.25198332,80.75077264
20100518,3.05,55.98,37.38,29.46,7.92,5.46,7.33,16.25198332,80.75077264
