Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,61.35,31.21,17.51,13.7,3.01,5.77,16.25198332,80.25077264
20100102,0.0,72.43,29.87,19.26,10.61,2.03,3.17,16.25198332,80.25077264
20100103,0.0,65.91,30.26,18.49,11.77,1.24,3.09,16.25198332,80.25077264
20100104,0.0,64.68,30.72,17.67,13.05,2.47,5.15,16.25198332,80.25077264
20100105,0.0,65.11,31.53,18.57,12.96,2.5,5.16,16.25198332,80.25077264
20100106,0.0,67.33,30.64,18.97,11.67,1.99,4.04,16.25198332,80.25077264
20100107,0.0,69.0,29.99,18.08,11.91,1.71,3.05,16.25198332,80.25077264
20100108,0.23,68.68,30.34,17.67,12.67,1.68,2.58,16.25198332,80.25077264
20100109,0.85,73.44,30.95,21.05,9.9,2.37,2.13,16.25198332,80.25077264
20100110,0.2,75.23,31.39,21.49,9.89,2.35,2.23,16.25198332,80.25077264
20100111,0.15,73.9,32.31,22.41,9.91,2.67,2.47,16.25198332,80.25077264
20100112,0.01,73.3,33.02,22.34,10.68,2.95,3.46,16.25198332,80.25077264
20100113,1.71,75.33,32.25,22.42,9.83,2.16,2.27,16.25198332,80.25077264
20100114,0.23,75.06,31.07,22.87,8.2,1.44,2.51,16.25198332,80.25077264
20100115,0.14,72.83,30.29,22.33,7.96,2.62,1.87,16.25198332,80.25077264
20100116,0.05,75.7,28.23,22.19,6.05,1.98,1.44,16.25198332,80.25077264
20100117,0.08,70.0,31.61,21.29,10.32,2.06,3.59,16.25198332,80.25077264
20100118,0.0,69.7,30.39,21.35,9.04,2.89,5.39,16.25198332,80.25077264
20100119,0.0,53.07,32.35,19.52,12.83,3.43,3.91,16.25198332,80.25077264
20100120,0.0,58.03,31.58,18.19,13.39,2.49,4.96,16.25198332,80.25077264
20100121,0.0,59.51,31.19,18.34,12.84,2.66,5.75,16.25198332,80.25077264
20100122,0.0,59.97,30.92,17.81,13.11,1.87,4.55,16.25198332,80.25077264
20100123,0.0,59.77,31.15,17.44,13.7,1.57,3.76,16.25198332,80.25077264
20100124,0.0,57.16,30.94,18.05,12.88,2.9,5.38,16.25198332,80.25077264
20100125,0.0,55.41,31.7,17.52,14.18,1.44,3.56,16.25198332,80.25077264
20100126,0.0,59.47,31.83,18.4,13.43,2.7,4.92,16.25198332,80.25077264
20100127,0.0,63.24,31.36,19.42,11.94,1.79,3.54,16.25198332,80.25077264
20100128,0.0,60.54,31.65,19.44,12.22,2.09,4.02,16.25198332,80.25077264
20100129,0.0,56.51,32.3,19.98,12.32,2.1,4.09,16.25198332,80.25077264
20100130,0.0,51.83,33.04,20.54,12.5,2.69,5.32,16.25198332,80.25077264
20100131,0.0,55.86,32.91,19.68,13.23,3.79,6.33,16.25198332,80.25077264
20100201,0.0,58.8,32.02,18.97,13.06,2.99,4.53,16.25198332,80.25077264
20100202,0.0,61.51,31.14,19.84,11.3,2.5,3.05,16.25198332,80.25077264
20100203,0.0,54.99,33.17,18.52,14.65,2.82,4.38,16.25198332,80.25077264
20100204,0.0,54.79,32.81,18.78,14.03,2.23,3.42,16.25198332,80.25077264
20100205,0.0,55.26,33.46,19.15,14.31,2.93,5.0,16.25198332,80.25077264
20100206,0.0,59.12,33.44,20.29,13.15,4.21,6.35,16.25198332,80.25077264
20100207,0.0,59.46,33.31,20.45,12.85,2.69,4.2,16.25198332,80.25077264
20100208,0.0,51.81,34.3,19.38,14.92,4.28,7.03,16.25198332,80.25077264
20100209,0.0,52.57,33.8,17.96,15.84,3.69,4.75,16.25198332,80.25077264
20100210,0.0,56.16,33.74,17.97,15.77,3.22,5.05,16.25198332,80.25077264
20100211,0.0,60.11,33.16,19.16,14.01,3.36,4.31,16.25198332,80.25077264
