Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,84.14,25.81,20.82,4.99,2.87,3.7,13.75198332,75.25077264
20100102,0.0,75.32,27.43,18.93,8.5,2.6,3.03,13.75198332,75.25077264
20100103,0.0,74.29,26.85,16.6,10.26,1.91,1.63,13.75198332,75.25077264
20100104,0.0,68.86,27.28,15.76,11.52,1.77,2.2,13.75198332,75.25077264
20100105,0.0,68.35,27.71,15.59,12.12,1.79,3.36,13.75198332,75.25077264
20100106,0.0,71.24,27.32,16.07,11.25,1.86,3.88,13.75198332,75.25077264
20100107,0.0,73.94,26.45,15.99,10.46,3.4,5.03,13.75198332,75.25077264
20100108,0.0,74.39,27.24,16.28,10.96,2.76,3.55,13.75198332,75.25077264
20100109,0.0,79.57,27.62,17.76,9.86,3.13,4.01,13.75198332,75.25077264
20100110,0.0,83.58,28.22,20.29,7.93,1.21,2.42,13.75198332,75.25077264
20100111,0.28,84.33,27.76,20.92,6.84,1.98,2.29,13.75198332,75.25077264
20100112,0.64,85.77,27.28,20.49,6.79,1.29,1.56,13.75198332,75.25077264
20100113,0.4,84.43,27.92,20.02,7.9,0.67,1.99,13.75198332,75.25077264
20100114,0.61,85.91,26.25,20.93,5.32,2.84,3.18,13.75198332,75.25077264
20100115,0.17,84.8,25.98,19.99,5.98,2.08,1.56,13.75198332,75.25077264
20100116,0.0,73.73,27.5,18.16,9.34,3.1,3.07,13.75198332,75.25077264
20100117,0.0,71.94,27.95,16.65,11.3,3.76,4.76,13.75198332,75.25077264
20100118,0.0,73.2,27.85,16.49,11.36,1.91,3.06,13.75198332,75.25077264
20100119,0.0,72.95,28.17,17.2,10.97,2.19,3.72,13.75198332,75.25077264
20100120,0.0,75.04,27.61,17.56,10.04,2.93,4.21,13.75198332,75.25077264
20100121,0.0,65.28,27.09,15.54,11.55,1.81,2.61,13.75198332,75.25077264
20100122,0.0,62.1,27.01,13.67,13.34,3.06,5.11,13.75198332,75.25077264
20100123,0.0,63.34,26.86,13.62,13.23,3.42,4.42,13.75198332,75.25077264
20100124,0.0,69.52,26.67,13.87,12.8,2.73,4.4,13.75198332,75.25077264
20100125,0.0,68.45,26.79,14.39,12.41,3.13,3.94,13.75198332,75.25077264
20100126,0.0,69.51,26.79,14.73,12.06,3.16,4.72,13.75198332,75.25077264
20100127,0.0,72.29,27.32,15.67,11.65,3.35,4.54,13.75198332,75.25077264
20100128,0.0,74.66,28.26,16.97,11.29,3.58,4.94,13.75198332,75.25077264
20100129,0.0,71.56,28.03,17.38,10.65,2.61,3.95,13.75198332,75.25077264
20100130,0.0,66.54,28.39,16.94,11.45,3.36,4.92,13.75198332,75.25077264
20100131,0.0,68.72,28.25,16.73,11.52,2.29,3.24,13.75198332,75.25077264
20100201,0.0,69.32,28.38,16.47,11.91,2.08,3.9,13.75198332,75.25077264
20100202,0.0,67.94,28.29,16.23,12.06,2.3,3.51,13.75198332,75.25077264
