Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,38.88,31.15,13.42,17.73,2.36,6.05,17.75198332,76.75077264
20100102,0.0,37.44,30.86,13.67,17.19,1.9,4.73,17.75198332,76.75077264
20100103,0.0,38.91,32.02,14.22,17.8,1.62,5.02,17.75198332,76.75077264
20100104,0.0,38.16,31.94,15.29,16.66,2.6,5.72,17.75198332,76.75077264
20100105,0.0,42.38,31.67,15.18,16.48,3.19,6.62,17.75198332,76.75077264
20100106,0.0,40.63,30.76,14.68,16.08,2.43,5.12,17.75198332,76.75077264
20100107,0.0,36.57,29.89,13.39,16.49,3.31,4.27,17.75198332,76.75077264
20100108,0.0,50.83,30.02,14.9,15.11,2.72,5.59,17.75198332,76.75077264
20100109,0.0,50.04,31.53,15.59,15.93,1.95,3.85,17.75198332,76.75077264
20100110,0.0,57.56,31.65,18.6,13.05,2.25,4.2,17.75198332,76.75077264
20100111,2.79,65.05,30.49,20.59,9.9,4.26,4.55,17.75198332,76.75077264
20100112,8.46,78.86,27.09,20.64,6.45,3.57,4.25,17.75198332,76.75077264
20100113,1.66,66.71,30.46,18.81,11.65,2.24,4.32,17.75198332,76.75077264
20100114,0.22,59.35,30.35,16.2,14.16,2.84,3.96,17.75198332,76.75077264
20100115,0.81,64.79,29.4,16.74,12.66,3.75,3.32,17.75198332,76.75077264
20100116,0.0,56.03,30.29,16.21,14.08,3.25,3.42,17.75198332,76.75077264
20100117,0.0,55.77,28.73,15.65,13.09,3.1,5.41,17.75198332,76.75077264
20100118,0.0,46.13,29.6,16.03,13.56,3.68,5.68,17.75198332,76.75077264
20100119,0.0,36.7,30.85,14.53,16.32,2.53,6.74,17.75198332,76.75077264
20100120,0.0,24.49,30.77,12.73,18.04,2.14,5.84,17.75198332,76.75077264
20100121,0.0,21.24,30.37,11.77,18.61,2.06,3.88,17.75198332,76.75077264
20100122,0.0,19.93,30.65,10.89,19.75,2.53,6.28,17.75198332,76.75077264
20100123,0.0,27.15,30.72,11.35,19.36,2.9,4.3,17.75198332,76.75077264
20100124,0.0,37.1,30.28,12.15,18.13,2.62,5.74,17.75198332,76.75077264
20100125,0.0,42.32,30.52,13.1,17.42,3.42,5.91,17.75198332,76.75077264
20100126,0.0,34.67,30.21,14.2,16.01,2.29,4.27,17.75198332,76.75077264
20100127,0.0,34.62,30.12,13.46,16.66,3.03,4.99,17.75198332,76.75077264
20100128,0.0,43.41,30.24,15.29,14.95,3.6,6.52,17.75198332,76.75077264
20100129,0.0,38.29,30.74,18.16,12.58,3.47,6.33,17.75198332,76.75077264
20100130,0.0,30.95,31.61,16.8,14.81,3.68,3.4,17.75198332,76.75077264
20100131,0.0,26.49,32.41,15.28,17.13,4.05,6.79,17.75198332,76.75077264
20100201,0.0,31.07,32.4,15.01,17.39,2.59,3.47,17.75198332,76.75077264
20100202,0.0,40.5,31.98,16.01,15.97,3.81,3.01,17.75198332,76.75077264
20100203,0.0,40.66,32.22,16.83,15.39,4.13,3.5,17.75198332,76.75077264
20100204,0.0,35.65,32.42,15.97,16.45,3.4,3.98,17.75198332,76.75077264
20100205,0.0,35.9,32.65,15.84,16.82,3.67,5.54,17.75198332,76.75077264
20100206,0.0,38.81,32.29,15.51,16.77,2.5,4.68,17.75198332,76.75077264
20100207,0.0,35.11,32.63,16.73,15.9,1.78,2.57,17.75198332,76.75077264
20100208,0.0,34.41,33.83,16.17,17.66,1.11,3.69,17.75198332,76.75077264
20100209,0.0,33.25,33.61,16.62,16.99,2.06,2.76,17.75198332,76.75077264
20100210,0.0,32.51,33.64,17.63,16.01,3.07,2.82,17.75198332,76.75077264
20100211,0.02,36.97,33.43,20.76,12.68,3.97,2.67,17.75198332,76.75077264
20100212,0.0,38.35,34.77,20.55,14.22,4.43,5.02,17.75198332,76.75077264
20100213,0.23,35.21,35.62,21.12,14.51,4.98,5.19,17.75198332,76.75077264
20100214,0.49,33.53,36.08,22.11,13.98,4.3,4.1,17.75198332,76.75077264
20100215,0.96,33.1,36.05,23.0,13.05,5.77,6.66,17.75198332,76.75077264
20100216,0.04,31.49,36.23,22.87,13.36,3.86,3.05,17.75198332,76.75077264
20100217,0.03,33.19,36.63,21.68,14.95,2.41,3.92,17.75198332,76.75077264
20100218,0.0,31.8,36.78,23.62,13.16,2.51,4.31,17.75198332,76.75077264
20100219,0.0,30.84,35.29,25.08,10.21,3.4,3.75,17.75198332,76.75077264
20100220,0.65,32.14,37.23,22.97,14.26,5.38,5.77,17.75198332,76.75077264
20100221,0.01,30.31,37.05,24.25,12.8,4.75,4.76,17.75198332,76.75077264
20100222,0.48,31.32,37.57,22.78,14.79,4.65,4.64,17.75198332,76.75077264
20100223,1.21,31.54,37.15,23.67,13.47,5.08,6.37,17.75198332,76.75077264
20100224,0.02,19.42,36.24,19.05,17.18,3.31,5.52,17.75198332,76.75077264
20100225,0.0,19.34,36.49,15.82,20.67,4.39,7.51,17.75198332,76.75077264
20100226,0.0,16.65,37.07,16.04,21.03,3.33,6.8,17.75198332,76.75077264
20100227,0.0,23.93,37.19,19.09,18.1,2.07,4.66,17.75198332,76.75077264
20100228,0.0,18.68,37.85,19.75,18.1,3.39,7.26,17.75198332,76.75077264
20100301,0.0,20.73,37.56,18.71,18.85,2.84,4.35,17.75198332,76.75077264
20100302,0.0,26.22,37.08,19.75,17.33,3.51,3.22,17.75198332,76.75077264
20100303,0.0,25.57,38.46,23.37,15.09,2.85,4.63,17.75198332,76.75077264
20100304,0.0,20.87,38.05,20.93,17.13,3.93,6.7,17.75198332,76.75077264
20100305,0.0,22.04,37.89,21.29,16.6,4.23,6.59,17.75198332,76.75077264
20100306,0.0,26.92,38.37,21.13,17.24,2.8,6.32,17.75198332,76.75077264
20100307,0.0,24.39,38.05,21.47,16.58,4.06,5.11,17.75198332,76.75077264
20100308,0.0,20.25,39.07,20.35,18.73,3.82,6.66,17.75198332,76.75077264
20100309,0.0,26.59,39.24,22.32,16.92,3.05,4.96,17.75198332,76.75077264
20100310,0.1,29.21,38.96,23.66,15.3,3.39,4.45,17.75198332,76.75077264
20100311,0.01,32.31,37.67,25.14,12.53,2.14,3.66,17.75198332,76.75077264
20100312,0.38,27.37,38.73,23.5,15.23,2.43,3.39,17.75198332,76.75077264
20100313,0.0,25.56,38.65,25.35,13.3,2.15,4.32,17.75198332,76.75077264
20100314,0.22,22.3,38.12,26.12,12.0,1.53,3.38,17.75198332,76.75077264
20100315,0.08,15.45,39.2,21.52,17.68,2.17,4.66,17.75198332,76.75077264
20100316,0.0,13.3,38.98,20.11,18.88,3.22,6.62,17.75198332,76.75077264
20100317,0.0,25.01,38.98,23.25,15.73,3.46,3.66,17.75198332,76.75077264
20100318,0.0,24.54,37.58,23.43,14.15,2.63,4.23,17.75198332,76.75077264
20100319,0.0,23.25,38.97,22.64,16.33,2.4,4.85,17.75198332,76.75077264
20100320,0.0,20.86,39.69,22.95,16.75,1.82,5.33,17.75198332,76.75077264
20100321,0.0,17.59,40.79,22.29,18.5,1.88,5.07,17.75198332,76.75077264
20100322,0.0,16.79,40.35,21.61,18.74,2.62,4.63,17.75198332,76.75077264
20100323,0.0,15.97,40.79,21.33,19.47,1.51,4.76,17.75198332,76.75077264
20100324,0.0,17.21,40.86,21.69,19.18,3.03,4.09,17.75198332,76.75077264
20100325,0.0,17.9,40.0,22.31,17.68,3.36,5.62,17.75198332,76.75077264
20100326,0.0,21.1,40.63,23.15,17.48,2.9,5.52,17.75198332,76.75077264
20100327,0.0,24.52,39.4,23.5,15.9,2.62,4.67,17.75198332,76.75077264
20100328,0.0,31.25,39.34,24.7,14.64,2.8,4.59,17.75198332,76.75077264
20100329,0.0,26.9,40.34,25.8,14.54,4.42,7.1,17.75198332,76.75077264
20100330,0.0,23.81,39.66,28.01,11.65,3.64,6.45,17.75198332,76.75077264
20100331,0.0,15.3,40.28,23.45,16.82,3.7,6.85,17.75198332,76.75077264
20100401,0.0,18.49,40.05,21.13,18.91,2.57,4.14,17.75198332,76.75077264
20100402,0.0,20.33,40.88,21.29,19.59,4.28,7.44,17.75198332,76.75077264
20100403,0.0,17.37,40.43,22.43,18.0,5.09,6.78,17.75198332,76.75077264
20100404,0.0,21.41,40.44,23.08,17.36,2.36,4.7,17.75198332,76.75077264
20100405,0.0,22.68,39.82,25.39,14.43,3.31,6.01,17.75198332,76.75077264
20100406,0.0,21.02,40.75,26.61,14.14,2.24,3.93,17.75198332,76.75077264
20100407,0.0,24.62,40.43,25.59,14.84,2.42,4.87,17.75198332,76.75077264
20100408,0.0,29.11,37.21,26.53,10.69,4.33,4.34,17.75198332,76.75077264
20100409,0.0,28.61,37.89,28.49,9.4,2.95,5.34,17.75198332,76.75077264
20100410,0.0,21.81,39.07,26.28,12.78,3.26,5.0,17.75198332,76.75077264
20100411,0.0,21.01,42.27,26.15,16.12,3.96,5.22,17.75198332,76.75077264
20100412,0.02,16.7,40.67,28.19,12.48,4.77,5.42,17.75198332,76.75077264
20100413,0.01,20.23,39.83,27.25,12.58,2.18,4.65,17.75198332,76.75077264
20100414,0.0,17.01,42.04,26.3,15.74,1.48,3.58,17.75198332,76.75077264
20100415,0.68,24.41,42.9,27.48,15.41,5.13,7.32,17.75198332,76.75077264
20100416,0.12,26.66,42.67,26.52,16.15,3.93,6.32,17.75198332,76.75077264
20100417,0.01,26.42,41.65,28.91,12.74,4.95,6.52,17.75198332,76.75077264
20100418,0.0,24.26,43.27,28.18,15.09,4.1,6.46,17.75198332,76.75077264
20100419,0.0,21.52,41.55,29.33,12.22,3.99,5.11,17.75198332,76.75077264
20100420,0.0,20.11,42.79,25.75,17.04,4.19,5.54,17.75198332,76.75077264
20100421,0.0,19.69,42.26,26.79,15.47,4.43,5.23,17.75198332,76.75077264
20100422,0.0,21.6,42.17,27.89,14.28,3.16,3.18,17.75198332,76.75077264
20100423,0.0,20.92,41.87,28.29,13.58,4.16,5.06,17.75198332,76.75077264
20100424,0.01,28.15,40.75,27.58,13.18,3.58,5.29,17.75198332,76.75077264
20100425,0.0,17.88,42.1,26.05,16.04,2.53,2.37,17.75198332,76.75077264
20100426,0.08,21.27,42.08,27.65,14.43,4.41,7.05,17.75198332,76.75077264
20100427,0.0,25.52,41.77,26.72,15.05,4.92,7.03,17.75198332,76.75077264
20100428,0.03,28.52,41.08,29.61,11.47,6.05,7.64,17.75198332,76.75077264
20100429,4.51,33.94,38.13,27.8,10.33,5.25,6.44,17.75198332,76.75077264
20100430,4.05,52.65,31.28,24.52,6.76,3.68,5.83,17.75198332,76.75077264
20100501,0.33,53.09,31.57,23.32,8.25,2.78,3.87,17.75198332,76.75077264
20100502,3.25,47.38,34.16,22.35,11.81,1.83,2.47,17.75198332,76.75077264
20100503,0.2,41.31,37.45,24.75,12.7,1.42,2.74,17.75198332,76.75077264
20100504,0.07,37.78,38.83,25.1,13.73,2.64,2.75,17.75198332,76.75077264
20100505,0.0,31.57,40.04,25.67,14.37,2.29,3.55,17.75198332,76.75077264
20100506,0.0,25.88,41.8,26.81,15.0,2.74,2.12,17.75198332,76.75077264
