Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,69.32,28.7,18.34,10.35,3.37,3.09,12.75198332,77.25077264
20100102,0.0,61.16,29.72,16.52,13.21,1.94,4.09,12.75198332,77.25077264
20100103,0.0,64.95,27.81,15.76,12.04,1.68,1.86,12.75198332,77.25077264
20100104,0.0,55.98,30.47,14.36,16.11,3.49,4.67,12.75198332,77.25077264
20100105,0.0,55.26,31.01,14.4,16.61,4.07,7.53,12.75198332,77.25077264
20100106,0.0,61.03,29.74,14.67,15.08,3.92,6.02,12.75198332,77.25077264
20100107,0.0,63.41,29.57,15.79,13.78,2.26,4.32,12.75198332,77.25077264
20100108,0.02,62.88,30.74,15.46,15.28,1.65,2.68,12.75198332,77.25077264
20100109,0.1,70.75,30.29,18.83,11.46,1.44,0.93,12.75198332,77.25077264
20100110,1.62,69.14,30.44,19.56,10.88,2.64,2.27,12.75198332,77.25077264
20100111,0.18,67.44,31.05,19.05,12.01,2.99,2.29,12.75198332,77.25077264
20100112,0.06,66.6,31.54,19.06,12.49,1.31,3.14,12.75198332,77.25077264
20100113,1.01,70.61,30.42,20.36,10.06,2.86,4.01,12.75198332,77.25077264
20100114,0.1,64.54,30.74,19.82,10.92,2.37,3.44,12.75198332,77.25077264
20100115,0.0,61.99,30.9,18.4,12.51,3.72,3.15,12.75198332,77.25077264
20100116,0.0,59.07,29.4,16.01,13.39,3.47,2.76,12.75198332,77.25077264
20100117,0.0,55.6,31.24,15.75,15.5,2.07,2.2,12.75198332,77.25077264
20100118,0.0,60.26,30.69,16.71,13.98,2.0,3.64,12.75198332,77.25077264
20100119,0.0,60.34,30.51,17.99,12.52,2.77,4.1,12.75198332,77.25077264
20100120,0.0,55.3,30.54,17.85,12.68,3.03,5.11,12.75198332,77.25077264
20100121,0.0,48.11,30.38,15.58,14.8,2.3,4.32,12.75198332,77.25077264
20100122,0.0,47.85,30.42,13.22,17.21,2.09,5.0,12.75198332,77.25077264
20100123,0.0,48.21,30.03,13.18,16.85,2.61,4.31,12.75198332,77.25077264
20100124,0.0,50.85,30.26,13.63,16.63,2.23,5.34,12.75198332,77.25077264
20100125,0.0,55.39,30.2,15.38,14.82,2.14,4.29,12.75198332,77.25077264
20100126,0.0,55.8,30.47,16.04,14.43,3.1,5.03,12.75198332,77.25077264
20100127,0.0,57.07,30.82,16.99,13.84,4.05,6.04,12.75198332,77.25077264
20100128,0.0,56.88,30.89,17.75,13.14,2.07,2.75,12.75198332,77.25077264
20100129,0.0,52.43,31.81,16.71,15.09,3.69,4.79,12.75198332,77.25077264
