,PRECTOT,RH2M,T2M,WS2M
20100101,0.0,22.28,4.63,1.19
20100102,0.0,23.57,4.54,1.26
20100103,1.36,53.6,1.72,0.92
20100104,0.02,43.13,3.52,1.15
20100105,0.0,27.11,5.54,1.36
20100106,0.0,22.71,5.47,1.4
20100107,0.0,22.81,4.96,1.34
20100108,0.0,23.61,3.75,1.3
20100109,0.0,26.27,3.82,1.15
20100110,0.0,24.56,3.72,1.09
20100111,0.0,22.52,3.39,1.38
20100112,0.0,23.03,3.33,1.14
20100113,0.0,23.26,3.75,1.37
20100114,0.0,22.39,3.92,1.28
20100115,0.0,23.35,5.35,1.46
20100116,0.0,24.52,5.84,1.25
20100117,0.0,26.06,6.67,1.04
20100118,0.0,26.77,4.74,1.38
20100119,0.0,28.14,4.08,1.51
20100120,0.0,32.62,4.78,1.29
20100121,0.0,33.02,5.75,1.29
20100122,0.06,45.94,3.56,1.08
20100123,0.0,45.64,4.28,1.22
20100124,0.0,38.5,5.4,1.35
20100125,0.0,38.1,5.37,1.22
20100126,0.0,32.1,4.75,1.2
20100127,0.1,30.75,5.28,1.27
20100128,3.95,49.42,2.91,1.42
20100129,22.21,88.01,-0.07,1.21
20100130,0.0,48.37,0.37,1.28
20100131,0.0,43.72,2.47,1.38
20100201,0.0,47.9,2.31,1.27
20100202,0.0,43.46,2.36,1.24
20100203,0.0,41.45,2.41,1.24
20100204,0.0,46.0,3.86,1.17
20100205,8.42,71.67,2.77,1.23
20100206,10.72,92.11,1.99,1.01
20100207,19.82,94.98,1.3,0.86
20100208,56.05,97.26,-0.03,1.87
20100209,13.7,88.14,-2.17,1.47
20100210,0.12,70.22,-5.06,1.75
20100211,0.01,81.27,-1.62,1.37
20100212,0.55,82.08,0.51,1.15
20100213,0.01,72.86,0.02,1.08
20100214,1.37,76.38,-0.84,1.31
20100215,15.67,84.14,-0.85,1.57
20100216,3.06,78.65,0.56,1.15
20100217,0.03,67.29,-2.15,1.52
20100218,0.0,57.21,-1.55,1.86
20100219,0.0,57.67,0.38,1.45
20100220,0.0,60.84,1.27,1.6
20100221,0.0,62.57,3.15,1.59
20100222,0.0,60.76,4.61,1.11
20100223,2.7,70.15,5.23,1.09
20100224,5.21,78.72,4.94,1.13
20100225,10.25,83.02,3.74,1.13
20100226,12.77,91.41,3.75,1.14
20100227,2.39,75.05,6.7,0.95
20100228,8.28,83.81,6.79,1.38
20100301,14.05,94.05,6.08,1.86
20100302,0.0,56.82,5.8,1.22
20100303,2.41,64.2,5.22,1.21
20100304,2.55,85.15,4.47,1.49
20100305,0.0,64.8,5.6,1.13
20100306,6.57,71.25,3.61,1.56
20100307,0.16,63.54,6.52,1.26
20100308,0.0,53.05,8.29,1.29
20100309,0.06,49.54,7.77,1.35
20100310,0.05,50.43,8.57,1.37
20100311,0.0,51.46,9.65,1.38
20100312,0.0,60.61,9.62,1.56
20100313,0.0,65.77,9.41,1.42
20100314,0.0,53.16,11.04,1.37
20100315,0.0,43.69,12.19,1.4
20100316,0.0,46.72,12.56,1.45
20100317,0.0,51.69,11.96,1.59
20100318,0.0,51.61,13.03,1.54
20100319,0.0,47.15,15.08,1.6
20100320,0.0,48.66,15.43,1.52
20100321,2.33,53.3,15.21,1.56
20100322,3.48,53.22,14.7,1.7
20100323,0.7,49.22,13.99,1.7
20100324,0.0,44.33,14.23,1.32
20100325,0.0,46.39,14.75,1.3
20100326,2.09,48.02,14.53,1.8
20100327,5.2,55.96,12.62,1.4
20100328,0.0,52.89,13.65,1.48
20100329,13.19,57.33,13.57,1.35
20100330,1.59,51.16,13.23,1.12
20100331,0.07,48.32,12.3,1.35
20100401,0.13,43.04,11.84,1.44
20100402,0.69,48.2,11.62,1.41
20100403,3.92,53.46,11.82,1.53
20100404,2.27,54.51,12.25,1.5
20100405,0.05,48.3,12.33,1.45
20100406,0.0,37.59,13.93,1.46
20100407,0.0,35.78,15.58,1.63
20100408,0.0,40.28,15.92,1.64
20100409,0.0,45.66,16.32,1.64
20100410,0.0,44.31,16.84,1.44
20100411,1.92,59.42,15.52,1.1
20100412,3.46,61.05,14.66,1.41
20100413,0.08,37.33,15.86,1.58
20100414,0.0,32.43,17.43,1.47
20100415,0.0,36.19,18.08,1.51
20100416,0.01,41.77,19.23,1.58
20100417,0.28,49.13,19.07,1.67
20100418,8.58,63.7,17.22,1.89
20100419,3.5,51.87,17.39,1.45
20100420,2.97,43.64,17.45,1.72
20100421,11.4,56.82,14.21,1.75
20100422,1.23,55.12,12.87,1.74
20100423,0.09,46.44,13.77,1.42
20100424,0.0,39.67,15.64,1.44
20100425,0.0,36.28,16.82,1.62
20100426,0.02,41.32,17.46,1.57
20100427,9.84,57.12,17.45,1.3
20100428,14.27,59.88,16.34,1.24
20100429,0.32,50.04,17.63,1.36
20100430,1.11,49.2,17.28,1.47
20100501,2.28,50.6,16.82,0.76
20100502,0.0,41.72,18.79,1.71
20100503,0.0,40.85,20.0,1.79
20100504,0.7,48.43,19.81,1.32
20100505,14.73,73.67,14.74,1.25
20100506,7.27,70.06,15.59,1.45
20100507,7.67,71.31,15.01,1.59
20100508,2.24,58.6,15.56,1.37
20100509,0.63,52.25,17.03,1.44
20100510,6.41,56.25,16.35,1.29
20100511,0.0,48.28,17.52,1.1
20100512,2.79,43.03,18.42,1.56
20100513,3.19,49.71,17.02,1.54
20100514,1.9,47.42,17.54,1.22
20100515,0.02,41.44,18.62,1.45
20100516,0.05,43.74,19.52,1.66
20100517,3.66,66.78,16.06,1.34
20100518,7.88,60.93,16.84,1.64
20100519,0.09,46.25,17.01,1.36
20100520,0.0,37.03,18.78,1.59
20100521,0.0,30.1,21.17,1.47
20100522,0.58,36.26,21.1,1.82
20100523,3.13,45.31,19.81,2.24
20100524,0.02,32.76,21.44,1.96
20100525,0.0,21.31,22.83,1.56
20100526,0.0,22.78,23.22,1.56
20100527,0.22,29.17,23.55,2.45
20100528,20.65,51.7,18.1,1.64
