Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,44.22,29.3,11.23,18.07,1.6,4.54,19.25198332,77.75077264
20100102,0.0,39.02,29.68,11.61,18.07,1.76,3.96,19.25198332,77.75077264
20100103,0.0,36.85,31.19,12.34,18.86,2.5,5.48,19.25198332,77.75077264
20100104,0.0,44.01,30.7,15.12,15.59,3.96,5.12,19.25198332,77.75077264
20100105,0.0,48.42,30.45,13.84,16.61,1.14,4.53,19.25198332,77.75077264
20100106,0.0,38.06,29.65,12.09,17.56,1.92,4.31,19.25198332,77.75077264
20100107,0.0,31.74,29.19,11.25,17.94,2.17,4.33,19.25198332,77.75077264
20100108,0.0,36.94,29.89,12.33,17.56,2.38,6.04,19.25198332,77.75077264
20100109,0.0,36.2,31.2,13.55,17.65,2.8,5.1,19.25198332,77.75077264
20100110,0.0,54.34,31.41,16.89,14.52,2.22,4.03,19.25198332,77.75077264
20100111,0.88,57.73,32.69,18.33,14.36,2.6,3.15,19.25198332,77.75077264
20100112,9.0,79.08,29.25,20.78,8.48,4.64,5.32,19.25198332,77.75077264
20100113,4.28,68.31,29.36,17.65,11.71,2.03,4.86,19.25198332,77.75077264
20100114,0.02,54.07,29.52,13.43,16.09,2.3,4.38,19.25198332,77.75077264
20100115,0.0,49.77,29.6,12.5,17.1,1.98,5.11,19.25198332,77.75077264
20100116,0.0,45.65,29.13,11.94,17.19,1.67,4.16,19.25198332,77.75077264
20100117,0.0,47.12,27.87,13.19,14.68,1.08,3.49,19.25198332,77.75077264
20100118,0.0,40.47,29.46,12.51,16.95,1.6,3.93,19.25198332,77.75077264
20100119,0.0,32.96,30.37,12.49,17.89,1.08,4.07,19.25198332,77.75077264
20100120,0.0,26.61,29.9,10.94,18.96,1.96,3.21,19.25198332,77.75077264
20100121,0.0,24.27,29.8,10.21,19.59,2.01,3.66,19.25198332,77.75077264
20100122,0.0,23.3,30.25,11.03,19.22,1.89,5.36,19.25198332,77.75077264
20100123,0.0,23.39,30.32,10.42,19.9,1.99,3.61,19.25198332,77.75077264
20100124,0.0,23.82,30.68,11.07,19.6,2.73,6.34,19.25198332,77.75077264
20100125,0.0,35.44,30.98,12.55,18.42,2.49,6.67,19.25198332,77.75077264
20100126,0.0,26.69,30.33,12.91,17.43,1.48,4.21,19.25198332,77.75077264
20100127,0.0,25.79,30.11,12.55,17.56,1.9,4.22,19.25198332,77.75077264
20100128,0.0,27.52,30.57,12.55,18.03,2.14,6.02,19.25198332,77.75077264
20100129,0.0,27.63,31.04,14.92,16.12,2.47,5.02,19.25198332,77.75077264
20100130,0.0,29.55,31.19,14.01,17.18,2.99,2.79,19.25198332,77.75077264
20100131,0.0,26.82,32.16,15.24,16.91,1.9,5.64,19.25198332,77.75077264
20100201,0.0,26.72,32.98,15.19,17.79,3.52,5.92,19.25198332,77.75077264
20100202,0.0,37.24,33.03,15.61,17.42,2.49,3.23,19.25198332,77.75077264
20100203,0.0,38.28,32.99,17.97,15.02,3.85,3.52,19.25198332,77.75077264
20100204,0.01,33.99,33.23,18.76,14.47,2.44,3.72,19.25198332,77.75077264
20100205,0.0,36.3,32.92,17.49,15.43,3.15,6.56,19.25198332,77.75077264
20100206,0.0,36.33,32.58,17.35,15.23,2.51,4.12,19.25198332,77.75077264
20100207,0.0,28.08,33.36,16.58,16.78,1.12,2.44,19.25198332,77.75077264
20100208,0.0,22.97,34.62,17.43,17.19,1.86,4.13,19.25198332,77.75077264
20100209,0.0,31.09,34.55,17.39,17.16,3.36,6.57,19.25198332,77.75077264
20100210,0.0,30.24,34.03,19.11,14.92,3.12,6.56,19.25198332,77.75077264
20100211,0.01,29.67,34.34,21.19,13.15,2.66,3.41,19.25198332,77.75077264
20100212,0.0,33.48,35.94,21.18,14.77,3.67,5.52,19.25198332,77.75077264
20100213,0.01,31.8,36.54,23.0,13.55,4.69,5.12,19.25198332,77.75077264
20100214,0.92,31.75,36.88,24.05,12.83,4.99,5.34,19.25198332,77.75077264
20100215,4.1,38.07,33.56,23.64,9.93,4.55,4.72,19.25198332,77.75077264
20100216,0.26,39.03,36.71,22.14,14.57,3.89,3.43,19.25198332,77.75077264
20100217,0.09,40.65,36.0,22.49,13.5,3.09,5.9,19.25198332,77.75077264
20100218,0.0,30.33,35.31,20.21,15.1,3.04,5.35,19.25198332,77.75077264
20100219,0.0,35.48,35.59,23.88,11.71,3.37,3.83,19.25198332,77.75077264
20100220,3.08,36.23,36.48,23.79,12.68,4.12,6.58,19.25198332,77.75077264
20100221,0.0,36.95,36.43,21.88,14.54,3.44,5.87,19.25198332,77.75077264
20100222,2.03,37.86,36.0,21.85,14.14,3.95,6.84,19.25198332,77.75077264
20100223,5.29,39.44,36.28,22.2,14.08,3.49,4.68,19.25198332,77.75077264
20100224,0.16,30.83,34.51,16.6,17.91,2.99,5.86,19.25198332,77.75077264
20100225,0.0,28.67,35.07,15.63,19.44,2.66,4.76,19.25198332,77.75077264
20100226,0.0,27.02,36.13,17.41,18.71,2.98,4.95,19.25198332,77.75077264
20100227,0.0,21.95,36.35,17.52,18.83,2.84,3.15,19.25198332,77.75077264
20100228,0.0,17.59,37.77,21.73,16.04,1.8,3.44,19.25198332,77.75077264
20100301,0.0,18.35,38.16,19.58,18.58,2.44,4.88,19.25198332,77.75077264
20100302,0.0,22.19,38.18,19.74,18.44,3.37,4.88,19.25198332,77.75077264
20100303,0.0,24.25,39.02,23.96,15.07,2.76,5.17,19.25198332,77.75077264
20100304,0.0,20.15,38.68,20.94,17.75,4.66,8.15,19.25198332,77.75077264
20100305,0.0,23.11,38.13,20.74,17.4,3.91,6.79,19.25198332,77.75077264
20100306,0.0,25.2,38.63,21.0,17.63,2.9,5.94,19.25198332,77.75077264
20100307,0.0,25.5,37.89,21.77,16.12,3.5,4.23,19.25198332,77.75077264
20100308,0.0,17.95,39.31,19.79,19.52,3.09,7.14,19.25198332,77.75077264
20100309,0.0,18.33,39.65,20.3,19.35,1.97,5.77,19.25198332,77.75077264
20100310,1.63,26.81,39.34,24.45,14.89,1.77,5.36,19.25198332,77.75077264
20100311,0.22,28.92,37.19,26.33,10.87,5.9,7.4,19.25198332,77.75077264
20100312,0.78,29.7,38.48,22.71,15.78,2.88,5.99,19.25198332,77.75077264
20100313,0.0,35.57,37.28,25.84,11.44,3.98,4.41,19.25198332,77.75077264
20100314,0.03,21.8,39.54,24.86,14.69,3.24,3.0,19.25198332,77.75077264
20100315,0.0,13.13,39.65,19.64,20.02,1.79,3.75,19.25198332,77.75077264
20100316,0.0,13.18,40.19,20.95,19.23,2.13,4.11,19.25198332,77.75077264
20100317,0.0,21.85,40.28,22.18,18.1,1.05,4.41,19.25198332,77.75077264
20100318,0.0,23.13,39.76,22.58,17.18,1.42,3.57,19.25198332,77.75077264
20100319,0.0,22.22,40.37,23.04,17.33,2.23,4.97,19.25198332,77.75077264
20100320,0.0,19.87,40.99,23.99,17.0,1.56,4.09,19.25198332,77.75077264
20100321,0.0,15.31,41.94,26.57,15.37,2.59,3.67,19.25198332,77.75077264
20100322,0.0,12.5,42.43,23.85,18.58,2.08,2.47,19.25198332,77.75077264
20100323,0.0,12.62,42.14,23.1,19.03,2.96,3.96,19.25198332,77.75077264
20100324,0.0,15.02,42.02,23.09,18.93,2.89,4.09,19.25198332,77.75077264
20100325,0.0,16.72,40.97,23.84,17.13,2.19,3.71,19.25198332,77.75077264
20100326,0.0,18.99,41.52,24.78,16.74,2.97,3.43,19.25198332,77.75077264
20100327,0.0,20.77,40.83,25.72,15.11,2.14,2.99,19.25198332,77.75077264
20100328,0.0,24.35,40.83,26.33,14.51,2.68,3.94,19.25198332,77.75077264
20100329,0.0,29.08,38.91,28.94,9.97,3.31,2.69,19.25198332,77.75077264
20100330,0.0,22.69,40.84,26.53,14.31,3.34,5.42,19.25198332,77.75077264
20100331,0.0,14.55,41.01,22.67,18.33,2.69,5.81,19.25198332,77.75077264
20100401,0.0,15.9,40.67,22.26,18.41,2.45,5.72,19.25198332,77.75077264
20100402,0.0,19.6,41.21,21.75,19.46,2.68,6.17,19.25198332,77.75077264
20100403,0.0,17.67,40.84,23.48,17.36,4.33,5.86,19.25198332,77.75077264
20100404,0.0,11.19,41.65,22.13,19.52,4.29,6.46,19.25198332,77.75077264
20100405,0.0,12.1,41.51,22.94,18.57,1.19,2.24,19.25198332,77.75077264
20100406,0.0,11.54,42.87,24.21,18.66,1.94,4.42,19.25198332,77.75077264
20100407,0.0,15.06,43.33,26.38,16.95,2.67,5.76,19.25198332,77.75077264
20100408,0.0,22.07,42.54,27.53,15.01,4.24,6.18,19.25198332,77.75077264
20100409,0.0,24.14,39.66,29.45,10.22,2.05,4.63,19.25198332,77.75077264
20100410,0.0,18.38,41.98,27.49,14.48,3.52,4.77,19.25198332,77.75077264
20100411,0.0,18.24,42.94,27.43,15.51,4.19,5.03,19.25198332,77.75077264
20100412,0.0,13.47,43.73,26.85,16.87,2.45,5.18,19.25198332,77.75077264
20100413,0.0,14.78,40.75,27.46,13.29,2.59,3.03,19.25198332,77.75077264
20100414,0.0,13.77,42.7,26.87,15.83,2.09,5.02,19.25198332,77.75077264
20100415,0.03,16.93,43.98,28.18,15.8,2.53,5.03,19.25198332,77.75077264
20100416,0.0,23.26,44.3,28.15,16.15,5.0,7.55,19.25198332,77.75077264
20100417,0.0,23.4,44.05,30.39,13.66,5.92,6.41,19.25198332,77.75077264
20100418,0.0,19.22,44.77,27.86,16.91,2.84,6.08,19.25198332,77.75077264
20100419,0.0,18.84,43.85,28.75,15.1,3.98,4.29,19.25198332,77.75077264
20100420,0.0,18.13,43.82,26.75,17.07,4.3,5.26,19.25198332,77.75077264
