,PRECTOT,RH2M,T2M,WS2M
20100101,0.0,36.03,-10.73,1.2
20100102,0.0,39.62,-10.39,1.32
20100103,1.97,65.25,-10.34,1.05
20100104,0.28,62.14,-10.21,0.74
20100105,0.0,44.85,-10.22,0.96
20100106,0.0,42.88,-10.04,1.33
20100107,0.0,39.13,-10.65,1.77
20100108,0.0,41.26,-11.9,1.57
20100109,0.0,52.38,-12.08,1.54
20100110,0.0,52.88,-12.69,1.44
20100111,0.0,45.52,-12.43,1.6
20100112,0.0,37.62,-11.35,0.99
20100113,0.0,35.0,-10.94,0.82
20100114,0.0,39.87,-10.5,1.17
20100115,0.0,47.19,-9.41,1.47
20100116,0.0,45.68,-8.1,1.3
20100117,0.0,60.06,-7.59,1.42
20100118,0.0,59.05,-9.09,1.63
20100119,0.0,54.52,-9.48,1.52
20100120,0.0,68.49,-9.05,1.33
20100121,0.0,64.44,-8.76,0.97
20100122,0.0,65.97,-8.77,1.31
20100123,0.0,67.57,-8.65,0.97
20100124,0.0,68.31,-9.02,1.31
20100125,0.0,62.23,-8.64,0.9
20100126,0.0,58.9,-9.4,1.3
20100127,0.1,65.15,-8.74,1.4
20100128,1.9,68.38,-9.09,2.31
20100129,12.5,80.31,-9.83,1.65
20100130,0.1,65.77,-13.36,1.04
20100131,0.0,67.76,-12.08,1.38
20100201,0.0,70.25,-11.42,1.44
20100202,0.0,64.92,-12.43,1.03
20100203,0.0,66.15,-13.39,1.31
20100204,0.02,70.74,-11.81,1.41
20100205,5.35,78.67,-9.73,1.68
20100206,10.04,84.44,-7.37,1.83
20100207,11.45,84.64,-8.01,1.97
20100208,26.81,85.04,-7.86,3.02
20100209,14.91,78.34,-12.11,3.24
20100210,0.32,69.45,-16.08,1.39
20100211,0.06,82.88,-12.67,1.64
20100212,0.37,81.03,-11.08,2.5
20100213,0.09,79.39,-12.23,2.0
20100214,1.36,79.02,-13.52,2.08
20100215,6.58,80.11,-13.06,1.82
20100216,1.83,81.45,-12.28,1.62
20100217,0.05,71.48,-15.39,0.9
20100218,0.0,72.42,-16.14,1.38
20100219,0.0,77.35,-13.16,1.31
20100220,0.0,80.22,-11.65,1.29
20100221,0.0,79.34,-8.92,1.3
20100222,0.0,77.79,-8.24,1.5
20100223,1.21,80.95,-7.41,1.09
20100224,1.75,83.01,-8.24,1.42
20100225,4.55,87.84,-8.59,1.78
20100226,6.89,88.08,-6.74,1.9
20100227,3.21,81.49,-5.68,1.59
20100228,4.74,85.57,-4.79,2.22
20100301,11.43,86.29,-5.04,3.45
20100302,0.02,68.06,-9.55,0.97
20100303,1.42,77.76,-9.04,1.75
20100304,3.32,80.07,-7.65,2.12
20100305,0.02,77.44,-9.41,1.3
20100306,6.39,80.65,-10.72,1.42
20100307,0.19,73.19,-7.31,0.96
20100308,0.0,67.18,-8.58,0.84
20100309,0.0,66.19,-9.37,1.25
20100310,0.0,60.55,-7.94,0.98
20100311,0.0,63.96,-6.13,1.22
20100312,0.0,80.21,-5.01,1.73
20100313,0.0,85.29,-4.16,1.43
