,PRECTOT,RH2M,T2M,WS2M
20100101,0.0,45.02,14.97,1.53
20100102,0.0,46.17,16.26,1.67
20100103,0.4,54.94,18.48,2.14
20100104,0.21,60.79,17.04,1.91
20100105,0.0,46.84,15.06,1.51
20100106,0.0,44.39,14.81,1.41
20100107,0.0,46.96,14.58,1.74
20100108,0.0,46.18,16.18,1.42
20100109,0.0,45.26,17.91,1.14
20100110,0.0,43.51,19.59,1.08
20100111,0.15,55.46,19.54,1.1
20100112,4.41,71.54,18.61,2.96
20100113,0.01,61.24,17.22,2.48
20100114,0.0,60.59,14.1,1.73
20100115,0.0,49.72,14.7,1.4
20100116,0.0,45.52,15.55,1.33
20100117,0.0,43.84,15.15,1.59
20100118,0.0,38.31,15.32,1.7
20100119,0.0,32.26,16.4,1.37
20100120,0.0,31.6,17.16,1.54
20100121,0.0,28.41,18.14,1.12
20100122,0.0,28.53,18.85,1.18
20100123,0.0,32.3,17.73,1.65
20100124,0.0,33.71,18.23,1.67
20100125,0.0,30.9,19.83,0.95
20100126,0.0,37.73,18.66,1.18
20100127,0.0,38.44,18.58,1.51
20100128,0.0,36.33,18.77,1.39
20100129,0.0,36.34,19.88,1.33
20100130,0.0,35.37,21.21,0.66
20100131,0.0,36.23,19.82,1.64
20100201,0.0,28.27,19.34,1.42
20100202,0.0,37.61,19.24,1.26
20100203,0.64,39.86,19.59,2.03
20100204,0.02,41.86,19.74,1.93
20100205,0.0,43.12,20.63,1.37
20100206,0.0,37.06,21.41,1.42
20100207,0.0,32.38,22.25,1.74
20100208,0.0,34.66,23.62,2.72
20100209,0.11,41.31,23.31,2.89
20100210,0.27,25.13,19.75,1.8
20100211,6.29,62.48,16.0,2.15
20100212,0.24,62.63,21.17,1.93
20100213,0.0,57.61,20.47,1.75
20100214,0.0,49.84,20.85,1.61
20100215,0.0,33.75,20.86,1.77
20100216,0.0,30.82,19.99,1.71
20100217,0.0,27.53,18.5,2.05
20100218,0.0,16.09,17.87,1.65
20100219,0.0,14.83,19.65,1.62
20100220,0.0,16.25,21.26,1.7
20100221,0.0,18.48,23.2,1.39
20100222,0.33,34.74,23.13,2.8
20100223,0.03,31.67,23.54,2.12
20100224,0.0,26.89,21.65,1.46
20100225,0.0,26.68,22.55,1.24
20100226,0.0,23.23,23.76,1.38
20100227,0.0,19.58,24.69,1.58
20100228,0.0,16.11,25.11,2.13
20100301,0.0,14.1,26.29,1.84
20100302,0.0,19.36,26.03,2.21
20100303,0.0,22.04,27.31,2.9
20100304,0.0,25.65,26.47,3.12
