Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,44.69,23.93,7.26,16.67,1.32,4.33,22.25198332,78.75077264
20100102,0.0,45.45,25.35,6.29,19.06,2.18,5.03,22.25198332,78.75077264
20100103,0.0,51.14,28.07,10.03,18.04,2.23,4.96,22.25198332,78.75077264
20100104,0.03,57.05,24.55,10.66,13.89,2.46,2.47,22.25198332,78.75077264
20100105,0.0,53.97,23.93,8.42,15.51,1.41,1.97,22.25198332,78.75077264
20100106,0.0,43.51,24.4,8.74,15.66,2.31,5.69,22.25198332,78.75077264
20100107,0.0,44.17,24.86,6.07,18.79,2.44,6.0,22.25198332,78.75077264
20100108,0.0,42.11,25.72,8.45,17.28,2.11,3.84,22.25198332,78.75077264
20100109,0.0,46.61,26.69,9.59,17.1,1.95,3.34,22.25198332,78.75077264
20100110,0.0,51.13,27.71,11.37,16.34,1.67,4.24,22.25198332,78.75077264
20100111,0.75,55.0,28.39,11.95,16.44,2.07,5.48,22.25198332,78.75077264
20100112,11.24,72.28,23.83,13.49,10.34,1.98,2.19,22.25198332,78.75077264
20100113,1.68,73.8,25.18,11.46,13.72,2.85,2.59,22.25198332,78.75077264
20100114,0.0,59.4,23.66,8.79,14.86,1.99,4.3,22.25198332,78.75077264
20100115,0.0,51.16,25.2,6.92,18.28,3.26,6.1,22.25198332,78.75077264
20100116,0.0,48.49,25.39,7.46,17.92,1.96,4.35,22.25198332,78.75077264
20100117,0.0,47.13,24.96,7.87,17.09,2.96,6.09,22.25198332,78.75077264
20100118,0.0,40.79,26.16,6.99,19.17,2.69,6.1,22.25198332,78.75077264
20100119,0.0,34.85,26.22,7.48,18.74,1.41,4.23,22.25198332,78.75077264
20100120,0.0,34.15,26.77,7.47,19.3,2.17,4.59,22.25198332,78.75077264
20100121,0.0,33.41,26.43,8.18,18.25,2.11,4.55,22.25198332,78.75077264
20100122,0.0,33.61,26.58,8.24,18.34,2.78,4.75,22.25198332,78.75077264
20100123,0.0,32.95,27.08,7.78,19.3,2.32,4.75,22.25198332,78.75077264
20100124,0.0,31.94,27.05,10.42,16.63,1.5,2.44,22.25198332,78.75077264
20100125,0.0,34.8,27.22,11.53,15.68,2.76,5.39,22.25198332,78.75077264
20100126,0.0,39.05,26.69,8.91,17.78,1.96,4.81,22.25198332,78.75077264
20100127,0.0,36.67,26.67,8.77,17.9,2.72,5.06,22.25198332,78.75077264
20100128,0.0,38.67,26.42,9.35,17.07,2.25,3.83,22.25198332,78.75077264
20100129,0.0,39.92,26.92,9.79,17.13,2.68,4.41,22.25198332,78.75077264
20100130,0.0,37.3,27.7,14.72,12.98,2.68,3.18,22.25198332,78.75077264
20100131,0.0,37.78,27.86,13.49,14.38,3.71,4.52,22.25198332,78.75077264
20100201,0.0,40.21,27.96,12.42,15.54,3.14,3.47,22.25198332,78.75077264
20100202,0.11,43.1,27.69,14.44,13.26,3.23,3.61,22.25198332,78.75077264
20100203,0.19,49.87,27.2,13.37,13.83,2.67,4.19,22.25198332,78.75077264
20100204,0.16,60.72,22.2,14.86,7.34,3.36,5.0,22.25198332,78.75077264
20100205,0.02,52.03,25.49,13.98,11.51,2.93,4.66,22.25198332,78.75077264
20100206,0.0,35.39,29.71,12.93,16.78,2.51,4.82,22.25198332,78.75077264
20100207,0.0,26.55,30.9,11.87,19.03,2.98,4.92,22.25198332,78.75077264
20100208,0.0,26.11,31.4,14.67,16.73,3.33,5.76,22.25198332,78.75077264
20100209,0.09,35.55,30.77,15.03,15.75,3.0,4.1,22.25198332,78.75077264
20100210,0.99,50.86,27.75,17.57,10.18,1.56,3.65,22.25198332,78.75077264
20100211,2.19,50.43,28.34,16.36,11.98,3.76,3.59,22.25198332,78.75077264
20100212,0.05,47.02,30.99,17.89,13.1,4.99,5.31,22.25198332,78.75077264
20100213,0.0,47.81,31.75,14.68,17.06,2.96,5.57,22.25198332,78.75077264
20100214,0.0,47.53,31.07,15.27,15.8,2.15,3.5,22.25198332,78.75077264
20100215,0.4,35.93,33.13,17.22,15.91,4.18,4.82,22.25198332,78.75077264
20100216,1.21,38.29,29.91,18.41,11.5,3.81,4.34,22.25198332,78.75077264
20100217,0.0,29.4,30.39,14.11,16.28,4.68,5.2,22.25198332,78.75077264
20100218,0.0,24.72,31.41,11.06,20.35,2.44,4.69,22.25198332,78.75077264
20100219,0.0,19.14,32.17,13.51,18.66,3.28,5.69,22.25198332,78.75077264
20100220,0.0,22.39,33.05,13.67,19.38,3.21,7.0,22.25198332,78.75077264
20100221,0.0,20.08,32.92,13.82,19.1,3.17,6.13,22.25198332,78.75077264
20100222,0.27,27.75,30.66,16.64,14.01,4.22,4.82,22.25198332,78.75077264
20100223,0.02,35.57,32.69,17.86,14.82,5.25,5.36,22.25198332,78.75077264
20100224,0.0,24.83,30.51,13.37,17.14,3.89,5.62,22.25198332,78.75077264
20100225,0.0,23.95,32.46,12.72,19.74,2.88,4.46,22.25198332,78.75077264
20100226,0.0,22.19,33.76,14.47,19.29,2.56,5.82,22.25198332,78.75077264
20100227,0.0,20.15,33.85,14.28,19.57,2.0,3.16,22.25198332,78.75077264
20100228,0.0,14.79,35.47,19.81,15.66,3.79,5.09,22.25198332,78.75077264
20100301,0.0,15.24,35.55,18.77,16.79,2.73,3.21,22.25198332,78.75077264
20100302,0.0,20.03,35.43,19.45,15.98,3.57,3.93,22.25198332,78.75077264
20100303,0.0,24.34,35.65,19.77,15.88,5.03,5.51,22.25198332,78.75077264
20100304,0.0,21.76,35.36,19.66,15.7,4.27,6.03,22.25198332,78.75077264
20100305,0.0,28.6,33.5,17.92,15.58,3.12,4.2,22.25198332,78.75077264
20100306,0.0,30.67,34.99,18.89,16.09,4.17,5.77,22.25198332,78.75077264
20100307,0.0,27.37,34.24,17.86,16.38,2.18,2.48,22.25198332,78.75077264
20100308,0.0,18.73,34.67,16.25,18.43,2.03,5.09,22.25198332,78.75077264
20100309,0.0,19.68,35.81,16.23,19.58,4.12,7.19,22.25198332,78.75077264
20100310,0.68,20.68,36.42,17.61,18.81,4.04,6.27,22.25198332,78.75077264
20100311,4.24,36.16,32.58,19.71,12.87,2.73,5.12,22.25198332,78.75077264
20100312,0.72,40.54,35.85,19.94,15.9,5.31,6.85,22.25198332,78.75077264
20100313,0.0,27.3,36.12,18.76,17.36,4.13,3.69,22.25198332,78.75077264
20100314,0.0,14.7,36.3,17.13,19.17,3.89,4.13,22.25198332,78.75077264
20100315,0.0,15.05,37.05,18.91,18.14,4.02,4.28,22.25198332,78.75077264
