Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,52.77,22.46,5.98,16.48,1.83,2.35,23.25198332,85.25077264
20100102,0.0,50.32,22.53,5.13,17.4,1.01,3.57,23.25198332,85.25077264
20100103,0.0,46.65,23.65,5.22,18.44,1.35,3.27,23.25198332,85.25077264
20100104,0.0,54.66,24.07,7.27,16.8,2.64,2.28,23.25198332,85.25077264
20100105,0.0,55.7,22.59,7.27,15.32,2.46,3.83,23.25198332,85.25077264
20100106,0.0,51.34,22.37,5.96,16.42,1.88,3.97,23.25198332,85.25077264
20100107,0.0,49.86,22.69,7.42,15.27,1.37,2.1,23.25198332,85.25077264
20100108,0.0,45.96,24.08,9.22,14.86,1.72,2.63,23.25198332,85.25077264
20100109,0.0,48.68,25.37,7.44,17.93,1.65,3.27,23.25198332,85.25077264
20100110,0.0,51.22,25.46,8.77,16.68,3.01,3.68,23.25198332,85.25077264
20100111,0.0,48.64,25.77,8.66,17.11,3.56,4.31,23.25198332,85.25077264
20100112,0.0,49.84,25.6,8.28,17.32,1.97,3.61,23.25198332,85.25077264
20100113,0.27,64.68,21.31,12.85,8.46,1.7,3.04,23.25198332,85.25077264
20100114,0.01,78.19,23.28,12.88,10.4,0.91,2.48,23.25198332,85.25077264
20100115,0.0,59.76,24.65,9.13,15.52,2.78,5.78,23.25198332,85.25077264
20100116,0.0,54.35,24.63,8.54,16.1,1.78,3.76,23.25198332,85.25077264
20100117,0.0,48.96,24.68,8.32,16.36,2.23,4.69,23.25198332,85.25077264
20100118,0.0,44.74,24.49,10.28,14.21,1.67,3.01,23.25198332,85.25077264
20100119,0.0,43.09,24.63,9.08,15.55,2.78,6.41,23.25198332,85.25077264
20100120,0.0,42.66,24.01,5.9,18.12,1.18,2.21,23.25198332,85.25077264
20100121,0.0,39.52,24.72,6.66,18.06,1.03,2.63,23.25198332,85.25077264
20100122,0.0,35.86,25.7,7.63,18.07,1.67,3.6,23.25198332,85.25077264
20100123,0.0,35.15,26.03,8.49,17.54,2.55,4.17,23.25198332,85.25077264
20100124,0.0,36.12,26.24,10.09,16.15,2.27,4.19,23.25198332,85.25077264
20100125,0.0,39.31,25.99,9.97,16.02,1.78,2.27,23.25198332,85.25077264
20100126,0.0,37.49,26.7,10.42,16.29,1.95,2.86,23.25198332,85.25077264
20100127,0.0,37.46,25.83,9.31,16.52,1.91,3.58,23.25198332,85.25077264
20100128,0.0,38.11,25.82,10.76,15.05,2.27,3.64,23.25198332,85.25077264
20100129,0.0,37.84,25.75,9.24,16.51,1.67,2.41,23.25198332,85.25077264
20100130,0.0,38.85,25.89,9.79,16.1,2.44,2.05,23.25198332,85.25077264
20100131,0.0,42.85,25.12,9.15,15.97,2.45,3.93,23.25198332,85.25077264
20100201,0.0,38.98,26.02,11.25,14.77,2.04,3.11,23.25198332,85.25077264
20100202,0.0,41.64,26.58,12.4,14.18,2.28,3.68,23.25198332,85.25077264
20100203,0.0,44.46,26.12,11.0,15.11,2.16,2.8,23.25198332,85.25077264
20100204,0.0,37.87,26.62,10.36,16.25,1.76,3.89,23.25198332,85.25077264
20100205,0.0,29.46,26.9,8.97,17.93,2.09,3.81,23.25198332,85.25077264
20100206,0.0,38.39,26.79,9.5,17.3,1.48,3.09,23.25198332,85.25077264
20100207,0.0,37.11,28.42,10.88,17.54,4.46,5.56,23.25198332,85.25077264
20100208,0.0,36.13,29.8,12.78,17.03,4.02,4.69,23.25198332,85.25077264
20100209,0.03,34.63,30.85,13.95,16.9,3.95,4.87,23.25198332,85.25077264
20100210,0.09,48.04,29.68,12.71,16.96,2.8,5.33,23.25198332,85.25077264
20100211,0.0,46.46,29.71,15.59,14.11,2.01,3.75,23.25198332,85.25077264
20100212,0.23,46.17,31.16,15.81,15.35,2.0,2.72,23.25198332,85.25077264
20100213,0.0,46.05,31.26,13.32,17.94,3.35,5.61,23.25198332,85.25077264
20100214,0.0,51.61,28.8,14.21,14.59,1.98,3.55,23.25198332,85.25077264
20100215,0.5,49.1,29.43,14.84,14.59,1.79,3.76,23.25198332,85.25077264
20100216,4.31,63.87,29.68,16.66,13.01,4.74,5.63,23.25198332,85.25077264
20100217,2.58,53.79,29.83,15.95,13.88,5.18,6.06,23.25198332,85.25077264
20100218,0.0,37.55,28.96,11.82,17.14,2.58,3.66,23.25198332,85.25077264
20100219,0.0,26.62,29.81,11.26,18.55,3.82,7.21,23.25198332,85.25077264
20100220,0.0,26.28,29.52,10.87,18.65,3.24,4.34,23.25198332,85.25077264
20100221,0.0,26.39,29.54,11.06,18.48,2.5,4.19,23.25198332,85.25077264
20100222,0.0,26.6,30.0,13.17,16.83,2.33,4.88,23.25198332,85.25077264
20100223,0.0,28.1,32.08,15.58,16.5,4.29,4.88,23.25198332,85.25077264
20100224,0.18,34.45,32.53,16.96,15.57,4.36,5.36,23.25198332,85.25077264
20100225,0.04,37.66,31.25,14.81,16.44,2.67,4.21,23.25198332,85.25077264
20100226,0.0,29.96,31.99,14.68,17.31,2.69,5.15,23.25198332,85.25077264
20100227,0.0,29.37,31.94,13.33,18.6,3.73,3.43,23.25198332,85.25077264
20100228,0.0,26.89,33.3,15.36,17.94,4.42,3.64,23.25198332,85.25077264
20100301,0.0,25.61,33.5,16.01,17.49,4.03,4.7,23.25198332,85.25077264
20100302,0.0,20.8,34.62,15.6,19.03,4.25,4.33,23.25198332,85.25077264
20100303,0.0,20.69,34.9,17.03,17.88,4.2,3.4,23.25198332,85.25077264
20100304,0.0,24.76,35.44,18.57,16.88,2.83,2.52,23.25198332,85.25077264
20100305,0.0,24.32,35.4,19.82,15.58,5.18,6.43,23.25198332,85.25077264
20100306,0.0,27.39,34.99,18.12,16.87,2.99,3.2,23.25198332,85.25077264
20100307,0.0,28.93,34.76,17.97,16.79,1.91,4.0,23.25198332,85.25077264
20100308,0.0,29.93,35.25,17.69,17.57,1.68,4.43,23.25198332,85.25077264
20100309,0.0,24.64,34.46,16.92,17.54,2.91,6.0,23.25198332,85.25077264
20100310,0.0,19.03,35.67,16.77,18.9,4.42,6.52,23.25198332,85.25077264
20100311,0.0,20.41,35.19,17.18,18.01,3.0,3.9,23.25198332,85.25077264
20100312,0.0,19.3,35.6,17.2,18.4,3.69,5.36,23.25198332,85.25077264
20100313,0.0,17.98,35.69,18.39,17.3,3.74,3.31,23.25198332,85.25077264
20100314,0.0,15.75,35.89,18.12,17.77,4.01,4.58,23.25198332,85.25077264
20100315,0.15,17.57,36.42,18.56,17.86,3.46,4.93,23.25198332,85.25077264
20100316,0.37,34.77,35.95,18.01,17.94,2.45,5.03,23.25198332,85.25077264
20100317,1.23,40.62,35.63,20.08,15.54,2.3,4.86,23.25198332,85.25077264
20100318,0.0,37.22,36.36,20.9,15.47,1.99,4.63,23.25198332,85.25077264
20100319,0.0,25.99,37.22,21.34,15.88,2.9,4.97,23.25198332,85.25077264
20100320,0.0,18.44,37.8,20.86,16.95,2.1,3.92,23.25198332,85.25077264
20100321,0.0,16.2,39.48,21.76,17.71,3.32,6.73,23.25198332,85.25077264
20100322,0.0,14.52,40.0,20.66,19.34,2.8,2.74,23.25198332,85.25077264
20100323,0.0,14.32,40.25,21.19,19.05,2.66,1.9,23.25198332,85.25077264
20100324,0.0,13.89,40.29,21.52,18.77,2.9,3.87,23.25198332,85.25077264
20100325,0.0,13.99,40.71,22.51,18.2,2.04,3.69,23.25198332,85.25077264
20100326,0.02,18.14,39.85,23.67,16.18,4.29,5.15,23.25198332,85.25077264
20100327,0.15,15.04,40.0,22.9,17.11,3.34,4.05,23.25198332,85.25077264
20100328,0.16,15.04,40.19,22.69,17.49,5.28,6.49,23.25198332,85.25077264
20100329,0.0,13.9,39.8,22.01,17.79,3.71,4.97,23.25198332,85.25077264
20100330,0.0,12.19,40.43,22.13,18.31,3.64,4.18,23.25198332,85.25077264
20100331,0.0,12.28,40.29,22.36,17.93,3.15,2.75,23.25198332,85.25077264
20100401,0.0,17.32,40.06,23.14,16.91,2.95,3.18,23.25198332,85.25077264
20100402,0.0,15.78,39.68,22.72,16.96,1.97,5.34,23.25198332,85.25077264
20100403,0.0,13.71,40.66,22.93,17.74,2.82,5.84,23.25198332,85.25077264
20100404,0.0,20.58,40.26,23.12,17.14,4.12,6.72,23.25198332,85.25077264
20100405,0.0,13.89,40.16,23.03,17.13,1.98,3.08,23.25198332,85.25077264
20100406,0.0,12.96,40.54,22.48,18.06,2.36,2.85,23.25198332,85.25077264
20100407,0.0,12.03,40.13,22.03,18.09,1.95,5.37,23.25198332,85.25077264
20100408,0.0,10.77,41.17,24.36,16.81,3.31,5.75,23.25198332,85.25077264
20100409,0.0,8.95,41.04,22.97,18.07,4.5,4.18,23.25198332,85.25077264
20100410,0.0,10.0,41.3,23.86,17.45,4.03,3.34,23.25198332,85.25077264
20100411,0.0,9.47,42.69,25.09,17.6,1.75,2.17,23.25198332,85.25077264
20100412,0.0,10.67,42.8,25.95,16.84,2.45,4.49,23.25198332,85.25077264
20100413,0.0,21.5,42.33,24.27,18.06,3.3,5.55,23.25198332,85.25077264
20100414,0.0,18.22,39.79,25.83,13.96,4.26,5.12,23.25198332,85.25077264
20100415,0.0,12.98,41.01,25.9,15.11,2.93,5.7,23.25198332,85.25077264
20100416,0.0,19.46,41.91,22.36,19.55,2.5,5.02,23.25198332,85.25077264
20100417,0.0,19.29,43.43,22.92,20.51,2.41,1.68,23.25198332,85.25077264
