Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,67.39,30.0,18.87,11.13,3.41,3.65,14.75198332,76.75077264
20100102,0.0,63.93,29.66,17.32,12.34,3.3,3.48,14.75198332,76.75077264
20100103,0.0,63.12,29.73,17.27,12.45,2.28,2.2,14.75198332,76.75077264
20100104,0.0,55.28,30.81,14.56,16.25,3.61,3.98,14.75198332,76.75077264
20100105,0.0,54.7,31.14,14.9,16.24,2.27,4.13,14.75198332,76.75077264
20100106,0.0,57.68,30.3,15.86,14.44,3.02,4.76,14.75198332,76.75077264
20100107,0.0,60.96,29.55,16.05,13.49,3.49,5.6,14.75198332,76.75077264
20100108,0.0,60.47,30.29,16.47,13.81,3.24,5.01,14.75198332,76.75077264
20100109,0.0,69.0,29.8,19.04,10.76,1.74,2.44,14.75198332,76.75077264
20100110,0.0,66.69,31.26,20.92,10.34,3.21,2.6,14.75198332,76.75077264
20100111,0.28,64.73,32.4,20.41,11.99,2.34,1.96,14.75198332,76.75077264
20100112,1.2,65.16,32.18,20.68,11.51,1.91,2.54,14.75198332,76.75077264
20100113,11.58,72.66,31.06,21.19,9.87,2.25,3.99,14.75198332,76.75077264
20100114,3.38,79.25,27.39,21.19,6.21,2.28,2.77,14.75198332,76.75077264
20100115,0.42,73.79,27.8,20.37,7.43,2.89,2.17,14.75198332,76.75077264
20100116,0.0,73.34,28.88,18.51,10.36,3.51,2.88,14.75198332,76.75077264
20100117,0.0,65.32,30.48,16.9,13.58,3.6,4.23,14.75198332,76.75077264
20100118,0.0,66.22,30.45,17.57,12.88,2.4,5.43,14.75198332,76.75077264
20100119,0.0,65.25,29.9,17.67,12.23,1.72,3.97,14.75198332,76.75077264
20100120,0.0,55.45,30.15,16.5,13.65,2.44,4.11,14.75198332,76.75077264
20100121,0.0,51.75,29.56,13.1,16.46,2.48,3.79,14.75198332,76.75077264
20100122,0.0,52.3,29.39,12.58,16.81,1.99,2.85,14.75198332,76.75077264
20100123,0.0,54.04,29.28,13.28,16.0,2.86,2.98,14.75198332,76.75077264
20100124,0.0,52.99,29.47,13.73,15.74,1.88,5.3,14.75198332,76.75077264
20100125,0.0,52.65,29.67,14.49,15.18,2.62,3.47,14.75198332,76.75077264
20100126,0.0,51.41,29.84,14.45,15.39,2.24,4.1,14.75198332,76.75077264
20100127,0.0,58.86,29.82,15.98,13.84,2.54,5.31,14.75198332,76.75077264
20100128,0.0,55.3,31.33,17.51,13.82,2.81,3.99,14.75198332,76.75077264
20100129,0.0,52.55,31.28,16.47,14.81,2.46,4.63,14.75198332,76.75077264
20100130,0.0,50.0,31.56,16.2,15.36,2.63,3.36,14.75198332,76.75077264
20100131,0.0,46.09,31.97,16.65,15.32,2.23,4.99,14.75198332,76.75077264
20100201,0.0,44.13,32.42,16.03,16.38,3.0,6.21,14.75198332,76.75077264
20100202,0.0,45.56,32.13,16.11,16.02,3.38,5.72,14.75198332,76.75077264
20100203,0.0,41.26,32.83,16.06,16.77,3.04,5.65,14.75198332,76.75077264
20100204,0.0,38.31,32.01,15.43,16.58,3.52,5.04,14.75198332,76.75077264
20100205,0.0,38.56,32.13,14.64,17.5,3.27,5.14,14.75198332,76.75077264
20100206,0.0,43.14,31.9,14.34,17.55,4.21,4.46,14.75198332,76.75077264
20100207,0.0,48.31,31.6,15.85,15.75,2.78,3.69,14.75198332,76.75077264
20100208,0.0,44.13,32.86,16.34,16.52,2.37,4.5,14.75198332,76.75077264
20100209,0.0,36.81,33.98,15.35,18.63,3.21,5.49,14.75198332,76.75077264
20100210,0.0,42.32,34.55,17.06,17.49,2.39,3.32,14.75198332,76.75077264
20100211,0.0,43.37,34.61,20.64,13.97,2.78,3.4,14.75198332,76.75077264
20100212,0.0,43.29,35.34,20.88,14.46,3.15,5.32,14.75198332,76.75077264
20100213,0.0,39.18,36.23,20.3,15.93,2.29,3.91,14.75198332,76.75077264
20100214,0.0,34.27,36.97,20.04,16.93,3.33,5.31,14.75198332,76.75077264
20100215,0.0,32.54,37.34,20.22,17.12,4.33,5.84,14.75198332,76.75077264
20100216,0.0,30.04,37.02,20.01,17.01,3.66,5.72,14.75198332,76.75077264
20100217,0.0,30.28,37.73,19.01,18.73,2.47,5.44,14.75198332,76.75077264
20100218,0.0,31.38,37.79,20.36,17.43,2.16,4.22,14.75198332,76.75077264
20100219,0.0,34.51,37.43,21.53,15.89,3.82,6.34,14.75198332,76.75077264
20100220,0.0,28.56,37.48,20.71,16.77,3.4,5.66,14.75198332,76.75077264
20100221,0.0,36.34,36.26,21.63,14.63,2.94,4.6,14.75198332,76.75077264
20100222,0.0,32.33,37.45,23.38,14.07,3.47,5.2,14.75198332,76.75077264
20100223,0.0,33.34,37.55,23.42,14.13,4.4,5.29,14.75198332,76.75077264
20100224,0.0,34.88,36.97,23.51,13.45,3.71,5.04,14.75198332,76.75077264
20100225,0.0,24.06,37.18,19.81,17.36,4.11,6.09,14.75198332,76.75077264
20100226,0.0,26.84,35.77,19.24,16.53,0.77,2.88,14.75198332,76.75077264
20100227,0.0,28.81,37.56,20.94,16.62,2.17,5.34,14.75198332,76.75077264
20100228,0.0,30.12,37.25,21.08,16.18,1.91,4.83,14.75198332,76.75077264
