Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,45.82,21.18,4.89,16.29,2.85,3.84,28.75198332,78.75077264
20100102,0.0,43.05,21.7,6.76,14.94,1.28,2.01,28.75198332,78.75077264
20100103,2.26,46.79,22.21,8.28,13.93,5.0,7.33,28.75198332,78.75077264
20100104,0.0,59.25,20.86,7.02,13.84,4.3,3.83,28.75198332,78.75077264
20100105,0.0,56.19,20.31,4.5,15.81,2.33,3.52,28.75198332,78.75077264
20100106,0.0,49.44,19.97,4.58,15.39,2.01,3.56,28.75198332,78.75077264
20100107,0.0,53.82,21.35,5.79,15.56,1.88,2.91,28.75198332,78.75077264
20100108,0.0,56.78,21.85,8.75,13.1,2.42,4.27,28.75198332,78.75077264
20100109,0.0,53.02,22.62,8.17,14.46,1.07,2.91,28.75198332,78.75077264
20100110,0.0,46.02,23.02,8.67,14.35,1.91,3.4,28.75198332,78.75077264
20100111,0.0,42.06,23.63,7.31,16.32,1.65,2.61,28.75198332,78.75077264
20100112,0.01,31.71,23.47,7.31,16.16,1.69,3.35,28.75198332,78.75077264
20100113,4.97,67.59,17.24,7.17,10.07,4.89,6.96,28.75198332,78.75077264
20100114,0.0,67.91,20.95,7.16,13.8,3.59,5.98,28.75198332,78.75077264
20100115,0.0,37.92,22.27,6.01,16.26,1.48,4.05,28.75198332,78.75077264
20100116,0.0,33.43,23.34,7.26,16.08,2.43,3.04,28.75198332,78.75077264
20100117,0.0,31.34,23.35,6.78,16.57,0.86,1.45,28.75198332,78.75077264
20100118,0.0,30.76,23.88,8.83,15.05,2.64,4.19,28.75198332,78.75077264
20100119,0.0,32.6,24.49,7.92,16.57,2.3,2.72,28.75198332,78.75077264
20100120,0.0,36.52,22.87,7.02,15.85,1.4,3.36,28.75198332,78.75077264
20100121,0.0,33.56,23.9,5.74,18.15,1.92,2.16,28.75198332,78.75077264
20100122,0.0,33.68,23.04,8.46,14.58,1.86,2.51,28.75198332,78.75077264
20100123,0.0,31.99,24.68,9.54,15.14,2.71,3.08,28.75198332,78.75077264
20100124,0.0,37.94,23.76,9.99,13.77,2.66,5.28,28.75198332,78.75077264
20100125,0.0,38.5,24.29,9.79,14.51,2.59,5.14,28.75198332,78.75077264
20100126,0.0,37.06,24.82,9.56,15.26,2.66,2.99,28.75198332,78.75077264
20100127,0.0,36.63,25.0,10.47,14.52,2.79,2.75,28.75198332,78.75077264
20100128,0.0,37.44,23.66,12.26,11.39,2.3,3.08,28.75198332,78.75077264
20100129,0.0,39.7,25.32,9.71,15.61,1.97,3.89,28.75198332,78.75077264
20100130,0.0,39.34,26.16,9.98,16.19,5.44,6.5,28.75198332,78.75077264
20100131,0.0,35.24,24.81,7.02,17.79,1.58,3.27,28.75198332,78.75077264
20100201,0.0,33.55,23.5,10.32,13.18,2.89,4.86,28.75198332,78.75077264
20100202,0.0,35.41,24.59,8.52,16.07,2.83,4.98,28.75198332,78.75077264
20100203,0.0,34.61,25.17,7.76,17.41,2.79,4.36,28.75198332,78.75077264
20100204,0.0,33.36,25.28,8.52,16.76,3.99,6.28,28.75198332,78.75077264
20100205,0.0,36.85,25.9,8.16,17.74,3.73,4.64,28.75198332,78.75077264
20100206,0.0,39.5,26.87,9.59,17.28,3.14,3.1,28.75198332,78.75077264
20100207,0.0,41.84,27.52,12.04,15.48,3.69,5.43,28.75198332,78.75077264
20100208,7.01,54.43,24.18,16.23,7.95,3.12,4.3,28.75198332,78.75077264
20100209,11.34,84.99,20.16,12.8,7.37,4.14,4.42,28.75198332,78.75077264
20100210,0.18,66.02,24.13,12.92,11.21,4.1,5.14,28.75198332,78.75077264
20100211,0.0,45.96,26.17,11.85,14.31,1.78,3.43,28.75198332,78.75077264
20100212,5.67,63.16,22.03,12.15,9.88,2.08,3.58,28.75198332,78.75077264
20100213,0.0,60.08,25.2,9.1,16.1,3.31,5.78,28.75198332,78.75077264
20100214,0.0,32.92,25.61,9.3,16.31,1.8,4.43,28.75198332,78.75077264
20100215,0.03,36.23,26.06,9.78,16.27,1.9,3.35,28.75198332,78.75077264
20100216,0.05,43.38,27.2,12.8,14.4,2.47,5.11,28.75198332,78.75077264
20100217,0.0,37.25,26.11,10.44,15.67,2.83,5.02,28.75198332,78.75077264
20100218,0.0,34.61,26.41,7.2,19.21,2.45,3.92,28.75198332,78.75077264
20100219,0.0,31.64,27.45,9.58,17.86,2.86,5.07,28.75198332,78.75077264
20100220,0.0,30.82,28.03,9.27,18.76,2.29,3.85,28.75198332,78.75077264
20100221,0.0,33.64,29.72,9.63,20.09,3.31,3.28,28.75198332,78.75077264
20100222,0.3,33.6,30.68,12.35,18.33,4.21,8.54,28.75198332,78.75077264
20100223,2.4,52.51,26.99,14.26,12.74,6.04,8.27,28.75198332,78.75077264
20100224,0.0,45.04,28.45,14.66,13.79,3.57,4.02,28.75198332,78.75077264
20100225,0.0,40.93,29.43,12.61,16.82,1.81,3.85,28.75198332,78.75077264
20100226,0.0,38.94,30.28,13.86,16.42,4.02,4.36,28.75198332,78.75077264
20100227,0.0,36.85,32.21,14.37,17.85,4.95,6.61,28.75198332,78.75077264
20100228,0.0,37.65,33.53,15.01,18.51,4.52,4.44,28.75198332,78.75077264
20100301,0.0,32.74,32.78,19.4,13.38,2.05,2.59,28.75198332,78.75077264
20100302,0.0,30.36,33.96,17.71,16.25,5.09,7.33,28.75198332,78.75077264
20100303,0.0,31.24,30.24,16.08,14.16,3.37,6.33,28.75198332,78.75077264
20100304,0.99,33.76,32.02,16.83,15.2,2.57,6.3,28.75198332,78.75077264
20100305,0.24,41.11,32.19,16.82,15.37,4.33,7.68,28.75198332,78.75077264
20100306,0.0,33.03,30.47,14.96,15.51,3.16,4.21,28.75198332,78.75077264
20100307,0.02,34.94,31.72,16.08,15.64,3.22,6.28,28.75198332,78.75077264
20100308,0.0,33.77,30.53,13.96,16.57,3.27,2.94,28.75198332,78.75077264
20100309,0.0,32.3,31.54,12.77,18.77,1.27,3.2,28.75198332,78.75077264
20100310,0.0,30.12,32.34,13.86,18.48,1.8,1.58,28.75198332,78.75077264
20100311,0.0,25.43,32.88,14.83,18.05,2.02,2.2,28.75198332,78.75077264
20100312,0.0,26.93,32.54,15.5,17.04,4.37,6.4,28.75198332,78.75077264
20100313,0.0,28.35,34.28,14.81,19.48,5.13,5.83,28.75198332,78.75077264
20100314,0.0,28.18,34.21,15.27,18.93,3.29,4.8,28.75198332,78.75077264
20100315,0.0,23.92,35.42,16.68,18.74,2.57,5.13,28.75198332,78.75077264
20100316,0.0,21.26,36.19,16.76,19.43,3.1,5.5,28.75198332,78.75077264
20100317,0.0,24.23,35.46,16.01,19.44,3.24,5.86,28.75198332,78.75077264
20100318,0.0,27.12,35.92,17.46,18.46,2.61,4.59,28.75198332,78.75077264
20100319,0.0,29.95,36.13,18.66,17.46,4.51,6.3,28.75198332,78.75077264
20100320,0.0,28.21,36.98,18.46,18.52,3.0,3.13,28.75198332,78.75077264
20100321,0.0,20.67,40.48,20.73,19.75,6.42,8.23,28.75198332,78.75077264
20100322,0.0,17.25,40.66,20.15,20.51,4.93,3.75,28.75198332,78.75077264
20100323,0.0,16.41,40.01,19.58,20.43,2.24,3.49,28.75198332,78.75077264
20100324,0.0,15.07,40.51,22.59,17.91,2.66,2.76,28.75198332,78.75077264
20100325,0.0,17.0,39.42,21.8,17.62,2.37,4.06,28.75198332,78.75077264
20100326,0.0,16.45,40.72,21.77,18.95,2.47,4.61,28.75198332,78.75077264
20100327,0.0,16.58,39.86,23.01,16.85,3.77,8.06,28.75198332,78.75077264
20100328,0.0,15.45,39.84,20.34,19.5,4.6,4.73,28.75198332,78.75077264
20100329,0.0,13.71,40.43,20.29,20.14,4.72,5.4,28.75198332,78.75077264
20100330,0.0,14.31,40.18,21.98,18.2,3.24,5.01,28.75198332,78.75077264
20100331,0.0,12.06,39.46,22.14,17.31,4.74,6.4,28.75198332,78.75077264
20100401,0.0,10.82,38.98,21.79,17.2,3.05,4.27,28.75198332,78.75077264
20100402,0.0,10.17,40.12,20.1,20.03,4.91,7.55,28.75198332,78.75077264
20100403,0.0,11.08,39.62,23.22,16.4,2.86,4.2,28.75198332,78.75077264
20100404,0.0,12.36,40.17,23.58,16.59,5.48,6.83,28.75198332,78.75077264
20100405,0.0,13.65,40.49,22.57,17.92,3.95,3.81,28.75198332,78.75077264
20100406,0.0,10.47,39.37,21.9,17.47,4.34,3.8,28.75198332,78.75077264
20100407,0.0,8.61,41.0,18.73,22.28,2.35,3.49,28.75198332,78.75077264
20100408,0.0,7.65,41.97,22.29,19.68,4.77,7.32,28.75198332,78.75077264
20100409,0.0,8.14,41.99,23.31,18.67,5.5,6.05,28.75198332,78.75077264
