Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.01,65.04,28.18,12.45,15.72,4.73,6.97,18.25198332,73.75077264
20100102,0.3,60.34,27.94,14.28,13.65,6.36,8.2,18.25198332,73.75077264
20100103,0.03,67.97,28.24,14.16,14.08,4.21,6.46,18.25198332,73.75077264
20100104,0.0,74.82,28.03,15.62,12.41,3.59,5.57,18.25198332,73.75077264
20100105,0.0,72.0,27.81,13.76,14.05,2.24,4.02,18.25198332,73.75077264
20100106,0.0,62.2,27.67,13.31,14.36,4.43,5.7,18.25198332,73.75077264
20100107,0.0,56.48,26.86,13.41,13.45,5.36,6.88,18.25198332,73.75077264
20100108,0.0,52.05,26.84,10.99,15.86,4.5,6.43,18.25198332,73.75077264
20100109,0.0,62.48,27.86,13.34,14.52,3.88,5.1,18.25198332,73.75077264
20100110,0.0,67.47,28.96,14.58,14.38,3.15,4.26,18.25198332,73.75077264
20100111,0.6,80.44,27.86,18.03,9.83,2.95,3.0,18.25198332,73.75077264
20100112,0.89,84.12,26.22,16.22,10.0,4.22,4.01,18.25198332,73.75077264
20100113,0.05,73.67,25.48,13.43,12.04,2.44,3.59,18.25198332,73.75077264
20100114,0.0,63.05,28.02,11.56,16.46,3.95,4.91,18.25198332,73.75077264
20100115,0.0,67.89,28.67,14.61,14.07,4.89,5.13,18.25198332,73.75077264
20100116,0.0,64.27,28.02,15.27,12.75,5.22,6.46,18.25198332,73.75077264
20100117,0.0,66.77,27.66,15.37,12.28,3.0,4.98,18.25198332,73.75077264
20100118,0.0,61.57,27.77,14.0,13.77,2.52,3.93,18.25198332,73.75077264
20100119,0.0,57.69,28.44,13.08,15.36,3.6,5.23,18.25198332,73.75077264
20100120,0.0,56.18,28.18,13.9,14.28,5.41,7.71,18.25198332,73.75077264
20100121,0.0,45.56,27.89,12.36,15.53,4.3,6.4,18.25198332,73.75077264
20100122,0.0,40.65,27.76,10.88,16.88,4.96,7.52,18.25198332,73.75077264
20100123,0.0,38.86,27.79,10.56,17.23,4.54,6.3,18.25198332,73.75077264
