Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,48.34,31.42,16.57,14.84,2.33,3.54,16.25198332,78.25077264
20100102,0.0,59.7,30.33,15.7,14.63,1.96,3.01,16.25198332,78.25077264
20100103,0.0,55.85,31.16,16.26,14.91,2.7,4.05,16.25198332,78.25077264
20100104,0.0,43.62,32.21,15.59,16.62,4.64,6.21,16.25198332,78.25077264
20100105,0.0,47.64,32.17,15.67,16.5,2.14,4.21,16.25198332,78.25077264
20100106,0.0,55.32,30.52,16.09,14.43,2.66,3.18,16.25198332,78.25077264
20100107,0.0,63.39,29.88,15.57,14.31,2.55,2.97,16.25198332,78.25077264
20100108,0.0,58.34,30.95,16.16,14.79,2.42,4.68,16.25198332,78.25077264
20100109,0.16,67.59,29.1,19.21,9.89,2.06,1.82,16.25198332,78.25077264
20100110,0.05,68.58,31.21,20.5,10.71,2.21,1.91,16.25198332,78.25077264
20100111,0.0,64.79,33.17,20.61,12.56,2.95,2.74,16.25198332,78.25077264
20100112,0.03,59.72,33.82,20.68,13.14,2.34,2.42,16.25198332,78.25077264
20100113,11.72,74.26,30.54,21.57,8.98,3.09,4.16,16.25198332,78.25077264
20100114,0.91,76.68,29.49,21.27,8.22,2.46,3.16,16.25198332,78.25077264
20100115,2.55,76.63,28.62,20.88,7.74,2.56,1.93,16.25198332,78.25077264
20100116,0.37,75.08,28.85,20.02,8.84,3.46,2.18,16.25198332,78.25077264
20100117,0.01,70.41,30.2,18.84,11.35,2.07,3.51,16.25198332,78.25077264
20100118,0.0,66.25,29.92,18.79,11.13,2.36,4.38,16.25198332,78.25077264
20100119,0.0,54.56,30.98,17.25,13.74,2.02,4.66,16.25198332,78.25077264
20100120,0.0,35.83,30.87,13.16,17.71,1.81,3.05,16.25198332,78.25077264
20100121,0.0,38.67,30.67,12.75,17.92,1.61,3.55,16.25198332,78.25077264
20100122,0.0,50.66,30.3,12.92,17.39,1.16,3.42,16.25198332,78.25077264
20100123,0.0,54.26,30.34,13.33,17.01,1.86,2.98,16.25198332,78.25077264
20100124,0.0,54.78,30.38,14.29,16.08,2.45,5.36,16.25198332,78.25077264
20100125,0.0,50.69,30.84,14.15,16.69,2.22,3.34,16.25198332,78.25077264
20100126,0.0,49.25,30.54,14.17,16.37,1.91,4.05,16.25198332,78.25077264
20100127,0.0,56.94,30.3,15.81,14.49,2.0,4.51,16.25198332,78.25077264
20100128,0.0,55.41,31.35,17.02,14.33,3.16,5.22,16.25198332,78.25077264
20100129,0.0,53.54,31.45,17.5,13.95,2.8,4.93,16.25198332,78.25077264
20100130,0.0,44.43,32.12,17.1,15.03,3.36,2.87,16.25198332,78.25077264
20100131,0.0,35.86,32.87,15.43,17.44,2.58,5.16,16.25198332,78.25077264
20100201,0.0,49.69,32.49,15.29,17.2,2.94,6.03,16.25198332,78.25077264
20100202,0.0,52.04,32.53,16.37,16.16,3.43,5.13,16.25198332,78.25077264
20100203,0.0,45.94,33.19,16.42,16.78,3.21,6.05,16.25198332,78.25077264
20100204,0.0,42.47,32.61,16.34,16.26,2.66,4.38,16.25198332,78.25077264
20100205,0.0,42.65,32.96,15.73,17.24,3.05,4.9,16.25198332,78.25077264
20100206,0.0,48.52,32.77,16.1,16.67,3.3,4.09,16.25198332,78.25077264
20100207,0.0,52.73,32.65,17.03,15.62,2.3,3.49,16.25198332,78.25077264
20100208,0.0,45.03,34.03,17.03,17.01,3.31,6.35,16.25198332,78.25077264
20100209,0.0,37.86,34.54,16.39,18.15,4.17,6.31,16.25198332,78.25077264
20100210,0.0,45.5,34.43,16.4,18.03,4.2,6.28,16.25198332,78.25077264
20100211,0.0,47.18,35.0,18.71,16.29,4.05,5.37,16.25198332,78.25077264
20100212,0.0,46.07,35.6,19.59,16.02,5.0,7.03,16.25198332,78.25077264
20100213,0.0,41.78,36.36,18.63,17.73,4.16,5.0,16.25198332,78.25077264
20100214,0.01,40.3,36.73,19.18,17.55,4.35,6.36,16.25198332,78.25077264
20100215,0.01,41.07,37.11,19.46,17.65,4.4,5.35,16.25198332,78.25077264
20100216,0.05,43.98,36.65,19.17,17.48,2.96,4.72,16.25198332,78.25077264
20100217,0.09,43.81,37.3,18.45,18.86,2.91,4.92,16.25198332,78.25077264
20100218,0.03,38.15,37.87,19.67,18.2,3.97,6.48,16.25198332,78.25077264
20100219,0.0,36.5,37.71,21.82,15.89,4.97,6.52,16.25198332,78.25077264
20100220,0.01,38.64,37.82,20.15,17.66,3.45,6.3,16.25198332,78.25077264
20100221,0.02,41.8,36.88,21.4,15.48,3.76,6.25,16.25198332,78.25077264
20100222,0.03,41.37,37.26,21.07,16.19,5.03,7.11,16.25198332,78.25077264
20100223,0.37,40.68,37.48,21.39,16.09,2.8,3.28,16.25198332,78.25077264
20100224,0.01,29.53,38.05,24.23,13.82,2.5,3.14,16.25198332,78.25077264
20100225,0.0,25.94,37.98,20.61,17.38,2.59,3.87,16.25198332,78.25077264
20100226,0.0,39.27,37.04,20.59,16.45,2.79,5.32,16.25198332,78.25077264
20100227,0.0,35.94,38.03,20.23,17.8,2.35,5.64,16.25198332,78.25077264
20100228,0.0,25.75,38.58,20.74,17.84,2.55,5.76,16.25198332,78.25077264
