Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,16.69,18.45,1.65,16.8,2.85,4.29,33.75235295,73.75118928
20100102,0.0,19.57,17.41,2.39,15.02,2.57,2.64,33.75235295,73.75118928
20100103,1.16,46.33,9.26,2.89,6.37,1.3,1.7,33.75235295,73.75118928
20100104,0.0,41.57,16.15,1.08,15.07,2.03,2.06,33.75235295,73.75118928
20100105,0.0,21.15,20.34,2.25,18.09,1.96,2.58,33.75235295,73.75118928
20100106,0.0,16.57,20.78,1.85,18.93,4.56,6.64,33.75235295,73.75118928
20100107,0.0,17.83,17.39,3.73,13.66,3.3,2.96,33.75235295,73.75118928
20100108,0.0,17.75,16.32,1.81,14.51,2.88,3.14,33.75235295,73.75118928
20100109,0.0,20.58,15.83,4.06,11.78,2.37,2.68,33.75235295,73.75118928
20100110,0.0,18.94,16.59,2.81,13.78,2.11,2.76,33.75235295,73.75118928
20100111,0.0,15.7,16.57,2.16,14.42,2.02,2.84,33.75235295,73.75118928
20100112,0.0,16.05,15.57,0.9,14.67,2.77,4.05,33.75235295,73.75118928
20100113,0.0,16.34,15.33,3.89,11.44,4.75,4.55,33.75235295,73.75118928
20100114,0.0,16.27,16.9,0.98,15.92,2.34,1.81,33.75235295,73.75118928
20100115,0.0,15.53,19.44,2.99,16.45,3.68,3.89,33.75235295,73.75118928
20100116,0.0,17.22,19.98,2.49,17.5,2.87,4.22,33.75235295,73.75118928
20100117,0.0,17.77,18.52,8.0,10.53,3.52,3.46,33.75235295,73.75118928
20100118,0.0,19.48,16.91,4.63,12.27,3.72,3.42,33.75235295,73.75118928
20100119,0.0,20.42,16.71,3.27,13.44,3.55,3.22,33.75235295,73.75118928
20100120,0.0,22.01,17.96,3.58,14.38,3.16,4.62,33.75235295,73.75118928
20100121,0.0,24.76,19.36,3.51,15.85,2.88,3.8,33.75235295,73.75118928
20100122,0.32,33.93,14.84,3.82,11.01,3.16,5.35,33.75235295,73.75118928
20100123,0.0,35.59,18.32,2.78,15.54,3.69,5.82,33.75235295,73.75118928
20100124,0.0,31.08,17.36,4.39,12.97,2.69,3.79,33.75235295,73.75118928
20100125,0.0,31.2,18.1,4.18,13.93,2.77,3.71,33.75235295,73.75118928
20100126,0.0,26.19,18.24,2.83,15.42,2.76,4.22,33.75235295,73.75118928
20100127,0.06,23.79,17.43,5.91,11.52,3.24,3.22,33.75235295,73.75118928
20100128,2.9,34.9,14.98,3.35,11.64,2.74,3.58,33.75235295,73.75118928
20100129,29.78,78.77,10.06,1.23,8.83,3.74,4.89,33.75235295,73.75118928
20100130,0.0,46.23,15.56,-0.27,15.83,3.18,4.38,33.75235295,73.75118928
20100131,0.0,39.86,14.19,1.51,12.68,3.57,4.74,33.75235295,73.75118928
20100201,0.0,41.85,13.95,2.81,11.14,2.65,2.51,33.75235295,73.75118928
20100202,0.0,40.68,14.85,0.65,14.2,2.46,3.56,33.75235295,73.75118928
20100203,0.0,38.68,14.59,0.84,13.75,2.72,4.48,33.75235295,73.75118928
20100204,0.0,41.51,16.35,2.91,13.44,2.75,2.93,33.75235295,73.75118928
20100205,6.59,61.61,14.25,5.48,8.77,3.37,4.72,33.75235295,73.75118928
20100206,6.29,81.9,11.34,5.22,6.12,2.91,3.94,33.75235295,73.75118928
20100207,13.66,89.37,9.02,5.85,3.18,1.39,1.52,33.75235295,73.75118928
20100208,54.85,96.6,7.85,4.97,2.88,5.87,7.18,33.75235295,73.75118928
20100209,12.69,79.18,6.91,-1.47,8.38,4.32,6.15,33.75235295,73.75118928
20100210,0.16,54.92,10.0,-5.3,15.3,5.52,7.23,33.75235295,73.75118928
