Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,30.43,29.97,11.59,18.38,3.0,4.47,23.25198332,73.25077264
20100102,0.15,34.75,31.55,12.85,18.69,3.53,6.29,23.25198332,73.25077264
20100103,1.12,54.67,26.69,16.94,9.75,2.39,4.28,23.25198332,73.25077264
20100104,0.0,43.99,28.71,12.62,16.09,1.81,4.94,23.25198332,73.25077264
20100105,0.0,30.78,29.49,11.78,17.71,3.18,5.05,23.25198332,73.25077264
20100106,0.0,26.07,29.63,10.86,18.77,3.86,5.72,23.25198332,73.25077264
20100107,0.0,30.28,30.58,10.95,19.63,4.66,7.8,23.25198332,73.25077264
20100108,0.0,33.44,30.02,12.52,17.49,4.13,6.83,23.25198332,73.25077264
20100109,0.0,27.03,30.02,13.3,16.72,3.76,7.59,23.25198332,73.25077264
20100110,0.0,24.27,29.95,12.83,17.12,2.5,6.36,23.25198332,73.25077264
20100111,0.0,24.49,31.05,14.63,16.43,3.4,6.71,23.25198332,73.25077264
20100112,0.0,39.61,30.39,16.27,14.12,4.15,7.33,23.25198332,73.25077264
20100113,0.0,27.74,26.86,11.98,14.88,2.06,5.32,23.25198332,73.25077264
20100114,0.0,29.18,27.54,10.17,17.37,3.93,3.56,23.25198332,73.25077264
20100115,0.0,27.69,29.15,10.34,18.81,2.86,5.57,23.25198332,73.25077264
20100116,0.0,25.55,30.1,11.29,18.81,3.75,6.52,23.25198332,73.25077264
20100117,0.0,25.77,31.18,12.37,18.81,4.35,7.78,23.25198332,73.25077264
20100118,0.0,23.27,31.02,11.12,19.89,4.07,7.13,23.25198332,73.25077264
20100119,0.0,17.71,31.36,10.71,20.65,3.98,6.5,23.25198332,73.25077264
20100120,0.0,18.51,31.8,11.11,20.68,4.08,6.85,23.25198332,73.25077264
20100121,0.0,16.22,31.44,12.19,19.26,2.55,5.21,23.25198332,73.25077264
20100122,0.0,13.98,32.4,12.95,19.45,2.26,4.43,23.25198332,73.25077264
20100123,0.0,17.62,31.68,11.79,19.89,1.95,3.94,23.25198332,73.25077264
20100124,0.0,19.15,31.15,12.55,18.6,2.79,7.32,23.25198332,73.25077264
20100125,0.0,16.72,31.23,12.78,18.45,3.86,7.29,23.25198332,73.25077264
20100126,0.0,20.04,31.89,12.62,19.27,2.72,5.34,23.25198332,73.25077264
20100127,0.0,22.25,31.05,13.76,17.29,1.61,4.12,23.25198332,73.25077264
