Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,62.01,22.92,8.42,14.5,2.88,3.71,22.25198332,86.25077264
20100102,0.0,55.95,22.54,6.21,16.33,1.64,2.07,22.25198332,86.25077264
20100103,0.0,48.89,24.14,6.4,17.73,2.48,4.51,22.25198332,86.25077264
20100104,0.0,47.42,25.13,7.09,18.04,2.45,3.97,22.25198332,86.25077264
20100105,0.0,60.8,23.91,8.6,15.31,1.61,2.76,22.25198332,86.25077264
20100106,0.0,56.96,23.47,6.76,16.71,1.93,3.77,22.25198332,86.25077264
20100107,0.0,57.16,23.13,7.43,15.7,1.87,2.94,22.25198332,86.25077264
20100108,0.0,53.39,24.74,9.33,15.42,2.28,3.85,22.25198332,86.25077264
20100109,0.0,55.39,26.25,9.07,17.18,1.79,3.35,22.25198332,86.25077264
20100110,0.0,58.44,26.0,9.89,16.11,2.2,3.74,22.25198332,86.25077264
20100111,0.0,55.43,26.81,10.05,16.75,2.64,3.45,22.25198332,86.25077264
20100112,0.0,55.42,25.78,9.14,16.64,1.78,2.33,22.25198332,86.25077264
20100113,0.56,58.89,24.62,12.88,11.74,1.31,2.88,22.25198332,86.25077264
20100114,0.05,77.13,24.56,14.26,10.3,1.37,3.27,22.25198332,86.25077264
20100115,0.0,69.89,24.86,12.22,12.64,2.58,4.21,22.25198332,86.25077264
20100116,0.0,63.98,23.99,10.5,13.49,1.31,3.09,22.25198332,86.25077264
20100117,0.0,53.9,25.27,8.9,16.37,1.34,3.2,22.25198332,86.25077264
20100118,0.0,51.54,24.54,10.37,14.17,2.07,3.8,22.25198332,86.25077264
20100119,0.0,49.81,25.94,10.77,15.16,1.77,3.78,22.25198332,86.25077264
20100120,0.0,46.49,24.54,6.97,17.57,1.72,2.43,22.25198332,86.25077264
20100121,0.0,45.17,24.96,7.15,17.81,1.71,2.54,22.25198332,86.25077264
20100122,0.0,38.73,26.55,8.2,18.35,1.55,2.7,22.25198332,86.25077264
20100123,0.0,38.97,26.56,8.66,17.9,1.74,3.14,22.25198332,86.25077264
20100124,0.0,41.27,26.92,10.41,16.51,2.47,4.96,22.25198332,86.25077264
20100125,0.0,43.37,27.11,11.26,15.85,2.24,4.33,22.25198332,86.25077264
20100126,0.0,41.9,27.97,11.46,16.51,1.25,1.6,22.25198332,86.25077264
20100127,0.0,45.23,26.63,10.84,15.79,2.09,3.71,22.25198332,86.25077264
20100128,0.0,45.62,26.66,12.12,14.54,1.94,3.11,22.25198332,86.25077264
20100129,0.0,47.91,26.69,11.05,15.64,2.0,3.84,22.25198332,86.25077264
20100130,0.0,42.76,27.36,11.35,16.01,2.63,3.26,22.25198332,86.25077264
20100131,0.0,44.34,26.56,11.22,15.34,3.44,3.98,22.25198332,86.25077264
20100201,0.0,46.07,27.1,11.62,15.47,1.38,2.42,22.25198332,86.25077264
20100202,0.0,47.48,27.63,12.5,15.13,1.37,2.96,22.25198332,86.25077264
20100203,0.0,48.13,27.88,13.11,14.78,2.32,3.8,22.25198332,86.25077264
20100204,0.0,45.96,27.39,11.51,15.87,2.19,3.65,22.25198332,86.25077264
20100205,0.0,36.42,28.15,9.78,18.37,2.12,3.8,22.25198332,86.25077264
20100206,0.0,42.25,27.32,9.28,18.04,1.71,1.8,22.25198332,86.25077264
20100207,0.0,42.92,29.57,10.19,19.37,3.09,3.56,22.25198332,86.25077264
20100208,0.0,42.75,30.46,12.86,17.6,3.71,4.26,22.25198332,86.25077264
20100209,0.0,41.02,32.47,13.98,18.49,2.21,3.2,22.25198332,86.25077264
20100210,0.0,49.77,31.61,14.5,17.11,3.05,5.65,22.25198332,86.25077264
20100211,0.0,49.16,30.05,15.97,14.08,2.82,5.39,22.25198332,86.25077264
20100212,0.0,46.57,32.01,18.12,13.89,1.26,3.53,22.25198332,86.25077264
20100213,0.0,47.43,32.35,15.09,17.26,1.84,3.86,22.25198332,86.25077264
20100214,0.0,50.98,31.2,16.11,15.09,2.36,4.52,22.25198332,86.25077264
20100215,0.5,53.4,31.23,17.34,13.89,2.01,5.24,22.25198332,86.25077264
20100216,2.45,61.94,29.52,18.06,11.46,2.86,5.05,22.25198332,86.25077264
20100217,4.66,61.66,32.05,17.43,14.62,3.78,4.15,22.25198332,86.25077264
20100218,0.0,40.03,31.21,13.51,17.7,3.0,5.05,22.25198332,86.25077264
20100219,0.0,40.34,31.21,13.85,17.36,2.09,2.16,22.25198332,86.25077264
20100220,0.0,34.38,30.33,11.35,18.98,3.5,4.03,22.25198332,86.25077264
20100221,0.0,30.75,30.0,11.75,18.25,2.77,3.36,22.25198332,86.25077264
20100222,0.0,34.55,31.17,14.2,16.96,2.7,5.42,22.25198332,86.25077264
20100223,0.0,44.39,33.1,15.88,17.22,3.25,4.9,22.25198332,86.25077264
20100224,0.33,47.35,34.46,16.97,17.49,3.08,3.75,22.25198332,86.25077264
20100225,0.21,49.56,32.6,16.27,16.34,3.81,4.98,22.25198332,86.25077264
20100226,0.0,37.52,33.01,15.92,17.09,1.81,3.04,22.25198332,86.25077264
20100227,0.0,31.67,33.01,14.35,18.66,3.6,4.31,22.25198332,86.25077264
20100228,0.0,27.91,35.13,15.58,19.56,3.83,4.06,22.25198332,86.25077264
20100301,0.0,25.33,35.52,16.48,19.04,3.47,4.55,22.25198332,86.25077264
20100302,0.0,20.28,36.74,16.18,20.56,3.5,3.8,22.25198332,86.25077264
20100303,0.0,19.22,36.86,17.2,19.66,3.49,5.35,22.25198332,86.25077264
20100304,0.0,26.84,36.87,19.11,17.76,2.58,3.84,22.25198332,86.25077264
20100305,0.0,29.46,37.88,21.53,16.35,3.01,3.86,22.25198332,86.25077264
20100306,0.0,26.98,36.91,19.23,17.68,3.23,3.83,22.25198332,86.25077264
20100307,0.0,30.52,36.29,18.9,17.39,2.09,3.25,22.25198332,86.25077264
20100308,0.0,39.31,36.71,20.28,16.43,1.89,4.47,22.25198332,86.25077264
20100309,0.0,36.72,35.88,20.12,15.75,2.58,5.0,22.25198332,86.25077264
20100310,0.0,30.42,36.28,19.22,17.06,2.53,4.25,22.25198332,86.25077264
20100311,0.18,32.55,35.62,19.36,16.26,1.58,2.42,22.25198332,86.25077264
20100312,0.0,27.89,37.02,19.52,17.49,2.84,3.05,22.25198332,86.25077264
20100313,0.0,23.28,37.16,20.52,16.64,2.95,3.48,22.25198332,86.25077264
20100314,0.68,24.91,37.19,19.03,18.16,2.36,3.74,22.25198332,86.25077264
20100315,4.27,34.77,37.21,20.49,16.72,2.43,5.56,22.25198332,86.25077264
20100316,1.83,51.06,36.26,20.37,15.89,2.5,3.59,22.25198332,86.25077264
20100317,2.83,50.79,35.87,21.96,13.91,2.85,4.01,22.25198332,86.25077264
20100318,0.01,43.01,37.07,22.66,14.41,2.44,5.84,22.25198332,86.25077264
20100319,0.0,35.5,37.74,21.39,16.35,2.13,4.58,22.25198332,86.25077264
20100320,0.0,35.81,38.58,21.79,16.78,1.92,4.33,22.25198332,86.25077264
20100321,0.0,27.31,40.09,20.91,19.18,2.3,3.64,22.25198332,86.25077264
20100322,0.0,17.07,40.66,20.48,20.17,4.29,5.6,22.25198332,86.25077264
20100323,0.0,16.58,41.6,21.48,20.12,3.56,4.23,22.25198332,86.25077264
20100324,0.0,22.4,41.4,21.65,19.75,1.32,2.71,22.25198332,86.25077264
20100325,0.0,28.06,41.62,22.39,19.23,3.22,5.61,22.25198332,86.25077264
20100326,1.54,37.22,40.64,22.76,17.89,2.84,5.58,22.25198332,86.25077264
20100327,2.13,27.27,41.77,22.89,18.88,3.74,5.32,22.25198332,86.25077264
20100328,0.52,26.09,41.55,23.07,18.47,2.53,2.59,22.25198332,86.25077264
20100329,0.0,19.36,41.09,21.38,19.71,2.64,4.05,22.25198332,86.25077264
20100330,0.0,19.1,41.54,21.8,19.74,1.75,4.63,22.25198332,86.25077264
20100331,0.0,15.54,42.0,22.92,19.08,3.84,3.59,22.25198332,86.25077264
20100401,0.0,16.76,42.27,22.29,19.98,2.02,3.29,22.25198332,86.25077264
20100402,0.0,19.34,41.12,23.09,18.02,2.77,5.65,22.25198332,86.25077264
20100403,0.0,30.9,41.76,23.89,17.86,3.38,5.43,22.25198332,86.25077264
20100404,0.0,34.41,42.19,24.38,17.81,2.8,3.99,22.25198332,86.25077264
20100405,0.0,26.2,41.87,23.55,18.33,2.32,3.93,22.25198332,86.25077264
20100406,0.0,22.0,42.33,24.15,18.18,2.76,2.78,22.25198332,86.25077264
20100407,0.0,26.57,41.23,23.71,17.52,2.51,4.63,22.25198332,86.25077264
20100408,0.0,28.86,42.29,23.9,18.39,2.55,5.27,22.25198332,86.25077264
20100409,0.0,13.66,42.21,23.59,18.62,3.2,3.0,22.25198332,86.25077264
20100410,0.0,11.34,43.21,25.41,17.8,3.99,4.87,22.25198332,86.25077264
20100411,0.0,17.9,44.18,23.85,20.33,2.71,3.7,22.25198332,86.25077264
20100412,0.0,29.85,43.87,24.69,19.17,5.22,7.5,22.25198332,86.25077264
20100413,0.0,34.93,43.8,25.6,18.2,3.15,4.76,22.25198332,86.25077264
20100414,0.0,30.17,42.26,25.21,17.05,1.89,4.24,22.25198332,86.25077264
20100415,0.0,38.53,42.2,26.45,15.76,4.42,6.09,22.25198332,86.25077264
20100416,0.0,35.79,42.5,25.75,16.75,4.76,6.98,22.25198332,86.25077264
20100417,0.0,30.35,44.19,24.71,19.48,2.89,3.7,22.25198332,86.25077264
20100418,0.01,23.64,44.97,25.09,19.87,3.17,4.69,22.25198332,86.25077264
20100419,0.01,19.86,45.69,26.1,19.59,2.82,2.41,22.25198332,86.25077264
20100420,0.0,13.07,45.62,26.17,19.45,3.62,3.08,22.25198332,86.25077264
20100421,0.0,12.29,45.32,26.53,18.79,2.07,3.17,22.25198332,86.25077264
20100422,0.0,17.61,44.47,27.45,17.02,4.06,4.66,22.25198332,86.25077264
20100423,0.0,31.58,42.76,26.39,16.36,4.46,6.4,22.25198332,86.25077264
20100424,0.22,31.05,43.94,26.28,17.66,3.8,5.36,22.25198332,86.25077264
20100425,0.21,21.78,43.27,25.11,18.16,5.32,7.81,22.25198332,86.25077264
20100426,0.05,33.86,43.45,26.62,16.83,5.96,8.21,22.25198332,86.25077264
20100427,2.09,38.26,42.44,25.66,16.78,5.89,7.9,22.25198332,86.25077264
20100428,4.3,43.28,42.37,26.27,16.1,6.26,8.08,22.25198332,86.25077264
20100429,3.28,51.4,40.03,25.9,14.13,5.02,6.87,22.25198332,86.25077264
20100430,0.45,44.1,40.9,25.97,14.93,3.96,5.27,22.25198332,86.25077264
20100501,0.02,38.51,40.31,26.56,13.75,5.54,5.12,22.25198332,86.25077264
20100502,2.12,41.3,37.01,26.84,10.17,5.3,7.25,22.25198332,86.25077264
20100503,3.91,59.27,33.52,25.38,8.14,3.68,6.07,22.25198332,86.25077264
20100504,5.74,58.89,34.05,25.17,8.88,5.3,7.1,22.25198332,86.25077264
20100505,21.42,59.74,37.72,23.96,13.76,3.05,5.31,22.25198332,86.25077264
20100506,9.14,61.83,35.95,23.33,12.62,2.71,4.56,22.25198332,86.25077264
20100507,10.99,61.77,36.55,23.48,13.07,3.34,5.53,22.25198332,86.25077264
20100508,1.01,54.81,38.86,24.55,14.31,4.19,6.45,22.25198332,86.25077264
20100509,0.04,45.45,40.45,25.85,14.6,2.96,3.6,22.25198332,86.25077264
20100510,0.05,40.97,41.83,26.98,14.85,1.84,3.58,22.25198332,86.25077264
20100511,0.27,40.64,42.41,26.0,16.41,3.28,5.92,22.25198332,86.25077264
20100512,0.0,47.69,42.17,25.77,16.4,3.47,5.14,22.25198332,86.25077264
20100513,0.0,50.38,41.48,25.91,15.58,2.79,4.95,22.25198332,86.25077264
20100514,3.66,51.31,41.15,26.24,14.91,4.38,7.21,22.25198332,86.25077264
20100515,2.64,51.24,41.66,26.09,15.57,5.32,6.28,22.25198332,86.25077264
20100516,0.05,47.38,42.3,25.85,16.45,5.53,7.9,22.25198332,86.25077264
20100517,1.91,50.35,41.27,26.51,14.77,4.32,6.63,22.25198332,86.25077264
20100518,0.03,50.81,39.87,25.18,14.7,4.62,4.98,22.25198332,86.25077264
20100519,0.0,61.41,36.42,25.63,10.8,4.5,5.08,22.25198332,86.25077264
20100520,0.25,63.94,33.61,26.51,7.1,3.81,3.07,22.25198332,86.25077264
20100521,4.06,69.76,33.71,25.81,7.91,3.08,3.55,22.25198332,86.25077264
20100522,8.77,75.43,32.12,24.85,7.27,2.48,1.79,22.25198332,86.25077264
20100523,6.68,73.04,32.87,24.44,8.43,2.91,3.23,22.25198332,86.25077264
20100524,4.27,61.89,38.37,24.27,14.1,3.16,5.17,22.25198332,86.25077264
20100525,2.2,56.83,40.15,25.53,14.62,2.69,5.14,22.25198332,86.25077264
20100526,13.21,50.72,43.14,27.06,16.08,1.98,3.11,22.25198332,86.25077264
20100527,1.3,60.44,39.05,26.56,12.49,3.53,5.09,22.25198332,86.25077264
20100528,0.51,56.58,38.94,25.87,13.07,3.35,4.4,22.25198332,86.25077264
