Dates,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M_RANGE,WS10M_RANGE,WS50M_RANGE,Latitude,Longitude
20100101,0.0,41.97,30.08,14.97,15.12,5.14,6.87,21.25198332,71.25077264
20100102,0.2,47.04,31.78,17.05,14.73,3.34,6.02,21.25198332,71.25077264
20100103,0.61,50.63,29.83,19.06,10.76,2.66,5.48,21.25198332,71.25077264
20100104,0.0,33.85,28.8,14.53,14.27,2.6,3.75,21.25198332,71.25077264
20100105,0.0,35.59,30.2,13.69,16.51,2.56,3.18,21.25198332,71.25077264
20100106,0.0,35.86,31.06,14.78,16.28,3.88,5.99,21.25198332,71.25077264
20100107,0.0,42.57,31.05,15.33,15.72,2.75,5.26,21.25198332,71.25077264
20100108,0.0,34.17,30.7,16.77,13.93,3.84,5.78,21.25198332,71.25077264
20100109,0.0,32.53,30.36,16.43,13.93,3.57,5.48,21.25198332,71.25077264
20100110,0.0,28.39,30.38,15.92,14.46,3.32,4.58,21.25198332,71.25077264
20100111,0.0,30.6,30.91,16.43,14.48,4.54,5.29,21.25198332,71.25077264
20100112,0.0,29.25,31.02,16.01,15.02,3.6,6.52,21.25198332,71.25077264
20100113,0.0,31.48,27.27,13.54,13.73,2.64,4.33,21.25198332,71.25077264
20100114,0.0,29.62,28.17,12.63,15.54,3.77,2.62,21.25198332,71.25077264
20100115,0.0,34.0,30.71,13.68,17.04,3.61,4.58,21.25198332,71.25077264
20100116,0.0,36.0,31.62,15.73,15.88,3.42,6.06,21.25198332,71.25077264
20100117,0.0,25.54,31.99,16.46,15.53,2.9,4.4,21.25198332,71.25077264
20100118,0.0,23.36,31.72,14.48,17.24,2.77,5.22,21.25198332,71.25077264
20100119,0.0,21.81,31.55,14.24,17.31,3.4,5.87,21.25198332,71.25077264
20100120,0.0,25.02,31.6,14.86,16.75,3.58,5.26,21.25198332,71.25077264
20100121,0.0,24.97,32.05,16.44,15.61,2.88,4.19,21.25198332,71.25077264
20100122,0.0,24.47,32.27,15.19,17.08,3.78,6.66,21.25198332,71.25077264
20100123,0.0,24.27,31.84,14.95,16.89,4.81,7.76,21.25198332,71.25077264
20100124,0.0,43.79,31.29,14.66,16.62,4.25,7.36,21.25198332,71.25077264
20100125,0.0,24.9,31.3,15.14,16.16,2.27,4.66,21.25198332,71.25077264
20100126,0.0,26.66,31.66,15.37,16.29,4.45,7.66,21.25198332,71.25077264
20100127,0.0,27.02,30.81,15.87,14.94,4.7,7.54,21.25198332,71.25077264
20100128,0.0,29.67,31.4,15.87,15.53,2.39,5.59,21.25198332,71.25077264
20100129,0.0,39.28,31.27,15.88,15.38,4.38,6.65,21.25198332,71.25077264
20100130,0.0,35.5,31.8,16.67,15.13,3.82,6.04,21.25198332,71.25077264
20100131,0.0,31.51,32.67,15.62,17.04,4.0,7.61,21.25198332,71.25077264
20100201,0.0,35.64,31.06,15.61,15.45,3.11,4.88,21.25198332,71.25077264
20100202,0.0,23.43,31.51,13.93,17.58,3.43,5.43,21.25198332,71.25077264
20100203,0.0,28.69,31.57,14.67,16.9,3.63,6.38,21.25198332,71.25077264
20100204,0.0,32.61,31.92,15.31,16.61,3.04,5.21,21.25198332,71.25077264
20100205,0.0,44.41,32.2,17.32,14.87,0.97,3.43,21.25198332,71.25077264
20100206,0.0,49.32,32.61,18.38,14.23,2.42,3.9,21.25198332,71.25077264
20100207,0.0,52.56,33.35,18.32,15.04,2.45,5.36,21.25198332,71.25077264
20100208,0.0,54.41,32.52,18.31,14.22,5.29,7.9,21.25198332,71.25077264
20100209,0.34,53.09,30.6,17.66,12.93,2.47,2.78,21.25198332,71.25077264
20100210,0.0,28.82,30.28,13.24,17.04,4.4,7.51,21.25198332,71.25077264
20100211,0.0,15.72,31.41,13.1,18.31,4.29,7.24,21.25198332,71.25077264
20100212,0.0,15.57,30.94,12.67,18.28,4.46,7.7,21.25198332,71.25077264
20100213,0.0,16.38,30.83,13.17,17.65,3.98,7.6,21.25198332,71.25077264
20100214,0.0,18.09,30.86,13.21,17.65,3.53,5.03,21.25198332,71.25077264
20100215,0.0,18.17,31.19,13.62,17.57,3.63,4.97,21.25198332,71.25077264
20100216,0.0,30.81,31.8,15.11,16.69,4.49,5.52,21.25198332,71.25077264
20100217,0.0,18.21,31.75,14.67,17.08,3.92,5.13,21.25198332,71.25077264
20100218,0.0,12.78,32.88,13.68,19.21,4.61,6.77,21.25198332,71.25077264
20100219,0.0,12.88,33.42,13.68,19.74,4.62,7.07,21.25198332,71.25077264
20100220,0.0,14.62,35.54,14.29,21.24,4.48,8.31,21.25198332,71.25077264
20100221,0.01,20.8,33.47,18.58,14.9,3.46,6.73,21.25198332,71.25077264
20100222,0.0,38.78,34.28,20.18,14.1,4.67,6.16,21.25198332,71.25077264
20100223,0.0,49.12,33.08,16.67,16.41,2.92,4.34,21.25198332,71.25077264
20100224,0.0,48.88,31.63,16.12,15.5,3.41,5.45,21.25198332,71.25077264
20100225,0.0,47.16,33.34,17.2,16.14,3.54,5.78,21.25198332,71.25077264
20100226,0.0,36.87,35.41,17.73,17.68,4.38,5.54,21.25198332,71.25077264
20100227,0.0,29.46,36.63,18.9,17.74,5.0,8.3,21.25198332,71.25077264
20100228,0.0,22.68,37.13,19.06,18.07,3.12,6.58,21.25198332,71.25077264
20100301,0.0,25.36,36.94,19.34,17.6,4.45,7.2,21.25198332,71.25077264
20100302,0.0,34.49,36.55,19.84,16.71,4.29,6.87,21.25198332,71.25077264
20100303,0.0,47.71,32.47,20.43,12.03,1.8,3.48,21.25198332,71.25077264
20100304,0.0,49.9,35.04,20.4,14.63,3.17,3.1,21.25198332,71.25077264
20100305,0.0,49.64,34.11,20.4,13.71,4.52,6.69,21.25198332,71.25077264
20100306,0.0,50.4,33.69,19.83,13.85,3.05,3.52,21.25198332,71.25077264
20100307,0.0,42.03,33.16,17.72,15.44,2.51,3.54,21.25198332,71.25077264
20100308,0.0,33.15,34.96,19.88,15.08,3.51,4.12,21.25198332,71.25077264
20100309,0.0,19.52,37.08,21.12,15.96,3.79,5.6,21.25198332,71.25077264
