WKT,pid,STATUS
"MULTIPOLYGON (((834149.13417192 1561442.55432015,834197.138652279 1561440.02847122,834200.757916976 1561383.32078046,834151.580591332 1561381.44161871,834149.13417192 1561442.55432015)))",PC86495,TRUE
"MULTIPOLYGON (((827155.123920184 1560225.94219426,827089.81059313 1560232.66121344,827081.725493053 1560232.60864674,827076.489613017 1560231.65339938,827073.232389687 1560231.92153557,827068.396793928 1560236.25230102,827065.10485656 1560242.29390999,827059.471769296 1560247.9711072,827054.17037532 1560254.06435275,827051.975038795 1560259.72492959,827051.949750537 1560266.58754189,827053.024308952 1560274.35210878,827053.872176042 1560281.11887442,827052.711848887 1560284.62582228,827052.534439673 1560287.48834559,827058.696236571 1560287.47359746,827068.047285917 1560286.30748199,827076.531006614 1560284.23133473,827083.896286342 1560281.55556733,827090.551067357 1560279.2213966,827098.262488887 1560275.55521186,827106.914264784 1560273.99435089,827114.375054832 1560273.83953045,827121.000604334 1560271.81132876,827129.353865686 1560270.06211583,827135.835952339 1560268.54706356,827143.119239951 1560265.80945167,827150.838026387 1560263.66986443,827157.492393832 1560260.79855827,827161.884572845 1560261.79467138,827163.535014938 1560259.5474177,827161.776671603 1560251.85708996,827158.94312016 1560244.55703788,827156.354104533 1560238.40464504,827155.928104259 1560230.64477115,827155.123920184 1560225.94219426)))",PC92541,TRUE
"MULTIPOLYGON (((834318.111785452 1561494.13751372,834275.066486058 1561496.08330231,834269.494487367 1561496.44958184,834265.488373391 1561551.31863032,834298.538930501 1561568.70582561,834304.44153398 1561570.81272249,834318.111785452 1561494.13751372)))",PC86896,TRUE
"MULTIPOLYGON (((827356.108240153 1560253.58620026,827308.229310778 1560291.94829952,827330.973855108 1560325.19698268,827380.182046221 1560294.67089998,827356.108240153 1560253.58620026)))",PC92536,TRUE
"MULTIPOLYGON (((833532.459778474 1560323.56463861,833568.077109291 1560325.42375603,833569.954456975 1560245.08505826,833526.102717539 1560246.79048733,833532.459778474 1560323.56463861)))",PC90097,TRUE
"MULTIPOLYGON (((827403.927979394 1560328.45368123,827381.67109525 1560296.26179977,827332.156784432 1560327.33839191,827353.308552413 1560363.40144321,827403.927979394 1560328.45368123)))",PC92537,TRUE
"MULTIPOLYGON (((833599.429490605 1560238.54397772,833572.489009271 1560245.12390063,833571.613176633 1560322.33824032,833600.033517553 1560319.76002928,833599.429490605 1560238.54397772)))",PC90098,TRUE
"MULTIPOLYGON (((827286.218117693 1560242.05423455,827328.90366126 1560204.13820742,827316.0695363 1560153.31782888,827266.926363315 1560166.72826958,827286.218117693 1560242.05423455)))",PC92539,TRUE
"MULTIPOLYGON (((836458.347735921 1562427.91409345,836455.126300021 1562428.98005085,836452.049081164 1562434.00318989,836450.285526126 1562433.1424312,836449.333107248 1562437.87145852,836447.619449707 1562442.86174597,836446.445209773 1562449.96918555,836444.088192251 1562457.33450549,836441.633339638 1562464.98539723,836438.539918093 1562471.8812859,836437.125948782 1562478.80721855,836437.418901098 1562484.91513235,836435.929342489 1562490.53197704,836432.290237632 1562495.5387976,836427.058268748 1562498.55293577,836420.027227018 1562497.60011457,836415.584788826 1562502.61953441,836411.594167203 1562571.3334851,836411.162831998 1562573.04565938,836479.379703235 1562540.02733434,836484.680217942 1562541.05134891,836488.697571881 1562538.65797333,836514.023781569 1562534.18939072,836514.420065383 1562531.20964716,836523.722972869 1562526.16394659,836523.873151615 1562466.51338071,836479.692086021 1562481.478889,836458.347735921 1562427.91409345)))",PC93303,TRUE
"MULTIPOLYGON (((827385.107749067 1560294.81560912,827425.691840882 1560268.25281989,827385.792635034 1560202.7361912,827385.34161159 1560201.80005934,827342.946695197 1560227.39253596,827385.107749067 1560294.81560912)))",PC92538,TRUE
"MULTIPOLYGON (((836499.566892254 1562246.51953443,836447.908742697 1562180.2270045,836380.985700461 1562193.2177731,836396.096643706 1562272.18352234,836499.566892254 1562246.51953443)))",PC93697,TRUE
"MULTIPOLYGON (((827264.535679638 1560166.6506088,827217.944262783 1560178.7908806,827235.986767647 1560267.90354875,827236.562914775 1560270.30321219,827283.614995485 1560245.26891283,827264.535679638 1560166.6506088)))",PC92540,TRUE
"MULTIPOLYGON (((836355.627022743 1562102.74158537,836283.363725788 1562114.82029021,836278.261772263 1562138.44397322,836359.200654478 1562122.13460794,836355.627022743 1562102.74158537)))",PC93300,TRUE
"MULTIPOLYGON (((827243.02908852 1560480.05790603,827242.153725126 1560478.64007308,827208.970860783 1560402.5117229,827131.73562185 1560433.89707028,827144.396432349 1560495.90859011,827208.06097299 1560517.38823361,827210.472137398 1560518.04683817,827216.161291669 1560507.73544382,827243.02908852 1560480.05790603)))",PC92531,TRUE
"MULTIPOLYGON (((836363.584794906 1562330.67459984,836374.020324697 1562382.83957498,836371.72284974 1562382.70497418,836365.73575662 1562384.45972787,836381.468878428 1562426.8694292,836386.343483401 1562426.42904671,836398.129131402 1562418.63504259,836421.307369185 1562394.46451808,836420.641755795 1562392.8961734,836415.107660284 1562388.78107078,836394.375631986 1562317.80960141,836392.818172833 1562317.38355057,836363.584794906 1562330.67459984)))",PC93301,TRUE
"MULTIPOLYGON (((827288.427541347 1560325.53426043,827314.535356995 1560306.98717485,827273.462384277 1560254.09594828,827253.491774822 1560272.10717694,827288.427541347 1560325.53426043)))",PC92534,TRUE
"MULTIPOLYGON (((833369.339314587 1560238.67922242,833486.574569511 1560250.6244284,833490.184966895 1560191.15209504,833474.640674514 1560184.06320586,833462.286423724 1560213.36135156,833386.907838893 1560203.91054791,833369.339314587 1560238.67922242)))",PC90095,TRUE
"MULTIPOLYGON (((827384.677384451 1561478.75686207,827366.01606263 1561488.1495664,827353.985866343 1561493.80060115,827371.578672771 1561592.46107364,827385.94049861 1561579.07746431,827393.099262963 1561604.59028928,827418.504907073 1561596.56660267,827384.677384451 1561478.75686207)))",PC92096,TRUE
"MULTIPOLYGON (((833751.104023802 1560242.97205768,833743.401952869 1560312.42609801,833805.817248463 1560315.68121962,833799.599994523 1560246.39190543,833751.104023802 1560242.97205768)))",PC90495,TRUE
"MULTIPOLYGON (((827316.254592669 1561564.97828342,827340.836593544 1561623.03171955,827362.242531724 1561602.12726878,827363.04078222 1561555.64214458,827316.254592669 1561564.97828342)))",PC92098,TRUE
"MULTIPOLYGON (((836388.06537608 1561843.96870797,836377.878114684 1561766.17075499,836327.08522127 1561778.95490039,836340.900745682 1561851.44876501,836388.06537608 1561843.96870797)))",PC94097,TRUE
"MULTIPOLYGON (((826929.372079905 1560263.88807453,826926.781344797 1560264.30325124,826876.966760256 1560268.86704739,826902.073258554 1560322.67772884,826938.309576703 1560319.17775569,826929.372079905 1560263.88807453)))",PC92517,TRUE
"MULTIPOLYGON (((836481.577429218 1562478.28825192,836488.894157889 1562474.31486349,836528.200455631 1562462.78954492,836530.142565774 1562461.56738608,836524.339942744 1562447.42372321,836520.903702992 1562440.81186985,836515.500492573 1562424.52663664,836514.266514537 1562418.54390167,836514.772360901 1562412.19660028,836516.14119777 1562404.35629077,836518.620497957 1562389.00275197,836522.499503729 1562383.02697384,836526.276207706 1562378.78878299,836522.480945463 1562377.50341693,836516.547558135 1562371.98629471,836511.787738128 1562367.89883649,836507.578238519 1562363.48640222,836503.086550963 1562364.04515589,836503.855031704 1562366.1376602,836500.298284548 1562372.26724549,836497.688477305 1562378.72318608,836490.578619376 1562382.97240564,836484.909643923 1562387.39039029,836480.706374539 1562393.77168284,836476.861702065 1562399.33622268,836472.613766502 1562404.46521519,836470.286263746 1562411.51193576,836466.336283833 1562416.45116288,836462.762522019 1562421.01325919,836459.697270803 1562425.00426623,836481.577429218 1562478.28825192)))",PC93695,TRUE
"MULTIPOLYGON (((827070.543346049 1560548.53470031,827082.45113818 1560544.27282856,827094.43553108 1560541.19710125,827096.474500385 1560540.95934792,827100.917139437 1560539.29441864,827106.91714097 1560537.15117992,827095.164094563 1560480.55541444,827069.312855993 1560473.66663866,827056.879696054 1560472.26616797,827047.055506014 1560483.12468307,827070.543346049 1560548.53470031)))",PC92521,TRUE
"MULTIPOLYGON (((833674.60911593 1560252.05198846,833746.437383995 1560243.20695627,833743.064179618 1560217.04965669,833697.686353868 1560226.61988343,833673.52497599 1560235.04921697,833674.60911593 1560252.05198846)))",PC90100,TRUE
"MULTIPOLYGON (((831822.504425955 1561167.26507812,831828.279873914 1561154.146503,831831.558627721 1561137.70932773,831826.704012656 1561128.22865522,831816.133074925 1561131.22945571,831812.474953445 1561132.75114104,831791.989539146 1561132.48322536,831781.457783147 1561131.90541428,831776.036641858 1561136.36555192,831771.917504912 1561141.94584768,831769.630028827 1561148.15260987,831769.199360437 1561154.96401588,831766.308139647 1561162.61821781,831763.038837522 1561169.83884941,831760.889686742 1561177.28899622,831759.991768074 1561184.94711354,831760.25502751 1561191.68120412,831761.763875112 1561200.54259494,831764.343923619 1561209.73918749,831767.553940757 1561217.96272026,831769.964792475 1561225.96204325,831770.933602564 1561233.05202865,831771.605875777 1561239.34179967,831775.733420589 1561243.2844276,831780.382083465 1561245.4850328,831786.057502545 1561243.40173001,831794.887188718 1561241.57122703,831803.152833811 1561240.0534348,831811.901544632 1561226.31448451,831814.165585679 1561218.75951612,831822.647869601 1561204.10159107,831822.504425955 1561167.26507812)))",PC80104,TRUE
"MULTIPOLYGON (((836418.69279421 1562309.51108624,836457.390609073 1562301.05483338,836469.979024865 1562295.49668355,836480.58428906 1562296.90786817,836483.335600515 1562294.53201575,836489.162403264 1562277.92324009,836498.843857831 1562249.45383937,836411.5308505 1562271.84627873,836418.69279421 1562309.51108624)))",PC93696,TRUE
"MULTIPOLYGON (((831925.007383942 1561150.17738486,831925.270915337 1561150.27125487,832000.746926064 1561142.03578293,832000.827375713 1561135.88812643,831999.302588048 1561131.71164088,831996.437556319 1561126.12414988,831997.246479257 1561119.11171136,831958.649742716 1561118.88222498,831951.975763223 1561116.93969926,831947.238675082 1561117.10247991,831946.007848205 1561121.92007898,831943.858357909 1561125.59121458,831941.025835803 1561129.49818492,831934.944584618 1561132.93513098,831929.995286116 1561137.68273611,831928.871531672 1561144.2558155,831925.604924745 1561149.28349838,831925.007383942 1561150.17738486)))",PC80103,TRUE
"MULTIPOLYGON (((836330.058554183 1561843.61986606,836342.213550103 1561912.21460626,836399.90495667 1561900.3402019,836390.429903128 1561856.67460986,836388.727128573 1561856.28097395,836382.273941931 1561858.56188388,836376.490915511 1561858.25634134,836373.344401703 1561852.7485663,836374.605509552 1561847.85554769,836339.879165714 1561856.22663103,836335.657869125 1561844.39505697,836330.058554183 1561843.61986606)))",PC94101,TRUE
"MULTIPOLYGON (((827269.906724545 1561510.05818101,827251.76159853 1561511.02394102,827250.689500666 1561575.68362717,827278.777270931 1561570.95147702,827278.986659553 1561578.11959963,827272.231562895 1561587.22282559,827289.639760946 1561619.60096132,827320.346572248 1561584.35139757,827314.674172619 1561565.16216379,827287.274401104 1561571.14972815,827271.131803351 1561509.49254149,827269.906724545 1561510.05818101)))",PC92097,TRUE
"MULTIPOLYGON (((836422.918205188 1561758.65075875,836382.259299517 1561765.94849616,836391.374495893 1561842.05000527,836433.585148134 1561836.26272382,836422.918205188 1561758.65075875)))",PC94096,TRUE
"MULTIPOLYGON (((831786.717299783 1560602.66087504,831731.831884318 1560627.62252404,831726.486085057 1560631.9035877,831723.574319032 1560638.54034963,831724.581805206 1560641.13047851,831737.842275722 1560648.71527058,831738.244955295 1560655.39723956,831732.21836133 1560658.5599589,831719.809064806 1560659.32987667,831699.130896239 1560671.06554977,831704.510324844 1560686.16936253,831790.176431838 1560649.50463458,831794.400447423 1560643.79500458,831786.717299783 1560602.66087504)),((831786.299336842 1560600.84488158,831786.717299783 1560602.66087504,831787.068924252 1560602.48128454,831786.299336842 1560600.84488158)))",PC91701,TRUE
"MULTIPOLYGON (((836377.066828479 1562068.57442493,836293.461839373 1562085.8657301,836285.779649905 1562111.68325291,836382.925882106 1562095.13503162,836377.066828479 1562068.57442493)))",PC93299,TRUE
"MULTIPOLYGON (((827075.361572511 1560408.8191566,827076.404046529 1560446.47703766,827071.093912836 1560446.53962816,827067.53306422 1560451.91691243,827061.96091131 1560452.17182608,827061.384990577 1560459.39271386,827061.471014333 1560465.16585967,827057.280291381 1560468.01903005,827091.947395146 1560475.19858267,827125.658888257 1560489.52778435,827126.314891626 1560487.97098725,827108.143312904 1560396.71737831,827103.365619216 1560398.51089564,827075.361572511 1560408.8191566)))",PC92524,TRUE
"MULTIPOLYGON (((836397.006591642 1562320.02206859,836415.504936609 1562374.97337235,836448.784600022 1562367.37270479,836454.323689539 1562370.29720285,836459.656233422 1562375.42642323,836512.295045854 1562325.01565787,836487.087529131 1562301.38806535,836480.703552429 1562304.61840184,836472.794809614 1562306.66994431,836466.234649076 1562308.35172494,836458.831251501 1562308.89809387,836452.408297988 1562306.51345605,836448.241881933 1562305.39375012,836397.006591642 1562320.02206859)))",PC93302,TRUE
"MULTIPOLYGON (((827009.089278225 1560315.90997445,826907.879953455 1560323.50938644,826904.230482869 1560324.16189139,826908.238682005 1560345.08571615,826911.345453349 1560350.85600347,826994.532370265 1560340.77861557,827000.467541752 1560336.26066202,827009.089278225 1560315.90997445)))",PC92518,TRUE
"MULTIPOLYGON (((836334.520581813 1561826.88605147,836324.49033651 1561778.95606549,836297.136460672 1561783.76029315,836289.69908239 1561785.11451355,836290.623688743 1561832.64670695,836334.520581813 1561826.88605147)))",PC94098,TRUE
"MULTIPOLYGON (((827021.111590885 1560443.72120583,827017.259993995 1560388.32718355,827014.783735774 1560363.21926386,826984.774217519 1560366.40815726,826976.354984189 1560386.89143508,826960.248552362 1560404.59672818,826945.63351036 1560423.63867807,826933.345134503 1560434.50192876,826940.580875386 1560448.87652612,827021.111590885 1560443.72120583)))",PC92520,TRUE
"MULTIPOLYGON (((836293.471752651 1561837.52722957,836298.359414606 1561924.67325355,836337.943439985 1561909.33128276,836325.84096767 1561831.50797339,836293.471752651 1561837.52722957)))",PC94100,TRUE
"MULTIPOLYGON (((831786.224241653 1560499.65533523,831821.342501517 1560482.30359288,831789.803470706 1560395.61611225,831748.466018431 1560407.70759809,831786.224241653 1560499.65533523)))",PC91697,TRUE
"MULTIPOLYGON (((836409.541084862 1561901.63036593,836347.379126643 1561915.29658651,836367.420921503 1562025.72275211,836427.824505696 1562013.13951157,836409.541084862 1561901.63036593)))",PC94104,TRUE
"MULTIPOLYGON (((827285.854407754 1560458.0313507,827427.416173698 1560388.91529276,827400.731969771 1560333.53818952,827269.334564094 1560424.86295096,827270.723967059 1560437.81496827,827277.150565777 1560449.4264711,827280.76743307 1560454.37941065,827285.854407754 1560458.0313507)))",PC92529,TRUE
"MULTIPOLYGON (((836493.799363633 1561887.28703647,836413.205156241 1561903.62725575,836430.735206973 1562000.00067685,836443.217746458 1562003.55391051,836446.8845044 1562008.44280742,836454.4523964 1562011.06635523,836460.986722837 1562010.76650617,836466.248786726 1562009.89043451,836470.792156563 1561992.87141638,836469.523328295 1561984.46002261,836471.006583431 1561975.86234586,836493.799363633 1561887.28703647)))",PC94103,TRUE
"MULTIPOLYGON (((827021.635594746 1560386.12788239,827061.279892294 1560376.39416889,827067.071464036 1560379.20125506,827074.401630177 1560402.50502441,827081.495351242 1560396.57332379,827093.098439075 1560371.08386357,827092.443018341 1560368.25867338,827080.880742427 1560347.10199561,827022.945331594 1560349.77950811,827015.85130805 1560349.29129014,827015.128142542 1560349.911374,827021.635594746 1560386.12788239)))",PC92523,TRUE
"MULTIPOLYGON (((836121.764026697 1562098.26730178,836113.044061951 1562031.80622194,836046.042252795 1562048.08964778,836072.97411592 1562105.53991502,836121.764026697 1562098.26730178)))",PC95708,TRUE
"MULTIPOLYGON (((826908.788473336 1560357.60659321,826881.878208531 1560290.44090681,826856.9043799 1560297.77883346,826853.493612091 1560300.4611689,826853.90857012 1560312.72856539,826862.715393336 1560325.28122548,826874.183040777 1560365.5596449,826910.315365957 1560360.47633419,826908.788473336 1560357.60659321)))",PC92513,TRUE
"MULTIPOLYGON (((836366.860492287 1562030.78594004,836299.116262134 1562043.25426236,836296.621715212 1562082.31235224,836376.475128 1562067.90166684,836366.860492287 1562030.78594004)))",PC93296,TRUE
"MULTIPOLYGON (((827004.438037248 1560260.06497221,826931.855799671 1560263.62180713,826941.513713851 1560319.38039022,827009.902727681 1560313.17417833,827004.438037248 1560260.06497221)))",PC92516,TRUE
"MULTIPOLYGON (((836302.458279882 1561778.90867835,836283.234729279 1561699.78382617,836236.797065097 1561700.6596211,836241.587332824 1561738.47030755,836242.373086948 1561745.79468422,836243.432013848 1561751.94485578,836248.57736501 1561756.58006429,836246.343944553 1561761.96475766,836233.590623772 1561762.85896821,836227.210925266 1561765.56554946,836225.983340632 1561799.18169616,836302.458279882 1561778.90867835)))",PC94099,TRUE
"MULTIPOLYGON (((837004.914174266 1559458.34961884,837017.233666603 1559587.96505182,837058.862962875 1559578.98961614,837047.721758748 1559452.17407272,837004.914174266 1559458.34961884)))",PC72501,TRUE
"MULTIPOLYGON (((836482.600881892 1561828.73004948,836471.276990936 1561776.03712434,836456.649913084 1561769.75343617,836449.001862769 1561770.47713697,836441.003534223 1561770.87720219,836435.366722399 1561768.05555683,836431.378528016 1561763.02838625,836428.898709829 1561758.21838064,836425.564883509 1561760.63514801,836434.831630868 1561835.61722617,836482.600881892 1561828.73004948)))",PC94095,TRUE
"MULTIPOLYGON (((836962.920422764 1559470.29594638,836981.890762553 1559593.46477322,837015.753626112 1559590.81633836,837015.998363128 1559587.85347627,837003.048748638 1559461.01400342,836962.920422764 1559470.29594638)))",PC72500,TRUE
"MULTIPOLYGON (((836393.784753965 1561846.00717529,836403.313678551 1561901.22653621,836470.799156574 1561888.38370008,836457.814584754 1561835.49950278,836393.784753965 1561846.00717529)))",PC94102,TRUE
"MULTIPOLYGON (((831954.752592075 1561269.17754103,831950.556634653 1561260.31219205,831936.528548998 1561215.94441574,831924.125871951 1561196.64953014,831916.169603564 1561202.77161438,831879.533695871 1561221.52734788,831901.085121085 1561265.34203523,831931.654350794 1561281.04630459,831942.406142461 1561284.16522774,831948.901800698 1561278.54849197,831954.752592075 1561269.17754103)))",PC80099,TRUE
"MULTIPOLYGON (((836277.671434123 1562141.29941841,836284.416242841 1562214.96347803,836380.704027512 1562192.0174883,836361.64063109 1562123.84920513,836277.671434123 1562141.29941841)))",PC95711,TRUE
"MULTIPOLYGON (((832359.406824231 1561399.58048868,832367.323311672 1561495.60584552,832395.836565063 1561491.56709639,832398.027866515 1561467.23171224,832394.786332272 1561457.40522441,832398.294308818 1561446.89981291,832406.610665136 1561426.67340436,832408.03422988 1561418.05911033,832407.206277516 1561409.79899757,832397.451379016 1561411.20591194,832387.167534827 1561410.1119359,832380.895476124 1561402.93154773,832375.873546576 1561400.37178098,832359.406824231 1561399.58048868)))",PC77299,TRUE
"MULTIPOLYGON (((832004.901041609 1561369.01833163,832008.097871088 1561361.88869949,832010.192484409 1561361.08876489,832009.498430865 1561355.97270538,832006.242112704 1561352.53318819,832007.982482558 1561349.80920928,832011.869498307 1561348.66945342,832013.666200377 1561348.24883663,832013.67618952 1561345.33829038,832012.23240967 1561342.25033491,832009.512176605 1561334.85275684,832006.593641052 1561328.15256417,832004.728762608 1561319.6586189,832003.031530768 1561315.70012527,832002.589487017 1561318.33698616,831997.220568486 1561317.15361787,831989.466317294 1561315.52591197,831982.900831666 1561313.75759965,831975.609130254 1561309.24742713,831973.696410245 1561301.93020038,831972.377920562 1561296.12371356,831969.339831996 1561291.20624809,831968.649162053 1561287.73053741,831963.487413336 1561289.21911595,831959.368973347 1561293.50465379,831954.496517879 1561295.85095047,831948.576436983 1561300.52160433,831942.732553488 1561303.91291355,831943.432140793 1561311.66393211,831935.829738881 1561321.81051531,831937.328330812 1561326.32793731,831941.943822847 1561332.54859764,831941.85719801 1561340.15974352,831939.757882533 1561345.03656086,831938.222596374 1561347.20612241,831940.271073564 1561352.65777081,831945.666457868 1561358.59181181,831947.5840404 1561364.62875687,831950.860432938 1561369.50835973,831955.235219338 1561372.64463494,831963.086480604 1561370.32735616,831968.688048536 1561372.48288188,831974.223463792 1561377.462937,831980.890581323 1561379.47624472,831985.268427955 1561378.99194191,831989.81220186 1561375.57587616,831994.399645815 1561371.13588638,832000.720966517 1561368.51505829,832004.901041609 1561369.01833163)))",PC80098,TRUE
"MULTIPOLYGON (((836439.439604839 1562057.24488127,836378.318442208 1562069.64768638,836383.987479665 1562094.47901389,836444.656220585 1562084.88466167,836439.439604839 1562057.24488127)))",PC93298,TRUE
"MULTIPOLYGON (((832250.08123597 1561459.01595775,832255.752559497 1561466.32442415,832254.784962647 1561472.10985746,832254.099895914 1561477.64247936,832256.522006507 1561483.50554216,832264.167627487 1561490.1458734,832271.977105988 1561496.79566434,832282.10463846 1561502.94242222,832288.893902523 1561504.95299335,832293.377377044 1561508.45260721,832337.306350008 1561498.62474999,832327.235276588 1561434.94295493,832254.558215753 1561452.55657561,832250.08123597 1561459.01595775)))",PC77298,TRUE
"MULTIPOLYGON (((836927.740687856 1559467.86501756,836927.334472851 1559439.12270028,836925.022794367 1559433.55033349,836919.415353326 1559432.87418793,836914.936058064 1559428.78307398,836914.052370477 1559421.9189056,836913.938663833 1559415.54310557,836913.311756026 1559408.19687827,836841.857690267 1559428.89334911,836832.632594002 1559455.04776723,836849.483628714 1559456.07769341,836853.30361943 1559466.12275197,836927.740687856 1559467.86501756)))",PC72499,TRUE
"MULTIPOLYGON (((836178.432537197 1562089.24034397,836130.661279905 1562103.11106786,836125.949827626 1562107.46794826,836119.412556988 1562104.81341449,836112.713584854 1562107.42539018,836105.063937662 1562107.95343463,836103.195891548 1562109.42759186,836101.14449413 1562115.63255346,836098.300681218 1562120.71564086,836091.544498884 1562123.15883883,836089.527156753 1562126.51771003,836092.832280264 1562132.0237818,836093.776944361 1562137.00767372,836135.715041894 1562123.89580589,836143.327904855 1562171.41812647,836185.445512927 1562158.1948929,836178.432537197 1562089.24034397)))",PC95709,TRUE
"MULTIPOLYGON (((832244.638490017 1561453.65049981,832246.753493276 1561423.81268939,832240.775690744 1561422.15788129,832234.684707939 1561421.43571331,832228.889726382 1561421.50379543,832220.127047382 1561420.91653875,832211.847466436 1561420.30415746,832203.701377098 1561419.54400589,832198.036227363 1561417.12731115,832201.618159587 1561409.81622177,832205.45414993 1561404.5667594,832210.663108477 1561398.8960182,832208.577779199 1561396.62588714,832202.56769537 1561393.44045487,832195.098739696 1561392.01909902,832189.356211431 1561397.29343537,832185.424470675 1561401.60021524,832182.432860487 1561405.93215486,832179.992994932 1561411.05591926,832178.381450924 1561418.00693801,832181.096147958 1561425.5998495,832184.045706496 1561433.00555772,832186.515455672 1561440.87027122,832189.321632383 1561446.85099244,832192.142845539 1561454.83649377,832195.730467535 1561462.91332859,832198.027384296 1561469.67009873,832244.638490017 1561453.65049981)))",PC76898,TRUE
"MULTIPOLYGON (((836539.2115407 1559659.96311059,836508.216543306 1559663.5317101,836511.447964109 1559716.72143954,836535.023573704 1559717.54157632,836536.562659157 1559711.9430875,836539.195100737 1559706.39896173,836541.58654947 1559699.13297878,836539.2115407 1559659.96311059)))",PC72497,TRUE
"MULTIPOLYGON (((836298.611108562 1562035.01439592,836292.504856952 1561946.61104447,836292.036549727 1561945.78897134,836250.205413571 1561950.8036047,836258.21514426 1562041.70675282,836298.611108562 1562035.01439592)))",PC94895,TRUE
"MULTIPOLYGON (((848867.819884388 1552831.98088514,848853.319620632 1552900.97647399,848878.684857318 1552902.56020641,848881.127500296 1552883.82148171,848887.87715541 1552883.35438195,848892.712665635 1552882.75033549,848894.111733303 1552869.33162016,848894.728907017 1552862.23668976,848892.218475718 1552855.63174248,848887.652882453 1552851.38421969,848883.886747458 1552848.00401399,848881.108633087 1552843.15673794,848878.706980137 1552837.00550408,848876.098645283 1552832.9266514,848871.437914201 1552830.76932615,848867.819884388 1552831.98088514)))",PC79699,TRUE
"MULTIPOLYGON (((836243.844379828 1560165.64850629,836230.402758633 1560120.50939178,836176.701341559 1560133.06356208,836188.794872055 1560182.68229431,836243.844379828 1560165.64850629)))",PC72505,TRUE
"MULTIPOLYGON (((836302.995749631 1562037.55808266,836365.116039536 1562026.8868677,836340.550716707 1561912.607903,836337.652174195 1561912.30917,836330.008036215 1561915.26854011,836298.977654827 1561927.87971262,836302.995749631 1562037.55808266)))",PC94495,TRUE
"MULTIPOLYGON (((832379.394335831 1561242.91011936,832369.970860396 1561226.32372985,832286.57079185 1561269.13230019,832277.752705356 1561272.36589864,832279.245659966 1561277.22728955,832282.404187448 1561287.36984891,832379.394335831 1561242.91011936)))",PC77297,TRUE
"MULTIPOLYGON (((836288.562472217 1560106.11116867,836250.238014453 1560115.93917338,836265.504377601 1560164.12276342,836304.936786328 1560152.29544759,836288.562472217 1560106.11116867)))",PC72504,TRUE
"MULTIPOLYGON (((836139.984703646 1562021.99189673,836140.506063034 1561970.02447915,836076.631965372 1561983.582201,836086.342370918 1562033.1044933,836139.984703646 1562021.99189673)))",PC95706,TRUE
"MULTIPOLYGON (((832274.884869897 1561377.55995723,832277.084907454 1561384.69757822,832279.961907375 1561389.38881488,832282.564003324 1561395.8135578,832280.406619628 1561399.31666109,832275.066391039 1561399.87248215,832268.394586947 1561400.72651821,832264.723419995 1561404.25210222,832263.704983951 1561409.379751,832267.423383516 1561412.15118798,832274.872238607 1561411.80573598,832281.520162767 1561410.99203706,832289.427791802 1561410.84454021,832295.777482023 1561411.47419493,832303.635872463 1561411.91672263,832310.584114261 1561411.9764051,832318.585039633 1561411.44071918,832325.920875135 1561410.23355421,832330.498813812 1561409.1397798,832335.871336208 1561408.04168593,832341.305756267 1561407.85449167,832347.661929315 1561408.95484952,832356.513147718 1561410.16717163,832357.081577994 1561395.38971928,832354.475318309 1561394.00336273,832348.712679205 1561391.6019688,832342.663746973 1561388.90708598,832333.004011286 1561385.83063421,832325.341764868 1561383.34532563,832316.129228862 1561381.06122299,832306.166720317 1561380.04642757,832298.7219021 1561379.67023525,832290.941044264 1561377.97894921,832280.142941292 1561376.25367964,832274.884869897 1561377.55995723)))",PC76897,TRUE
"MULTIPOLYGON (((831910.539942101 1561156.57241625,831830.256109314 1561165.29089672,831826.441965799 1561192.18355458,831906.442514763 1561192.1369081,831910.539942101 1561156.57241625)))",PC80102,TRUE
"MULTIPOLYGON (((836190.705304063 1562169.95917317,836267.933714449 1562147.99023633,836293.324872624 1562039.64607036,836256.107375675 1562047.42440873,836257.992249099 1562058.51408218,836179.124381887 1562072.94136389,836190.705304063 1562169.95917317)))",PC95710,TRUE
"MULTIPOLYGON (((832296.11197371 1561312.19277906,832378.158637771 1561295.36364009,832381.959846639 1561293.04513488,832391.979892826 1561264.50893287,832389.454239249 1561260.63258225,832378.982664881 1561263.1386991,832373.295813645 1561255.02792973,832366.308665152 1561254.93638576,832289.691916115 1561285.48198069,832296.11197371 1561312.19277906)))",PC76896,TRUE
"MULTIPOLYGON (((831942.700432029 1561224.99421478,832012.495663727 1561209.64188401,832003.584486845 1561187.87682986,831989.564355693 1561183.55328446,831979.127012802 1561183.74454035,831972.705678029 1561183.67934163,831966.573968992 1561184.85951243,831949.709240176 1561184.62222482,831929.692890271 1561187.39947813,831942.700432029 1561224.99421478)))",PC80100,TRUE
"MULTIPOLYGON (((836058.387316276 1561936.07341663,836021.512808786 1561937.70728426,836021.844995073 1561982.9847432,836068.774028443 1561976.30078185,836058.387316276 1561936.07341663)))",PC95699,TRUE
